PrimaryState,SettlementCity,County1,County2,State2,County3,State3,County4,State4,County5,State5,OtherDistinction,YearFounded,ChurchDistricts,city1,city2,city3,city1Lon,city1Lat,city2Lon,city2Lat,city3Lon,city3Lat
OHIO,Kinsman,Trumbull,Mercer,PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,1975,1,Kinsman,NA,NA,-80.5882911,41.4444225,NA,NA,NA,NA
OHIO,West Union,Adams,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,4,West Union,NA,NA,-83.5451934,38.7945166,NA,NA,NA,NA
OHIO,Chesterhill/Stockport,Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,1,Chesterhill,Stockport,NA,-81.8659707,39.4884055,-81.7929122,39.5484057,NA,NA
OHIO,Carrollton,Carroll,NA,NA,NA,NA,NA,NA,NA,NA,NA,1982,4,Carrollton,NA,NA,-81.0856532,40.5728403,NA,NA,NA,NA
OHIO,Lewisville,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,6,Lewisville,NA,NA,-81.2184446,39.7653501,NA,NA,NA,NA
OHIO,Utica/Gambier,Knox,Licking,OHIO,NA,NA,NA,NA,NA,NA,NA,1987,4,Utica,Gambier,NA,-91.310561,39.4390672,-82.3971038,40.3756194,NA,NA
OHIO,Laurelville/Kingston,Hocking,Pickaway,OHIO,NA,NA,NA,NA,NA,NA,NA,1988,1,Laurelville,Kingston,NA,-82.7393363,39.473397,-82.9107333,39.4739514,NA,NA
OHIO,Bremen,Fairfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,Bremen,NA,NA,-82.4268216,39.7017328,NA,NA,NA,NA
OHIO,Brinkhaven/Danville,Holmes,Knox,OHIO,NA,NA,NA,NA,NA,NA,NA,1990,4,Brinkhaven,Danville,NA,-82.191944,40.468333,-82.2601584,40.4475643,NA,NA
OHIO,Walhonding/Warsaw,Coshocton,Knox,OHIO,NA,NA,NA,NA,NA,NA,NA,1990,1,Walhonding,Warsaw,NA,-82.146995,40.3594397,-82.006807,40.3353465,NA,NA
OHIO,Loudonville/McKay,Ashland,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,1,Loudonville,McKay,NA,-82.2332144,40.6353382,-82.2429365,40.7058921,NA,NA
OHIO,Dorset/Cherry Valley,Ashtabula,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,2,Dorset,Cherry Valley,NA,-80.667301,41.6803328,-80.6673008,41.6067216,NA,NA
OHIO,Salesville/Quaker City,Guernsey,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,2,Salesville,Quaker City,NA,-81.3367812,39.9734042,-81.2992797,39.9700707,NA,NA
OHIO,Andover,Ashtabula,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,2,Andover,NA,NA,-80.572296,41.6067211,NA,NA,NA,NA
OHIO,Barnesville,Belmont,Monroe,OHIO,NA,NA,NA,NA,NA,NA,NA,1993,2,Barnesville,NA,NA,-81.1764961,39.9881261,NA,NA,NA,NA
OHIO,Gallipolis,Gallia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,5,Gallipolis,NA,NA,-82.2023691,38.809803,NA,NA,NA,NA
OHIO,Glenmont/Brinkhaven,Coshocton,Holmes,OHIO,NA,NA,NA,NA,NA,NA,NA,1994,2,Glenmont,Brinkhaven,NA,-82.0973748,40.5200635,-82.191944,40.468333,NA,NA
OHIO,Pierpont/Conneaut,Ashtabula,Crawford,PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,1994,5,Pierpont,Conneaut,NA,-80.568333,41.749167,-80.5542409,41.9475551,NA,NA
OHIO,De Graff,Logan,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,3,De Graff,NA,NA,-83.9157704,40.3119964,NA,NA,NA,NA
OHIO,Beaver,Pike,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,2,Beaver,NA,NA,-82.8243382,39.0306272,NA,NA,NA,NA
OHIO,Adamsville,Muskingum,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,2,Adamsville,NA,NA,-81.8823542,40.0697925,NA,NA,NA,NA
OHIO,Williamsfield,Ashtabula,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,1,Williamsfield,NA,NA,-80.570556,41.533333,NA,NA,NA,NA
OHIO,Middlebourne,Guernsey,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Middlebourne,NA,NA,-80.9037181,39.4922999,NA,NA,NA,NA
OHIO,Howard/East Knox,Knox,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,3,Howard,East Knox,NA,-82.3263709,40.4077183,-82.2857055,39.2661831,NA,NA
OHIO,Oak Hill,Jackson,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,2,Oak Hill,NA,NA,-82.573495,38.8939645,NA,NA,NA,NA
OHIO,Scio,Harrison,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,2,Scio,NA,NA,-81.0848211,40.3958988,NA,NA,NA,NA
OHIO,Piedmont,Belmont,Harrison,OHIO,NA,NA,NA,NA,NA,NA,NA,2001,1,Piedmont,NA,NA,-81.1964948,40.1884013,NA,NA,NA,NA
OHIO,McArthur,Vinton,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,1,McArthur,NA,NA,-82.4784898,39.2464596,NA,NA,NA,NA
OHIO,Vinton,Gallia,Vinton,OHIO,NA,NA,NA,NA,NA,NA,NA,2004,1,Vinton,NA,NA,-82.3415421,38.9764655,NA,NA,NA,NA
OHIO,Kilgore,Carroll,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,2,Kilgore,NA,NA,-81.0017605,40.4642311,NA,NA,NA,NA
OHIO,Hillsboro/Leesburg,Highland,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,2,Hillsboro,Leesburg,NA,-83.611587,39.2022866,-83.5529748,39.3450634,NA,NA
OHIO,Somerset/Glenford,Perry,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,1,Somerset,Glenford,NA,-82.2970941,39.8070121,-82.317094,39.8881223,NA,NA
OHIO,Peeples/Hillsboro,Adams,Highland,OHIO,NA,NA,NA,NA,NA,NA,NA,2006,1,Peeples,Hillsboro,NA,-82.9990408,39.9538286,-83.611587,39.2022866,NA,NA
OHIO,Pomeroy,Meigs,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,1,Pomeroy,NA,NA,-82.033752,39.0275781,NA,NA,NA,NA
OHIO,Freeport,Harrison,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,1,Freeport,NA,NA,-81.2662196,40.2106234,NA,NA,NA,NA
OHIO,Newcomerstown,Tuscarawas,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,Newcomerstown,NA,NA,-81.6059541,40.2722922,NA,NA,NA,NA
OHIO,Londonderry,Ross,Vinton,OHIO,NA,NA,NA,NA,NA,NA,NA,2007,1,Londonderry,NA,NA,-82.04519425,39.71072895,NA,NA,NA,NA
OHIO,Frazeysburg,Muskingum,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,Frazeysburg,NA,NA,-82.1193076,40.1172905,NA,NA,NA,NA
OHIO,Pleasant City,Guernsey,Noble,OHIO,NA,NA,NA,NA,NA,NA,NA,2007,1,Pleasant City,NA,NA,-81.5454007,39.9036834,NA,NA,NA,NA
OHIO,Cherry Valley,Ashtabula,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,Cherry Valley,NA,NA,-80.6673008,41.6067216,NA,NA,NA,NA
OHIO,Marshall/Hillsboro,Highland,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,Marshall,Hillsboro,NA,-83.485,39.151944,-83.611587,39.2022866,NA,NA
OHIO,Rogers,Columbiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,Rogers,NA,NA,-80.6261832,40.7914504,NA,NA,NA,NA
OHIO,Jefferson,Ashtabula,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1,Jefferson,NA,NA,-80.7698066,41.7386662,NA,NA,NA,NA
OKLAHOMA,Chouteau/Inola,Mayes,Rogers,OKLAHOMA,NA,NA,NA,NA,NA,NA,NA,1910,4,Chouteau,Inola,NA,-95.3430239,36.1859301,-95.5094195,36.1512097,NA,NA
OKLAHOMA,Clarita/Coalgate,Coal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,1,Clarita,Coalgate,NA,-96.4333338,34.4828698,-96.2186092,34.5381481,NA,NA
OKLAHOMA,Welch,Craig,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,Welch,NA,NA,-95.0957968,36.8736854,NA,NA,NA,NA
OKLAHOMA,Westville,Adair,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,Westville,NA,NA,-94.5679988,35.9925829,NA,NA,NA,NA
ONTARIO,Milverton/Millbank,Perth,Waterloo,ONTARIO,NA,NA,NA,NA,NA,NA,NA,1824,9,Milverton,Millbank,NA,-80.922098,43.5658,-80.834595,43.5695904,NA,NA
ONTARIO,Aylmer,Elgin,NA,NA,NA,NA,NA,NA,NA,NA,NA,1953,3,Aylmer,NA,NA,-80.9828842,42.7729381,NA,NA,NA,NA
ONTARIO,Norwich,Oxford,NA,NA,NA,NA,NA,NA,NA,NA,NA,1954,4,Norwich,NA,NA,-80.5974658,42.9876575,NA,NA,NA,NA
ONTARIO,Chesley,Grey,NA,NA,NA,NA,NA,NA,NA,NA,Swartzentruber,1954,3,Chesley,NA,NA,-81.0967116,44.3027577,NA,NA,NA,NA
ONTARIO,Lakeside/St. Mary’s,Oxford,NA,NA,NA,NA,NA,NA,NA,NA,NA,1958,1,Lakeside,St. Mary’s,NA,-81.0246316,43.2008821,-81.140653,43.2595868,NA,NA
ONTARIO,Mossley,Middlesex,NA,NA,NA,NA,NA,NA,NA,NA,NA,1962,2,Mossley,NA,NA,-81.011828,42.946187,NA,NA,NA,NA
ONTARIO,Lucknow,Bruce,Huron,ONTARIO,NA,NA,NA,NA,NA,NA,NA,1973,5,Lucknow,NA,NA,-81.5130095,43.9633993,NA,NA,NA,NA
ONTARIO,Chesley,Bruce,Grey,ONTARIO,NA,NA,NA,NA,NA,NA,NA,1979,1,Chesley,NA,NA,-81.0967116,44.3027577,NA,NA,NA,NA
ONTARIO,Kincardine/Tiverton,Bruce,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,2,Kincardine,Tiverton,NA,-81.6365715,44.1752954,-81.5433231,44.2676578,NA,NA
ONTARIO,Clifford/Harriston,Perth,Wellington,ONTARIO,NA,NA,NA,NA,NA,NA,NA,1998,1,Clifford,Harriston,NA,-80.978719,43.969316,-80.8715152,43.9134584,NA,NA
ONTARIO,Cameron/Lindsay,Victoria,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,1,Cameron,Lindsay,NA,-78.775093,44.438474,-78.7407542,44.3565742,NA,NA
ONTARIO,Powassan,Parry Sound,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,1,Powassan,NA,NA,-79.368324,46.0807239,NA,NA,NA,NA
ONTARIO,Stirling/Belleville,Hastings,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,1,Stirling,Belleville,NA,-77.5474909,44.296135,-77.3832315,44.1627589,NA,NA
ONTARIO,Iron Bridge,Algoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,Iron Bridge,NA,NA,-83.222592,46.27853,NA,NA,NA,NA
ONTARIO,Englehart/New Liskeard,Timiskaming,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,Englehart,New Liskeard,NA,-79.8738283,47.8242362,-79.6743139,47.5087615,NA,NA
ONTARIO,Earlton,Timiskaming,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,Earlton,NA,NA,-79.82464,47.71071,NA,NA,NA,NA
PENNSYLVANIA,Lancaster/Chester,Lancaster,Chester,NA,NA,NA,NA,NA,NA,NA,NA,1760,187,Lancaster,Chester,NA,-76.3055144,40.0378755,-75.3557457,39.849557,NA,NA
PENNSYLVANIA,Meyersdale/Springs,Somerset,Garrett,MARYLAND,NA,NA,NA,NA,NA,NA,NA,1772,5,Meyersdale,Springs,NA,-79.024748,39.8136931,-79.1491959,39.7336926,NA,NA
PENNSYLVANIA,Belleville/Reedsville,Huntingdon,Mifflin,PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,1791,26,Belleville,Reedsville,NA,-77.7255502,40.6050706,-77.595828,40.6639587,NA,NA
PENNSYLVANIA,New Wilmington,Lawrence,Mercer,PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,1847,19,New Wilmington,NA,NA,-80.3328428,41.1222812,NA,NA,NA,NA
PENNSYLVANIA,Enon Valley,Beaver,Lawrence,PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,1924,1,Enon Valley,NA,NA,-80.4570111,40.8547846,NA,NA,NA,NA
PENNSYLVANIA,Atlantic,Crawford,Mercer,PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,1924,7,Atlantic,NA,NA,-80.3389547,41.5047757,NA,NA,NA,NA
PENNSYLVANIA,Myerstown,Berks,Lebanon,PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,1941,7,Myerstown,NA,NA,-76.3027318,40.3745363,NA,NA,NA,NA
PENNSYLVANIA,Mercer/Soneboro,Mercer,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,5,Mercer,Soneboro,NA,-80.2397852,41.2270025,-80.1050604,41.3392232,NA,NA
PENNSYLVANIA,Mifflintown/Port Royal,Juniata,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,9,Mifflintown,Port Royal,NA,-77.3969338,40.5697996,-77.3855442,40.533412,NA,NA
PENNSYLVANIA,Aaronsburg/Woodward,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,3,Aaronsburg,Woodward,NA,-77.4533235,40.8997903,-77.3560947,40.8986822,NA,NA
PENNSYLVANIA,Winfield,Snyder,Union,PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,1959,1,Winfield,NA,NA,-76.8551283,40.9091475,NA,NA,NA,NA
PENNSYLVANIA,Smicksburg,Armstrong,Indiana,PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,1962,20,Smicksburg,NA,NA,-79.1708704,40.8697871,NA,NA,NA,NA
PENNSYLVANIA,McClure,Snyder,NA,NA,NA,NA,NA,NA,NA,NA,NA,1965,3,McClure,NA,NA,-77.3144337,40.7070206,NA,NA,NA,NA
PENNSYLVANIA,Spartansburg,Crawford,Erie,PENNSYLVANIA,Warren,PENNSYLVANIA,NA,NA,NA,NA,NA,1966,10,Spartansburg,NA,NA,-79.6836626,41.8239463,NA,NA,NA,NA
PENNSYLVANIA,LeRaysville/Rome,Bradford,NA,NA,NA,NA,NA,NA,NA,NA,NA,1966,1,LeRaysville,Rome,NA,-76.1802078,41.8386862,-76.3407699,41.8584081,NA,NA
PENNSYLVANIA,Rebersburg/Brush Valley,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,6,Rebersburg,Brush Valley,NA,-77.4449883,40.9445123,-79.0664205,40.5361793,NA,NA
PENNSYLVANIA,Dry Run/Path Valley,Franklin,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,5,Dry Run,Path Valley,NA,-77.7538812,40.1675853,-77.65680907,40.03335406,NA,NA
PENNSYLVANIA,Conneautville,Crawford,NA,NA,NA,NA,NA,NA,NA,NA,NA,1969,2,Conneautville,NA,NA,-80.3678424,41.757833,NA,NA,NA,NA
PENNSYLVANIA,Sugar Grove,Warren,Chautauqua,NEW YORK,NA,NA,NA,NA,NA,NA,NA,1969,8,Sugar Grove,NA,NA,-79.3386615,41.9825569,NA,NA,NA,NA
PENNSYLVANIA,Turbotville/Danville,Montour,Northumberland,PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,1970,3,Turbotville,Danville,NA,-76.7710716,41.1020285,-76.6127329,40.96342,NA,NA
PENNSYLVANIA,Newburg/Cumberland Valley,Cumberland,Franklin,PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,1971,6,Newburg,Cumberland Valley,NA,-78.1158411,40.48632535,-78.6341996,39.8110168,NA,NA
PENNSYLVANIA,Guys Mills,Crawford,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,3,Guys Mills,NA,NA,-79.9775565,41.6300555,NA,NA,NA,NA
PENNSYLVANIA,Troutville/Punxsutawney,Clearfield,Jefferson,PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,1972,12,Troutville,Punxsutawney,NA,-78.7853089,41.0256177,-78.9708668,40.9436753,NA,NA
PENNSYLVANIA,Loganton/Sugar Valley,Clinton,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,7,Loganton,Sugar Valley,NA,-77.3066405,41.0342375,-77.3229495,41.02263913,NA,NA
PENNSYLVANIA,Tionesta/Fryburg,Forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,2,Tionesta,Fryburg,NA,-79.4558798,41.49534,-79.4381013,41.3536732,NA,NA
PENNSYLVANIA,Howard/Mill Hall/Nittany Valley,Centre,Clinton,PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,1973,6,Howard,Mill Hall,Nittany Valley,-77.6580534,41.0142294,-77.48443,41.10729,-77.74887003,40.86902985
PENNSYLVANIA,Bloomsburg/Danville,Columbia,Montour,PENNSYLVANIA,Northumberland,PENNSYLVANIA,NA,NA,NA,NA,NA,1974,4,Bloomsburg,Danville,NA,-76.4549457,41.003698,-76.6127329,40.96342,NA,NA
PENNSYLVANIA,Delta,York,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,3,Delta,NA,NA,-76.3266255,39.727049,NA,NA,NA,NA
PENNSYLVANIA,Loysville/Blain,Perry,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,5,Loysville,Blain,NA,-77.3444223,40.3657665,-77.5124882,40.3384161,NA,NA
PENNSYLVANIA,Allenwood/White Deer Valley,Lycoming,Northumberland,PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,1976,4,Allenwood,White Deer Valley,NA,-76.8982974,41.1075825,-77.0913568,41.1117447,NA,NA
PENNSYLVANIA,Millersburg/Lykens Valley,Dauphin,Schuykill,PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,1978,8,Millersburg,Lykens Valley,NA,-76.9608103,40.5395289,-76.6954587,40.6122898,NA,NA
PENNSYLVANIA,Spring Mills/Penns Valley,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,1979,3,Spring Mills,Penns Valley,NA,-77.5674956,40.853399,-77.44345664,40.84236868,NA,NA
PENNSYLVANIA,Pocahontas,Somerset,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,1,Pocahontas,NA,NA,-78.9583572,39.7411954,NA,NA,NA,NA
PENNSYLVANIA,Union City,Crawford,Erie,PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,1983,2,Union City,NA,NA,-79.8453298,41.8995001,NA,NA,NA,NA
PENNSYLVANIA,Clintonville/Harrisville,Venango,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,3,Clintonville,Harrisville,NA,-79.8728317,41.199227,-80.0092239,41.1367274,NA,NA
PENNSYLVANIA,Williamsport/Nippenose Valley,Clinton,Lycoming,PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,1985,2,Williamsport,Nippenose Valley,NA,-77.0010786,41.2411897,-77.2530254,41.1347947,NA,NA
PENNSYLVANIA,Linesville,Crawford,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,2,Linesville,NA,NA,-80.4239562,41.6561656,NA,NA,NA,NA
PENNSYLVANIA,Tyrone/Sinking Valley,Blair,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2,Tyrone,Sinking Valley,NA,-78.2386244,40.6706184,-78.1619542,40.614233,NA,NA
PENNSYLVANIA,Fredonia/Greenville,Mercer,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,2,Fredonia,Greenville,NA,-80.2586747,41.3217232,-80.3911785,41.404499,NA,NA
PENNSYLVANIA,Berlin/Shanksville,Somerset,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,1,Berlin,Shanksville,NA,-78.9578022,39.9206363,-78.9072458,40.0178571,NA,NA
PENNSYLVANIA,Dornsife,Northumberland,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,2,Dornsife,NA,NA,-76.7891353,40.7456399,NA,NA,NA,NA
PENNSYLVANIA,Paxinos/Irish Valley,Northumberland,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,1,Paxinos,Irish Valley,NA,-76.5806193,40.8508803,-76.6540514,40.8046384,NA,NA
PENNSYLVANIA,Homer City,Indiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,1,Homer City,NA,NA,-79.1622566,40.5434007,NA,NA,NA,NA
PENNSYLVANIA,Uylsses,Potter,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Uylsses,NA,NA,-77.7619373,41.9039569,NA,NA,NA,NA
PENNSYLVANIA,Hazen/Brookville,Jefferson,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,3,Hazen,Brookville,NA,-78.9703123,41.2067292,-79.0830924,41.1611746,NA,NA
PENNSYLVANIA,Emlenton/Sligo,Clarion,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2,Emlenton,Sligo,NA,-79.7078274,41.1772836,-79.4900454,41.1092297,NA,NA
PENNSYLVANIA,Knox,Clarion,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,3,Knox,NA,NA,-79.5372696,41.2345058,NA,NA,NA,NA
PENNSYLVANIA,Canton,Bradford,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,1,Canton,NA,NA,-76.8532927,41.656464,NA,NA,NA,NA
PENNSYLVANIA,Ringgold/Mayport,Armstrong,Jefferson,PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,2002,1,Ringgold,Mayport,NA,-79.1687122,40.9950395,-79.2514282,41.0336768,NA,NA
PENNSYLVANIA,Johnsonburg/Rossiter,Jefferson,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,3,Johnsonburg,Rossiter,NA,-78.675026,41.4906172,-78.9311438,40.8945084,NA,NA
PENNSYLVANIA,Saegertown/Cambridge Springs,Crawford,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,1,Saegertown,Cambridge Springs,NA,-80.1475583,41.7189447,-80.0564443,41.8036675,NA,NA
PENNSYLVANIA,Greenville,Mercer,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,1,Greenville,NA,NA,-80.3911785,41.404499,NA,NA,NA,NA
PENNSYLVANIA,Carlton,Mercer,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,Carlton,NA,NA,-80.0197816,41.4761647,NA,NA,NA,NA
PENNSYLVANIA,Nicktown/North Cambria,Cambria,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,Nicktown,North Cambria,NA,-78.8033595,40.6134017,-78.7476208,40.4894231,NA,NA
PENNSYLVANIA,Westover,Clearfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,Westover,NA,NA,-78.6708604,40.7503421,NA,NA,NA,NA
SOUTH DAKOTA,Tripp,Hutchinson,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,Tripp,NA,NA,-97.965905,43.2255461,NA,NA,NA,NA
TENNESSEE,Ethridge,Lawrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944,10,Ethridge,NA,NA,-87.3036262,35.32369,NA,NA,NA,NA
TENNESSEE,Huntingdon/Bruceton,Carroll,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,1,Huntingdon,Bruceton,NA,-88.4281063,36.0006178,-88.2444874,36.0381158,NA,NA
TENNESSEE,McKenzie,Carroll,Weakley,TENNESSEE,NA,NA,NA,NA,NA,NA,NA,1998,1,McKenzie,NA,NA,-88.5186636,36.1325616,NA,NA,NA,NA
TENNESSEE,Summertown,Lewis,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,1,Summertown,NA,NA,-87.3128887,35.4348074,NA,NA,NA,NA
TENNESSEE,Adamsville,McNairy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,Adamsville,NA,NA,-88.3905965,35.2359146,NA,NA,NA,NA
TENNESSEE,Bradford,Gibson,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,Bradford,NA,NA,-88.8100617,36.0764546,NA,NA,NA,NA
TENNESSEE,Deer Lodge,Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,Deer Lodge,NA,NA,-84.7591131,36.201463,NA,NA,NA,NA
TEXAS,Beeville,Bee,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,1,Beeville,NA,NA,-97.7483312,28.4008319,NA,NA,NA,NA
VIRGINIA,Pearisburg,Giles,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,1,Pearisburg,NA,NA,-80.7350711,37.3265112,NA,NA,NA,NA
VIRGINIA,Charlotte Court House,Charlotte,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,2,Charlotte Court House,NA,NA,-78.638334,37.0565361,NA,NA,NA,NA
VIRGINIA,Nathalie,Halifax,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,2,Nathalie,NA,NA,-78.9472347,36.9348619,NA,NA,NA,NA
VIRGINIA,Rose Hill/Jonesville,Lee,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,Rose Hill,Jonesville,NA,-80.2400811,37.7302389,-83.1110047,36.6889777,NA,NA
VIRGINIA,Tazewell/Burkes Garden,Tazewell,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,Tazewell,Burkes Garden,NA,-81.5195548,37.1148374,-81.3409367,37.0981724,NA,NA
VIRGINIA,Chatham,Pittsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,Chatham,NA,NA,-79.3980806,36.8256943,NA,NA,NA,NA
WEST VIRGINIA,Letart,Mason,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,1,Letart,NA,NA,-81.9334704,38.8948034,NA,NA,NA,NA
WEST VIRGINIA,Palestine,Wirt,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,1,Palestine,NA,NA,-81.01769495,38.381287,NA,NA,NA,NA
WEST VIRGINIA,Forest Hill/Hinton,Summers,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,1,Forest Hill,Hinton,NA,-80.7894981,37.5688174,-80.8892539,37.674008,NA,NA
WISCONSIN,Medford,Taylor,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,3,Medford,NA,NA,-90.3401404,45.1385798,NA,NA,NA,NA
WISCONSIN,Blair,Trempealeau,NA,NA,NA,NA,NA,NA,NA,NA,NA,1960,3,Blair,NA,NA,-91.2351602,44.2944029,NA,NA,NA,NA
WISCONSIN,Cashton,Monroe,Vernon,WISCONSIN,NA,NA,NA,NA,NA,NA,NA,1966,13,Cashton,NA,NA,-90.7792984,43.7419143,NA,NA,NA,NA
WISCONSIN,Wilton/Tomah,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,1969,8,Wilton,Tomah,NA,-90.5279093,43.8135796,-90.5040214,43.9785759,NA,NA
WISCONSIN,Spencer,Clark,Marathon,WISCONSIN,NA,NA,NA,NA,NA,NA,NA,1970,1,Spencer,NA,NA,-90.2968012,44.7577418,NA,NA,NA,NA
WISCONSIN,Chetek,Barron,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,1,Chetek,NA,NA,-91.6510007,45.3141273,NA,NA,NA,NA
WISCONSIN,Greenwood/Willard,Clark,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,3,Greenwood,Willard,NA,-90.5993076,44.7702406,-90.7193106,44.7349614,NA,NA
