PrimaryState,SettlementCity,County1,County2,State2,County3,State3,County4,State4,County5,State5,OtherDistinction,YearFounded,ChurchDistricts,city1,city2,city3,city1Lon,city1Lat,city2Lon,city2Lat,city3Lon,city3Lat
MICHIGAN,Fremont/Holton,Newaygo,Muskegon,MICHIGAN,Oceana,MICHIGAN,NA,NA,NA,NA,NA,1990,2,Fremont,Holton,NA,-85.9420013,43.4675173,-86.0795043,43.4133486,NA,NA
MICHIGAN,Cass City/Ubly,Huron,Sanilac,MICHIGAN,Tuscola,MICHIGAN,NA,NA,NA,NA,NA,1993,4,Cass City,Ubly,NA,-83.1746693,43.6008515,-82.9316072,43.7100157,NA,NA
MICHIGAN,Manton,Wexford,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,2,Manton,NA,NA,-85.3989439,44.4108396,NA,NA,NA,NA
MICHIGAN,Newaygo,Newaygo,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,2,Newaygo,NA,NA,-85.8000506,43.4197429,NA,NA,NA,NA
MICHIGAN,Marion,Osceola,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,1,Marion,NA,NA,-85.1469835,44.1025148,NA,NA,NA,NA
MICHIGAN,Ossineke,Alpena,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,1,Ossineke,NA,NA,-83.4424736,44.9022343,NA,NA,NA,NA
MICHIGAN,Osseo/Pittsford,Hillsdale,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,2,Osseo,Pittsford,NA,-84.5441112,41.8864118,-84.4764726,41.8620069,NA,NA
MICHIGAN,Bloomingdale,Van Buren,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,1,Bloomingdale,NA,NA,-85.9569675,42.3828129,NA,NA,NA,NA
MICHIGAN,McBain,Missaukee,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2,McBain,NA,NA,-85.2133756,44.1936227,NA,NA,NA,NA
MICHIGAN,LeRoy,Osceola,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,1,LeRoy,NA,NA,-85.4539403,44.0380689,NA,NA,NA,NA
MICHIGAN,Hersey,Osceola,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,1,Hersey,NA,NA,-85.4444913,43.8486301,NA,NA,NA,NA
MICHIGAN,Coldwater/Kinderhook,Branch,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,1,Coldwater,Kinderhook,NA,-85.0005215,41.9403263,-85.0052424,41.7967165,NA,NA
MICHIGAN,Hastings,Barry,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,1,Hastings,NA,NA,-85.2908403,42.6458682,NA,NA,NA,NA
MICHIGAN,Hale/Whittemore,Iosco,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,1,Hale,Whittemore,NA,-83.8047965,44.377972,-83.8030424,44.2336298,NA,NA
MICHIGAN,Vestaburg,Gratiot,Montcalm,MICHIGAN,NA,NA,NA,NA,NA,NA,NA,2007,1,Vestaburg,NA,NA,-84.9052528,43.3989671,NA,NA,NA,NA
MICHIGAN,Engadine,Mackinac,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,Engadine,NA,NA,-85.5712686,46.1170049,NA,NA,NA,NA
MICHIGAN,North Adams,Hillsdale,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,North Adams,NA,NA,-84.525783,41.9708795,NA,NA,NA,NA
MICHIGAN,Coral,Montcalm,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1,Coral,NA,NA,-85.4028112,43.3628063,NA,NA,NA,NA
MICHIGAN,Hawks,Presque Isle,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,Hawks,NA,NA,-83.8874982,45.3019565,NA,NA,NA,NA
MICHIGAN,Tustin,Osceola,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,Tustin,NA,NA,-85.458941,44.1025116,NA,NA,NA,NA
MICHIGAN,Reed City/Chase,Lake,Osceola,MICHIGAN,NA,NA,NA,NA,NA,NA,NA,2012,1,Reed City,Chase,NA,-85.5100498,43.8750174,-85.6356098,43.8891818,NA,NA
MINNESOTA,Wadena,Otter Tail,Wadena,MINNESOTA,NA,NA,NA,NA,NA,NA,NA,1972,2,Wadena,NA,NA,-95.1361386,46.4424614,NA,NA,NA,NA
MINNESOTA,Bertha/Hewitt,Todd,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,1,Bertha,Hewitt,NA,-95.0628047,46.2666295,-95.0866937,46.3255179,NA,NA
MINNESOTA,Canton/Harmony,Fillmore,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,6,Canton,Harmony,NA,-91.9298793,43.5296886,-92.0101599,43.5552434,NA,NA
MINNESOTA,Utica/St. Charles,Winona,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,3,Utica,St. Charles,NA,-91.9550729,43.9755324,-92.064194,43.9694165,NA,NA
MINNESOTA,Granger/Cresco,Fillmore,NA,NA,Howard,IOWA,NA,NA,NA,NA,NA,1993,3,Granger,Cresco,NA,-92.1387756,43.5021881,-92.1140547,43.3813568,NA,NA
MINNESOTA,Long Prairie/Osakis,Todd,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,2,Long Prairie,Osakis,NA,-94.8655775,45.9746867,-95.1522522,45.866908,NA,NA
MINNESOTA,Clearbrook/Gonvick,Clearwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,1,Clearbrook,Gonvick,NA,-95.4311233,47.6919008,-95.5136248,47.7374567,NA,NA
MINNESOTA,Clarissa/Browerville,Todd,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,2,Clarissa,Browerville,NA,-94.9486356,46.1302414,-94.8658555,46.0857974,NA,NA
MINNESOTA,Bertha/Staples,Todd,NA,NA,NA,NA,NA,NA,NA,NA,Swartzentruber,2003,1,Bertha,Staples,NA,-95.0628047,46.2666295,-94.794844,46.3557159,NA,NA
MINNESOTA,Frazee/Wolf Lake,Becker,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,Frazee,Wolf Lake,NA,-95.7008776,46.7280146,-95.3525318,46.8030154,NA,NA
MINNESOTA,Fosston,Polk,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,Fosston,NA,NA,-95.7516717,47.5761382,NA,NA,NA,NA
MINNESOTA,Fertile,Norman,Polk,MINNESOTA,NA,NA,NA,NA,NA,NA,NA,2007,1,Fertile,NA,NA,-96.2803328,47.5360765,NA,NA,NA,NA
MINNESOTA,Eagle Bend,Todd,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,Eagle Bend,NA,NA,-95.0391936,46.1649632,NA,NA,NA,NA
MINNESOTA,Mora,Kanabec,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1,Mora,NA,NA,-93.2938352,45.8769031,NA,NA,NA,NA
MINNESOTA,Lengby,Polk,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,Lengby,NA,NA,-95.636111,47.5177778,NA,NA,NA,NA
MINNESOTA,Milaca,Mille Lacs,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,Milaca,NA,NA,-93.6544079,45.755799,NA,NA,NA,NA
MISSISSIPPI,Randolph,Pontotoc,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,1,Randolph,NA,NA,-89.168402,34.1814965,NA,NA,NA,NA
MISSOURI,Bowling Green/Curryville,Pike,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947,3,Bowling Green,Curryville,NA,-91.1951437,39.3419891,-91.3448719,39.3455986,NA,NA
MISSOURI,Jamesport,Daviess,NA,NA,NA,NA,NA,NA,NA,NA,NA,1953,8,Jamesport,NA,NA,-93.8010538,39.9747325,NA,NA,NA,NA
MISSOURI,Clark/Madison,Audrain,Monroe,MISSOURI,Randolph,MISSOURI,NA,NA,NA,NA,NA,1954,10,Clark,Madison,NA,-92.3426781,39.2811499,-92.2098988,39.4736487,NA,NA
MISSOURI,Anabel,Macon,NA,NA,NA,NA,NA,NA,NA,NA,NA,1957,1,Anabel,NA,NA,-92.3317951,39.745551,NA,NA,NA,NA
MISSOURI,Seymour/Fordland,Webster,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,15,Seymour,Fordland,NA,-92.7687818,37.1464398,-92.940731,37.1575501,NA,NA
MISSOURI,Windsor,Benton,Henry,MISSOURI,Johnson,MISSOURI,Pettis,MISSOURI,NA,NA,NA,1975,3,Windsor,NA,NA,-93.5221545,38.5322401,NA,NA,NA,NA
MISSOURI,LaPlata,Adair,Macon,MISSOURI,NA,NA,NA,NA,NA,NA,NA,1976,4,LaPlata,NA,NA,-92.4915779,40.0233687,NA,NA,NA,NA
MISSOURI,Dixon,Pulaski,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,1,Dixon,NA,NA,-92.0937783,37.9917061,NA,NA,NA,NA
MISSOURI,Kahoka,Clark,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,1,Kahoka,NA,NA,-91.7196088,40.4203184,NA,NA,NA,NA
MISSOURI,Canton,Lewis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,3,Canton,NA,NA,-91.57382985,40.1278003,NA,NA,NA,NA
MISSOURI,Humansville/Dunnegan,Polk,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,1,Humansville,Dunnegan,NA,-93.5779815,37.7944806,-93.5772969,37.7082196,NA,NA
MISSOURI,Carrollton/Bogard,Carroll,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,2,Carrollton,Bogard,NA,-93.4957675,39.3583539,-93.5235459,39.4575206,NA,NA
MISSOURI,Verona,Lawrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,2,Verona,NA,NA,-93.7957591,36.9639476,NA,NA,NA,NA
MISSOURI,Mt. Vernon,Lawrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,1,Mt. Vernon,NA,NA,-93.8185401,37.1036665,NA,NA,NA,NA
MISSOURI,Spickard/Princeton,Grundy,NA,NA,NA,NA,NA,NA,NA,NA,Swartzentruber,1997,3,Spickard,Princeton,NA,-93.5943878,40.2439002,-93.5804988,40.4008426,NA,NA
MISSOURI,Mountain Grove,Wright,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,1,Mountain Grove,NA,NA,-92.2634942,37.1306078,NA,NA,NA,NA
MISSOURI,Bethany,Harrison,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,1,Bethany,NA,NA,-94.0282861,40.2683344,NA,NA,NA,NA
MISSOURI,Stanberry/Ravenwood,Gentry,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,3,Stanberry,Ravenwood,NA,-94.5382939,40.217771,-94.6738541,40.3522127,NA,NA
MISSOURI,Unionville,Putnam,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,1,Unionville,NA,NA,-93.0032614,40.4769606,NA,NA,NA,NA
MISSOURI,Harwood/Nevada,Vernon,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,1,Harwood,Nevada,NA,-94.1543896,37.9561449,-94.3546719,37.8392052,NA,NA
MISSOURI,Lamar,Barton,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,2,Lamar,NA,NA,-94.2766148,37.4950478,NA,NA,NA,NA
MISSOURI,Osceola,St. Clair,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,2,Osceola,NA,NA,-93.7043764,38.0466967,NA,NA,NA,NA
MISSOURI,Prairie Home/Boonville,Cooper,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2,Prairie Home,Boonville,NA,-92.5904668,38.8130847,-92.7432418,38.9736392,NA,NA
MISSOURI,Greentop/Queen City,Schuyler,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2,Greentop,Queen City,NA,-92.5690817,40.3469749,-92.5676916,40.4091966,NA,NA
MISSOURI,El Dorado Springs,Cedar,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,1,El Dorado Springs,NA,NA,-94.0213303,37.8769799,NA,NA,NA,NA
MISSOURI,Mercer,Mercer,Decatur,IOWA,NA,NA,NA,NA,NA,NA,NA,2005,1,Mercer,NA,NA,-93.5321644,40.5113975,NA,NA,NA,NA
MISSOURI,Hartshorn/Summersville,Shannon,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,1,Hartshorn,Summersville,NA,-91.6705792,37.264861,-91.6568107,37.1792159,NA,NA
MISSOURI,Keytesville,Chariton,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,Keytesville,NA,NA,-92.9382485,39.4344706,NA,NA,NA,NA
MISSOURI,Bolivar/Flemington,Hickory,Polk,MISSOURI,NA,NA,NA,NA,NA,NA,NA,2007,1,Bolivar,Flemington,NA,-93.4104749,37.6144838,-93.5013125,37.8047581,NA,NA
MISSOURI,Princeton/Modena,Mercer,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,Princeton,Modena,NA,-93.5804988,40.4008426,-93.680336,40.301243,NA,NA
MISSOURI,Monroe City,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,Monroe City,NA,NA,-91.7346056,39.6536529,NA,NA,NA,NA
MISSOURI,Downing,Schuyler,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,Downing,NA,NA,-92.3693524,40.4875319,NA,NA,NA,NA
MISSOURI,Ethel/New Cambria,Macon,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,Ethel,New Cambria,NA,-92.7379717,39.8947519,-92.7504708,39.7753068,NA,NA
MISSOURI,Licking,Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,Licking,NA,NA,-91.8570984,37.4994884,NA,NA,NA,NA
MISSOURI,Kirksville/Gibbs,Adair,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,Kirksville,Gibbs,NA,-92.5832496,40.1947539,-92.4168552,40.0978136,NA,NA
MISSOURI,El Dorado Springs,Cedar,NA,NA,NA,NA,NA,NA,NA,NA,Swartzentruber,2010,1,El Dorado Springs,NA,NA,-94.0213303,37.8769799,NA,NA,NA,NA
MISSOURI,Hamilton,Caldwell,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1,Hamilton,NA,NA,-93.9982743,39.7436184,NA,NA,NA,NA
MISSOURI,Rocky Comfort,McDonald,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,Rocky Comfort,NA,NA,-94.090556,36.746389,NA,NA,NA,NA
MONTANA,Rexford,Lincoln,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,1,Rexford,NA,NA,-115.1721154,48.899408,NA,NA,NA,NA
MONTANA,St. Ignatius,Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,2,St. Ignatius,NA,NA,-114.0939979,47.3199306,NA,NA,NA,NA
MONTANA,Ashland/Forsyth,Rosebud,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,1,Ashland,Forsyth,NA,-106.286389,45.6075,-106.6819793,46.2630502,NA,NA
MONTANA,Moore/Lewistown,Fergus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,Moore,Lewistown,NA,-109.6968536,46.975523,-109.428238,47.0624732,NA,NA
NEBRASKA,Verdigre,Knox,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,1,Verdigre,NA,NA,-98.0336814,42.5969469,NA,NA,NA,NA
NEBRASKA,Ewing/Orchard,Holt,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,1,Ewing,Orchard,NA,-98.3470211,42.2572278,-98.242852,42.3355602,NA,NA
NEBRASKA,Pawnee City,Pawnee,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,Pawnee City,NA,NA,-96.1583402,40.1127779,NA,NA,NA,NA
NEBRASKA,Verdigre,Knox,NA,NA,NA,NA,NA,NA,NA,NA,Swartzentruber,2010,1,Verdigre,NA,NA,-98.0336814,42.5969469,NA,NA,NA,NA
NEW YORK,Conewango Valley,Cattaraugus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949,15,Conewango Valley,NA,NA,-79.0608745,42.2408935,NA,NA,NA,NA
NEW YORK,Norfolk/Norwood,St Lawrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,1,Norfolk,Norwood,NA,-74.9910336,44.8008872,-74.9943641,44.7514452,NA,NA
NEW YORK,Heuvelton,St Lawrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,12,Heuvelton,NA,NA,-75.4071638,44.6181174,NA,NA,NA,NA
NEW YORK,Dewittville/Mayville,Chautauqua,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,2,Dewittville,Mayville,NA,-79.4453246,42.2392247,-79.5044913,42.2539469,NA,NA
NEW YORK,Cylmer/Panama,Chautauqua,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,8,Cylmer,Panama,NA,-79.6299617,42.0208501,-79.4831049,42.0750562,NA,NA
NEW YORK,Prattsburgh,Steuben,NA,NA,NA,NA,NA,NA,NA,NA,NA,1979,1,Prattsburgh,NA,NA,-77.2890644,42.5236449,NA,NA,NA,NA
NEW YORK,Romulus/Ovid,Seneca,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981,4,Romulus,Ovid,NA,-76.834038,42.7525461,-76.8230111,42.6764593,NA,NA
NEW YORK,Friendship/Belfast,Allegany,NA,NA,NA,NA,NA,NA,NA,NA,NA,1982,2,Friendship,Belfast,NA,-78.1375099,42.2064566,-78.1124127,42.3422691,NA,NA
NEW YORK,Woodhull/Jasper,Steuben,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,7,Woodhull,Jasper,NA,-77.4085938,42.0803496,-77.503056,42.1225,NA,NA
NEW YORK,Fort Plain/Fonda,Montgomery,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,5,Fort Plain,Fonda,NA,-74.6226425,42.9314616,-74.3765241,42.9545179,NA,NA
NEW YORK,Fillmore,Allegany,Wyoming,NEW YORK,NA,NA,NA,NA,NA,NA,NA,1988,4,Fillmore,NA,NA,-78.115008,42.4661754,NA,NA,NA,NA
NEW YORK,Addison,Steuben,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,2,Addison,NA,NA,-77.2335879,42.1028514,NA,NA,NA,NA
NEW YORK,Clyde,Seneca,Wayne,NEW YORK,NA,NA,NA,NA,NA,NA,NA,1997,3,Clyde,NA,NA,-76.8694049,43.0842314,NA,NA,NA,NA
NEW YORK,Lyndonville/Medina,Orleans,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Lyndonville,Medina,NA,-78.3889138,43.3267241,-78.3869685,43.2200583,NA,NA
NEW YORK,Lowville,Lewis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,2,Lowville,NA,NA,-75.4918505,43.786736,NA,NA,NA,NA
NEW YORK,Richfield Springs,Herkimer,Otsego,NEW YORK,NA,NA,NA,NA,NA,NA,NA,2000,2,Richfield Springs,NA,NA,-74.9854335,42.8534057,NA,NA,NA,NA
NEW YORK,Malone/Burke,Franklin,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,1,Malone,Burke,NA,-74.2948983,44.8486596,-74.1693397,44.9047681,NA,NA
NEW YORK,South Columbia Township,Herkimer,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,1,South Columbia Township,NA,NA,-76.8490328,41.8519877,NA,NA,NA,NA
NEW YORK,Summer Hill,Cayuga,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,1,Summer Hill,NA,NA,-76.325278,42.639167,NA,NA,NA,NA
NEW YORK,Little Falls,Herkimer,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,1,Little Falls,NA,NA,-74.8595957,43.0434039,NA,NA,NA,NA
NEW YORK,Nicholville/Potsdam,Franklin,St. Lawrence,NEW YORK,NA,NA,NA,NA,NA,NA,NA,2004,2,Nicholville,Potsdam,NA,-74.6593512,44.6972791,-74.9813084,44.6697805,NA,NA
NEW YORK,Fultonville/Glen,Montgomery,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,2,Fultonville,Glen,NA,-74.3704128,42.9478514,-74.3445781,42.8942407,NA,NA
NEW YORK,LaFargeville,Jefferson,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,2,LaFargeville,NA,NA,-75.816526,44.2124044,NA,NA,NA,NA
NEW YORK,Williamstown/Pulaski,Oswego,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,2,Williamstown,Pulaski,NA,-75.89,43.423889,-76.1277027,43.5670136,NA,NA
NEW YORK,Georgetown/Eaton,Madison,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,1,Georgetown,Eaton,NA,-75.7365767,42.7684005,-75.6118484,42.8497907,NA,NA
NEW YORK,Mohawk Valley/Fort Plain,Montgomery,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,3,Mohawk Valley,Fort Plain,NA,-74.02874,42.86813,-74.6226425,42.9314616,NA,NA
NEW YORK,Little Valley/East,Cattaraugus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,1,Little Valley,East,NA,-78.8055896,42.2525629,-73.8830701,40.6568312,NA,NA
NEW YORK,Canastota,Madison,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,1,Canastota,NA,NA,-75.7507413,43.0795121,NA,NA,NA,NA
NEW YORK,Poland,Herkimer,Oneida,NEW YORK,NA,NA,NA,NA,NA,NA,Swartzentruber,2007,1,Poland,NA,NA,-75.0612709,43.2256247,NA,NA,NA,NA
NEW YORK,Lyons,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,Lyons,NA,NA,-76.9902456,43.0642305,NA,NA,NA,NA
NEW YORK,Bombay,Franklin,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,Bombay,NA,NA,-74.5676876,44.9389348,NA,NA,NA,NA
NEW YORK,Angelica,Allegany,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2,Angelica,NA,NA,-78.0158388,42.3067345,NA,NA,NA,NA
NEW YORK,Franklinville,Cattaraugus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,Franklinville,NA,NA,-78.4580761,42.3370091,NA,NA,NA,NA
NEW YORK,Camden/Westdale,Oneida,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,Camden,Westdale,NA,-75.747964,43.3345138,-75.8151893,43.3878475,NA,NA
NEW YORK,North Rose,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,North Rose,NA,NA,-76.8924065,43.1849867,NA,NA,NA,NA
NEW YORK,Oriskany Falls/Augusta,Madison,Oneida,NEW YORK,NA,NA,NA,NA,NA,NA,NA,2010,1,Oriskany Falls,Augusta,NA,-75.4610076,42.9392363,-75.5012871,42.9747916,NA,NA
NEW YORK,Marathon,Cortland,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2,Marathon,NA,NA,-76.0321474,42.441739,NA,NA,NA,NA
NEW YORK,Mount Morris,Livingston,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,Mount Morris,NA,NA,-77.8741694,42.7256184,NA,NA,NA,NA
NEW YORK,New Berlin,Chenango,Otsego,NEW YORK,NA,NA,NA,NA,NA,NA,NA,2010,2,New Berlin,NA,NA,-75.33156,42.6242404,NA,NA,NA,NA
NEW YORK,Springwater/Dansville,Livingston,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,Springwater,Dansville,NA,-77.5960019,42.6373008,-77.696106,42.5608999,NA,NA
NEW YORK,Mayville,Chautauqua,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1,Mayville,NA,NA,-79.5044913,42.2539469,NA,NA,NA,NA
NEW YORK,Ellenburg Center,Clinton,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1,Ellenburg Center,NA,NA,-73.8970925,44.864764,NA,NA,NA,NA
NEW YORK,Remsen/Rome/Holland Patent,Oneida,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1,Remsen,Rome,Holland Patent,-75.1868317,43.3270136,-75.4557303,43.2128473,-75.2568337,43.2417364
NEW YORK,Delevan,Cattaraugus,NA,NA,NA,NA,NA,NA,NA,NA,Swartzentruber,2011,1,Delevan,NA,NA,-78.4808534,42.4892295,NA,NA,NA,NA
NEW YORK,Frewsburg,Chautauqua,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1,Frewsburg,NA,NA,-79.1581019,42.0545029,NA,NA,NA,NA
NEW YORK,Philadelphia,Jefferson,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,Philadelphia,NA,NA,-75.7088238,44.1545045,NA,NA,NA,NA
NEW YORK,Lee Center/Ava,Oneida,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,Lee Center,Ava,NA,-75.5179555,43.3034028,-75.4793436,43.4189585,NA,NA
NEW YORK,Pulteney/Hammondsport,Steuben,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,Pulteney,Hammondsport,NA,-77.167196,42.5250703,-77.2235873,42.4078495,NA,NA
NEW YORK,Wellsville,Alleghany,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,Wellsville,NA,NA,-77.9480575,42.1220124,NA,NA,NA,NA
NEW YORK,Lyons,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,Troyer,2013,1,Lyons,NA,NA,-76.9902456,43.0642305,NA,NA,NA,NA
NORTH CAROLINA,Union Grove,Iredell,Yadkin,NORTH CAROLINA,NA,NA,NA,NA,NA,NA,NA,1985,1,Union Grove,NA,NA,-80.8644667,36.0234316,NA,NA,NA,NA
OHIO,Greater Holmes,Coshocton,Holmes,OHIO,Stark,OHIO,Tuscarawas,OHIO,Wayne,OHIO,NA,1808,238,Greater Holmes,NA,NA,-81.909826,40.5540928,NA,NA,NA,NA
OHIO,Greater Geauga,Ashtabula,Geauga,OHIO,Portage,OHIO,Trumbull,OHIO,NA,NA,NA,1886,105,Greater Geauga,NA,NA,-81.2078164,41.4641521,NA,NA,NA,NA
OHIO,Hicksville,Defiance,NA,NA,NA,NA,NA,NA,NA,NA,NA,1914,1,Hicksville,NA,NA,-84.7619032,41.293106,NA,NA,NA,NA
OHIO,Lodi/Homerville,Ashland,Medina,OHIO,Wayne,OHIO,NA,NA,NA,NA,NA,1952,14,Lodi,Homerville,NA,-82.0120908,41.0333889,-82.1262175,41.0272388,NA,NA
OHIO,Kenton/Mt. Victory,Hardin,Marion,OHIO,NA,NA,NA,NA,NA,NA,NA,1953,8,Kenton,Mt. Victory,NA,-83.6096516,40.6469982,-83.5204822,40.5344995,NA,NA
OHIO,Ashland/Shiloh,Ashland,Huron,OHIO,Richland,OHIO,NA,NA,NA,NA,NA,1954,6,Ashland,Shiloh,NA,-82.3182178,40.8686675,-83.4145024,40.3926955,NA,NA
OHIO,Lakeville/Big Prairie,Holmes,NA,NA,NA,NA,NA,NA,NA,NA,NA,1962,3,Lakeville,Big Prairie,NA,-82.1270979,40.656171,-82.0951519,40.6672818,NA,NA
OHIO,Danville/Butler,Knox,Richland,OHIO,NA,NA,NA,NA,NA,NA,NA,1964,5,Danville,Butler,NA,-82.2601584,40.4475643,-82.4248862,40.5883933,NA,NA
OHIO,Peoli/Port Washington,Guernsey,Tuscarawas,OHIO,NA,NA,NA,NA,NA,NA,Swartzentruber,1969,3,Peoli,Port Washington,NA,-81.437172,40.224689,-81.5206731,40.328124,NA,NA
OHIO,Fredericktown/Bellville,Knox,Morrow,OHIO,Richland,OHIO,NA,NA,NA,NA,NA,1972,11,Fredericktown,Bellville,NA,-82.5407213,40.4811721,-82.5107222,40.6200588,NA,NA
OHIO,Belle Center,Logan,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,3,Belle Center,NA,NA,-83.7479894,40.506718,NA,NA,NA,NA
