TRACT,YEAR,MONTH,AGGASS,ARSON,BURGLARY,CMIS,DRUGS,GAMBLING,LARCENY,MENACING,MVTHEFT,MURDER_MANSLAUGHTER,DISCONDUCT,PROSTITUTION,RAPE,ROBBERY,SIMPASS,TRESPASS,WEAPONS,VCI,P1P,P1V
36055003801,1993,4,0,0,3,6,0,0,20,1,2,0,12,0,0,1,6,3,0,24,26,1
36055003801,1993,5,0,0,11,6,0,0,24,0,4,0,14,0,0,1,10,1,2,32,40,1
36055003801,1993,6,0,0,5,5,1,0,31,0,2,0,9,0,0,2,4,10,0,19,40,2
36055003801,1993,7,0,0,7,6,1,0,25,0,1,0,9,0,0,1,8,1,0,24,34,1
36055003801,1993,8,1,0,15,6,0,0,33,0,4,0,17,0,0,0,8,1,0,31,52,1
36055003801,1993,9,0,0,9,6,0,0,32,0,3,0,9,0,0,1,5,1,0,20,45,1
36055003801,1993,10,0,0,5,8,2,0,19,0,5,0,16,0,0,3,3,3,1,30,32,3
36055003801,1993,11,1,0,6,3,1,0,27,0,1,0,9,0,0,4,3,4,1,17,38,5
36055003801,1993,12,1,0,5,5,0,0,19,0,4,0,20,0,0,4,4,6,1,30,32,5
36055003801,1994,1,0,0,4,1,0,0,25,0,4,0,14,0,1,2,6,2,0,21,35,3
36055003801,1994,2,2,0,1,2,0,0,10,0,4,0,9,0,0,3,7,2,0,18,18,5
36055003801,1994,3,1,0,2,5,1,0,22,0,1,0,16,0,0,2,9,4,0,31,27,3
36055003801,1994,4,0,0,1,8,0,0,26,0,1,0,15,0,0,2,5,1,1,29,30,2
36055003801,1994,5,1,0,2,4,0,0,19,0,2,0,14,0,0,1,6,1,0,24,24,2
36055003801,1994,6,0,0,2,11,1,0,32,1,5,0,12,0,0,2,9,1,0,33,41,2
36055003801,1994,7,0,0,7,8,1,0,31,1,2,0,12,0,0,1,5,3,0,26,41,1
36055003801,1994,8,0,0,4,7,0,0,28,0,3,0,11,0,1,0,4,1,0,22,35,1
36055003801,1994,9,0,0,6,3,0,0,22,0,4,0,7,0,0,0,7,2,0,17,32,0
36055003801,1994,10,2,0,10,0,0,0,25,0,2,0,10,0,0,1,7,3,0,17,38,3
36055003801,1994,11,2,0,11,6,0,0,21,0,3,0,16,0,0,1,7,0,0,29,36,3
36055003801,1994,12,0,0,13,5,0,0,27,0,3,0,7,0,0,1,5,1,3,20,44,1
36055003801,1995,1,0,0,7,2,0,0,24,0,3,0,13,0,0,1,8,1,0,23,35,1
36055003801,1995,2,0,0,9,2,1,0,19,0,3,0,8,0,1,1,8,1,0,19,32,2
36055003801,1995,3,0,1,7,4,0,0,19,0,0,0,10,0,0,0,4,3,0,19,26,0
36055003801,1995,4,0,0,2,5,0,0,16,0,2,0,10,0,0,0,1,1,0,16,20,0
36055003801,1995,5,0,0,5,2,0,0,35,0,1,0,4,0,0,2,2,1,0,8,43,2
36055003801,1995,6,0,0,8,8,0,0,32,0,2,0,7,0,0,0,1,7,0,16,42,0
36055003801,1995,7,0,0,6,5,0,0,37,0,6,0,7,0,1,1,1,4,2,15,50,2
36055003801,1995,8,0,0,9,5,0,0,28,0,5,0,5,0,1,1,0,2,0,10,43,2
36055003801,1995,9,0,0,5,3,0,0,28,0,0,0,9,0,0,1,1,3,1,14,34,1
36055003801,1995,10,0,0,11,2,0,0,28,0,3,0,6,0,0,4,1,5,0,9,46,4
36055003801,1995,11,0,1,7,3,1,0,21,1,2,0,11,0,0,0,2,1,0,18,30,0
36055003801,1995,12,0,0,7,3,0,0,23,0,4,0,7,0,0,1,1,4,0,11,35,1
36055003801,1996,1,0,0,2,3,1,0,15,0,2,0,8,0,0,0,3,1,1,16,19,0
36055003801,1996,2,1,0,4,4,1,0,30,0,2,0,14,0,0,0,2,1,0,21,36,1
36055003801,1996,3,0,0,2,4,0,0,19,0,0,0,5,0,0,2,1,0,0,10,23,2
36055003801,1996,4,0,0,1,7,1,0,21,0,5,0,12,0,1,0,1,2,0,21,27,1
36055003801,1996,5,0,0,3,5,0,0,17,0,4,0,16,0,0,0,3,3,0,24,24,0
36055003801,1996,6,0,0,10,9,0,0,16,0,0,0,1,0,0,1,2,5,0,12,27,1
36055003801,1996,7,0,0,7,2,0,0,23,0,0,0,6,0,0,1,2,0,0,10,31,1
36055003801,1996,8,0,0,5,2,0,0,32,0,1,0,12,0,0,3,2,2,0,16,41,3
36055003801,1996,9,1,3,3,6,0,0,30,0,3,0,7,0,1,2,0,1,0,16,38,4
36055003801,1996,10,0,0,5,3,0,0,26,0,7,0,17,0,0,4,2,4,1,23,42,4
36055003801,1996,11,0,0,9,8,0,0,32,0,8,0,8,0,0,4,2,3,1,19,53,4
36055003801,1996,12,0,0,10,7,0,0,35,0,9,0,4,0,0,2,0,2,0,11,56,2
36055003801,1997,1,0,0,6,4,1,0,21,0,4,0,3,0,0,1,1,3,0,9,32,1
36055003801,1997,2,0,0,2,4,0,0,19,0,6,0,12,0,0,1,3,2,0,19,28,1
36055003801,1997,3,0,0,3,5,1,0,17,0,6,0,15,0,0,2,0,1,0,21,28,2
36055003801,1997,4,0,0,3,5,0,0,26,0,4,0,12,0,0,2,0,2,0,17,35,2
36055003801,1997,5,0,0,5,8,0,0,23,0,3,0,12,0,1,1,2,5,1,23,32,2
36055003801,1997,6,0,0,7,7,0,0,34,0,5,0,10,0,0,1,1,3,1,19,47,1
36055003801,1997,7,0,0,16,5,0,0,38,0,4,0,7,0,0,0,1,2,0,13,58,0
36055003801,1997,8,0,0,4,5,2,0,40,0,4,0,6,0,0,4,0,0,0,13,52,4
36055003801,1997,9,0,0,2,4,0,0,20,0,1,0,9,0,0,1,0,5,0,13,24,1
36055003801,1997,10,0,0,9,2,1,0,27,0,2,0,11,0,0,0,3,0,0,17,38,0
36055003801,1997,11,0,0,6,4,0,0,20,0,1,0,2,0,0,3,2,2,0,8,30,3
36055003801,1997,12,1,0,8,5,0,0,29,0,4,0,5,0,1,6,2,0,0,12,47,8
36055003801,1998,1,0,0,8,3,0,0,27,0,2,0,6,0,0,3,0,1,0,9,40,3
36055003801,1998,2,0,0,7,8,0,0,12,1,2,0,7,0,0,4,2,0,0,17,25,4
36055003801,1998,3,0,0,8,9,0,0,17,0,5,1,3,0,0,3,1,2,0,13,33,4
36055003801,1998,4,0,0,0,1,0,0,15,0,3,0,10,0,0,3,1,2,0,12,21,3
36055003801,1998,5,0,0,5,4,0,0,34,0,0,0,9,0,0,2,0,0,0,13,41,2
36055003801,1998,6,0,0,2,4,0,0,18,0,3,0,8,0,0,1,1,3,0,13,24,1
36055003801,1998,7,0,0,8,7,0,0,17,0,3,0,8,0,0,2,0,0,0,15,30,2
36055003801,1998,8,0,0,8,3,0,0,18,0,1,0,9,0,0,4,1,1,0,13,31,4
36055003801,1998,9,0,0,4,2,0,0,22,0,2,0,9,0,0,2,1,4,0,12,30,2
36055003801,1998,10,1,0,6,5,0,0,33,0,0,0,5,0,0,2,2,1,0,12,41,3
36055003801,1998,11,0,0,4,3,0,0,19,0,3,0,8,0,0,1,1,1,0,12,27,1
36055003801,1998,12,0,0,5,8,0,0,28,0,1,0,6,0,1,1,0,2,0,14,35,2
36055003801,1999,1,0,0,5,10,1,0,16,0,3,0,3,0,0,3,0,0,1,15,27,3
36055003801,1999,2,3,0,6,2,0,0,19,0,0,0,7,0,0,0,1,1,0,10,25,3
36055003801,1999,3,0,1,4,6,0,0,22,0,3,0,2,0,0,1,1,1,0,10,30,1
36055003801,1999,4,0,0,7,1,0,0,35,0,4,0,6,0,0,4,1,0,0,8,50,4
36055003801,1999,5,0,0,3,2,1,0,22,0,4,0,8,0,0,1,0,0,0,11,30,1
36055003801,1999,6,0,0,6,3,1,0,30,0,1,0,8,0,0,1,0,1,0,12,38,1
36055003801,1999,7,0,0,5,3,1,0,18,0,1,0,10,0,1,0,1,2,0,15,24,1
36055003801,1999,8,0,0,6,13,0,0,21,0,1,0,7,0,0,1,0,0,0,20,29,1
36055003801,1999,9,1,0,4,10,0,0,24,0,5,0,4,0,0,0,0,1,0,14,33,1
36055003801,1999,10,0,1,3,13,0,0,17,0,3,0,5,0,0,0,0,4,1,20,23,0
36055003801,1999,11,0,0,1,1,0,0,11,0,2,0,4,0,0,1,0,0,0,5,15,1
36055003801,1999,12,0,1,0,1,0,0,26,0,3,0,3,0,0,1,0,3,0,5,30,1
36055003801,2000,1,0,0,2,2,0,0,18,0,0,0,8,0,0,0,0,1,0,10,20,0
36055003801,2000,2,0,0,3,4,1,0,18,0,1,0,8,0,0,2,0,0,0,13,24,2
36055003801,2000,3,1,0,3,6,0,0,17,0,6,0,10,0,0,0,0,1,0,16,26,1
36055003801,2000,4,0,0,1,4,0,0,14,1,3,0,4,0,0,0,1,1,0,9,18,0
36055003801,2000,5,0,0,4,9,0,0,28,0,5,0,4,0,0,0,0,1,0,13,37,0
36055003801,2000,6,0,0,2,5,0,0,24,1,1,0,4,0,0,1,0,0,0,9,28,1
36055003801,2000,7,0,0,0,5,0,0,29,0,2,0,8,0,0,3,1,1,0,14,34,3
36055003801,2000,8,0,0,3,5,0,0,28,0,2,0,3,0,0,3,1,0,2,11,36,3
36055003801,2000,9,1,0,6,3,1,0,19,0,0,0,10,0,0,0,1,2,0,15,25,1
36055003801,2000,10,0,0,0,7,1,0,45,0,4,0,6,0,0,2,1,1,0,15,51,2
36055003801,2000,11,0,0,2,6,0,0,32,0,0,0,4,0,0,1,0,1,0,10,35,1
36055003801,2000,12,0,0,1,5,0,0,33,0,0,0,10,0,0,2,3,0,2,20,36,2
36055003801,2001,1,0,0,3,1,0,0,36,1,0,0,9,0,0,0,3,0,0,13,39,0
36055003801,2001,2,0,0,5,5,0,0,14,0,0,0,5,0,1,0,2,0,0,12,19,1
36055003801,2001,3,1,0,0,8,1,0,32,0,1,0,7,0,0,0,1,0,1,18,33,1
36055003801,2001,4,0,0,5,4,0,0,23,0,0,0,12,0,0,1,4,1,0,20,29,1
36055003801,2001,5,0,0,7,7,1,0,30,0,0,0,17,0,0,1,1,2,0,26,38,1
36055003801,2001,6,1,0,3,9,1,0,33,0,0,0,9,0,0,4,3,1,1,23,40,5
36055003801,2001,7,0,0,3,7,0,0,40,0,0,0,7,0,0,2,2,2,0,16,45,2
36055003801,2001,8,0,0,5,6,0,0,29,0,0,0,9,0,0,0,0,1,0,15,34,0
36055003801,2001,9,0,0,3,4,0,0,28,0,0,0,7,0,0,0,0,3,0,11,31,0
36055003801,2001,10,0,0,3,5,1,0,27,0,1,0,7,0,0,1,5,1,0,18,32,1
36055003801,2001,11,0,0,5,3,0,0,26,0,0,0,11,0,0,1,3,1,0,17,32,1
36055003801,2001,12,0,0,6,10,1,0,27,0,0,0,5,0,0,2,1,1,0,17,35,2
36055003802,1991,1,0,0,1,1,0,0,7,0,3,0,1,0,0,0,0,0,0,2,11,0
36055003802,1991,2,0,0,1,2,0,0,9,0,2,0,1,0,0,0,1,0,0,4,12,0
36055003802,1991,3,0,0,1,3,0,0,12,0,1,0,0,0,0,0,0,0,0,3,14,0
36055003802,1991,4,0,0,4,5,0,0,12,0,2,0,2,0,0,0,1,0,0,8,18,0
36055003802,1991,5,0,0,4,5,0,0,12,0,1,0,2,0,0,0,1,0,0,8,17,0
36055003802,1991,6,0,0,2,2,0,0,7,0,1,0,2,0,0,0,0,0,0,4,10,0
36055003802,1991,7,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,0
36055003802,1991,8,0,0,5,1,0,0,6,0,1,0,0,0,0,0,0,1,0,1,12,0
36055003802,1991,9,0,0,2,11,0,0,14,0,6,0,2,0,0,0,0,3,0,13,22,0
36055003802,1991,10,0,1,11,2,0,0,19,0,4,0,5,0,0,0,0,1,0,8,34,0
36055003802,1991,11,0,0,2,2,0,0,6,0,4,0,0,0,0,0,0,0,0,2,12,0
36055003802,1991,12,0,0,2,3,0,0,8,0,3,0,0,0,0,0,0,1,0,3,13,0
36055003802,1992,1,0,0,0,4,0,0,11,0,0,0,2,0,0,0,0,0,0,6,11,0
36055003802,1992,2,0,0,2,4,0,0,13,0,2,0,5,0,0,0,2,2,0,11,17,0
36055003802,1992,3,0,0,1,6,0,0,7,0,0,0,3,0,0,0,1,1,0,10,8,0
36055003802,1992,4,0,0,2,2,0,0,16,0,3,0,1,0,0,0,0,2,0,3,21,0
36055003802,1992,5,0,0,2,5,0,0,21,0,2,0,2,0,0,3,0,1,0,7,28,3
36055003802,1992,6,0,0,4,4,0,0,10,0,0,0,1,0,0,0,0,0,0,5,14,0
36055003802,1992,7,0,0,4,6,0,0,14,0,0,0,1,0,0,0,0,1,0,7,18,0
36055003802,1992,8,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,5,0
36055003802,1992,9,0,0,0,4,0,0,21,0,4,0,1,0,0,0,0,1,0,5,25,0
36055003802,1992,10,0,0,1,3,0,0,15,2,3,0,4,0,0,0,2,1,0,9,19,0
36055003802,1992,11,0,0,3,3,0,0,15,0,2,0,1,0,0,0,1,1,0,5,20,0
36055003802,1992,12,0,0,0,1,0,0,4,0,0,0,2,0,0,0,1,0,0,4,4,0
36055003802,1993,1,0,1,0,2,0,0,5,0,1,0,3,0,1,1,0,1,0,6,7,2
36055003802,1993,2,0,1,3,1,0,0,4,0,3,0,0,0,0,0,1,0,0,3,10,0
36055003802,1993,3,0,1,2,0,0,0,7,0,1,0,2,0,0,0,0,2,1,4,10,0
36055003802,1993,4,0,0,1,2,0,0,9,0,0,0,5,0,1,0,1,2,0,8,10,1
36055003802,1993,5,0,0,4,2,0,0,12,0,1,0,0,0,0,0,0,0,0,2,17,0
36055003802,1993,6,0,0,3,1,0,0,14,1,2,0,0,0,0,1,0,1,0,1,20,1
36055003802,1993,7,0,0,6,2,0,0,11,0,0,0,0,0,0,1,0,1,0,2,18,1
36055003802,1993,8,0,0,3,1,0,0,5,0,1,0,0,0,0,1,1,3,0,2,10,1
36055003802,1993,9,0,0,0,5,0,0,13,0,0,0,1,0,0,0,0,0,0,6,13,0
36055003802,1993,10,1,0,2,4,0,0,9,0,1,0,2,0,0,1,1,1,0,7,13,2
36055003802,1993,11,0,0,0,1,0,0,7,0,2,0,2,0,0,1,0,0,0,3,10,1
36055003802,1993,12,0,0,2,3,0,0,5,0,1,0,0,0,0,0,0,0,0,3,8,0
36055003802,1994,1,0,0,0,0,0,0,3,0,1,0,0,0,0,3,0,0,0,0,7,3
36055003802,1994,2,0,0,0,1,0,0,5,0,0,0,2,0,0,0,1,0,0,4,5,0
36055003802,1994,3,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,1,7,1
36055003802,1994,4,0,0,1,2,0,0,15,0,1,0,4,0,0,0,0,0,0,6,17,0
36055003802,1994,5,0,0,2,7,0,0,7,0,0,0,1,0,0,1,0,0,0,8,10,1
36055003802,1994,6,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0
36055003802,1994,7,0,0,0,1,0,0,6,0,1,0,1,0,0,1,0,0,0,2,8,1
36055003802,1994,8,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,3,7,0
36055003802,1994,9,0,0,5,5,0,0,11,0,2,0,1,0,0,0,1,2,0,7,18,0
36055003802,1994,10,0,0,1,6,0,0,9,0,4,0,4,0,0,0,2,0,0,12,14,0
36055003802,1994,11,0,1,8,1,0,0,18,0,0,0,1,0,0,0,0,0,0,3,26,0
36055003802,1994,12,0,0,6,3,0,0,8,0,0,0,3,0,0,0,0,0,0,6,14,0
36055003802,1995,1,0,0,0,1,0,0,4,0,1,0,1,0,0,0,0,0,0,2,5,0
36055003802,1995,2,0,0,1,1,0,0,5,0,0,0,1,0,1,0,0,0,0,2,6,1
36055003802,1995,3,0,1,4,1,0,0,9,0,0,0,1,0,0,0,1,1,0,4,13,0
36055003802,1995,4,0,0,2,6,0,0,16,0,1,0,2,0,0,1,0,2,0,8,20,1
36055003802,1995,5,0,0,1,9,0,0,16,0,1,0,1,0,0,0,0,1,0,10,18,0
36055003802,1995,6,0,0,4,2,0,0,10,0,0,0,0,0,0,0,0,1,0,2,14,0
36055003802,1995,7,0,0,2,1,0,0,12,0,0,0,0,0,0,0,0,1,0,1,14,0
36055003802,1995,8,0,0,3,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,9,0
36055003802,1995,9,0,0,4,3,0,0,15,0,1,0,2,0,0,0,1,1,0,6,20,0
36055003802,1995,10,0,0,1,1,0,0,15,0,1,0,0,0,0,2,0,2,0,1,19,2
36055003802,1995,11,0,1,2,1,1,0,12,0,0,0,1,0,0,1,0,1,0,4,15,1
36055003802,1995,12,0,0,2,3,0,0,10,0,0,0,3,0,0,1,0,1,0,6,13,1
36055003802,1996,1,0,0,1,1,0,0,7,0,0,0,1,0,0,0,0,0,0,2,8,0
36055003802,1996,2,0,0,1,2,0,0,25,0,2,0,4,0,0,0,0,2,0,6,28,0
36055003802,1996,3,0,0,1,0,0,0,11,0,3,0,4,0,0,0,0,0,0,4,15,0
36055003802,1996,4,0,0,0,1,0,0,15,0,3,0,2,0,0,0,0,1,0,3,18,0
36055003802,1996,5,0,0,1,3,0,0,7,0,0,0,0,0,0,0,2,1,0,5,8,0
36055003802,1996,6,0,0,1,1,0,0,6,0,1,0,0,0,0,0,0,0,0,1,8,0
36055003802,1996,7,0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,9,0
36055003802,1996,8,0,0,2,0,0,0,10,0,1,0,0,0,0,0,0,2,0,0,13,0
36055003802,1996,9,0,0,0,2,0,0,10,0,3,0,1,0,0,1,0,0,0,3,14,1
36055003802,1996,10,0,0,1,2,0,0,17,0,2,0,3,0,0,0,0,0,0,5,20,0
36055003802,1996,11,0,0,0,1,0,0,15,0,3,0,1,0,0,0,0,0,0,2,18,0
36055003802,1996,12,0,0,3,0,0,0,10,0,3,0,1,0,0,0,0,0,0,1,16,0
36055003802,1997,1,0,0,3,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,9,0
36055003802,1997,2,3,0,0,2,0,0,7,0,2,0,1,0,0,1,0,2,0,3,10,4
36055003802,1997,3,0,1,0,1,0,0,12,0,0,0,2,0,0,0,0,1,0,4,12,0
36055003802,1997,4,0,0,0,3,0,0,21,0,2,0,1,0,0,0,1,0,0,5,23,0
36055003802,1997,5,0,0,1,0,0,0,12,0,3,0,2,0,0,0,0,1,0,2,16,0
36055003802,1997,6,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0
36055003802,1997,7,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,5,0
36055003802,1997,8,0,0,0,2,0,0,5,0,1,0,1,0,0,0,0,0,0,3,6,0
36055003802,1997,9,0,0,0,1,0,0,14,0,0,0,2,0,0,1,1,0,0,4,15,1
36055003802,1997,10,0,0,0,1,0,0,10,0,5,0,0,0,0,2,0,0,0,1,17,2
36055003802,1997,11,0,0,1,1,0,0,12,0,0,0,1,0,0,0,0,0,0,2,13,0
36055003802,1997,12,0,0,1,1,0,0,6,0,1,0,3,0,0,0,0,1,0,4,8,0
36055003802,1998,1,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,7,0
36055003802,1998,2,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,2,2,1
36055003802,1998,3,0,0,1,2,0,0,9,0,1,0,2,0,0,0,0,0,0,4,11,0
36055003802,1998,4,0,0,1,0,0,0,9,0,0,0,0,0,0,0,1,0,0,1,10,0
36055003802,1998,5,0,0,2,1,0,0,6,0,1,0,0,0,0,0,0,0,0,1,9,0
36055003802,1998,6,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,3,3,0
36055003802,1998,7,1,0,5,0,0,0,2,0,0,0,1,0,0,0,1,0,0,2,7,1
36055003802,1998,8,0,0,1,1,0,0,5,0,0,0,1,0,0,0,0,0,0,2,6,0
36055003802,1998,9,0,0,0,1,0,0,6,0,0,0,3,0,0,0,0,0,0,4,6,0
36055003802,1998,10,0,0,0,3,0,0,6,0,1,0,1,0,0,0,0,0,0,4,7,0
36055003802,1998,11,0,0,0,1,0,0,5,0,1,0,1,0,0,0,0,1,0,2,6,0
36055003802,1998,12,0,0,0,1,0,0,7,0,0,0,2,0,0,0,0,0,0,3,7,0
36055003802,1999,1,0,0,1,1,0,0,5,0,1,0,0,0,0,1,0,1,0,1,8,1
36055003802,1999,2,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,3,0
36055003802,1999,3,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,4,0
36055003802,1999,4,0,0,2,1,0,0,8,0,1,0,0,0,0,0,0,1,0,1,11,0
36055003802,1999,5,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,1,0,1,10,0
36055003802,1999,6,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,6,0
36055003802,1999,7,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,3,0,1,3,1
36055003802,1999,8,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1
36055003802,1999,9,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,1,0,1,4,0
36055003802,1999,10,0,0,0,2,0,0,3,0,1,0,1,0,0,0,0,0,0,3,4,0
36055003802,1999,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
36055003802,1999,12,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,3,0
36055003802,2000,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
36055003802,2000,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,1,4,0
36055003802,2000,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
36055003802,2000,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4,6,0
36055003802,2000,5,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0
36055003802,2000,6,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,7,0
36055003802,2000,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0
36055003802,2000,8,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,5,0
36055003802,2000,9,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,1,6,0
36055003802,2000,10,0,0,0,1,0,0,17,0,0,0,1,0,0,0,0,0,0,2,17,0
36055003802,2000,11,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,1,6,1
36055003802,2000,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
36055003802,2001,1,0,0,0,2,0,0,6,0,0,0,1,0,0,0,0,0,0,3,6,0
36055003802,2001,2,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,8,0
36055003802,2001,3,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,4,0
36055003802,2001,4,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0
36055003802,2001,5,0,0,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,2,7,0
36055003802,2001,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
36055003802,2001,7,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0
36055003802,2001,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,8,0
36055003802,2001,9,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,2,7,0
36055003802,2001,10,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2,3,0
36055003802,2001,11,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,3,0
36055003802,2001,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1991,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
36055003803,1991,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,0
36055003803,1991,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36055003803,1991,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
36055003803,1991,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1991,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1991,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
36055003803,1991,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1991,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36055003803,1991,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1991,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1991,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1992,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
36055003803,1992,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1992,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1992,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1992,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1992,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
36055003803,1992,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1992,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
36055003803,1992,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1992,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1992,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1992,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
36055003803,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1993,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
36055003803,1993,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1993,4,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,5,0
36055003803,1993,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36055003803,1993,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1993,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1993,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1993,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1993,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1993,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1993,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1994,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1994,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36055003803,1994,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
