BEAT,YEAR,MONTH,C_DRUGS,C_SHOTS,AGGASS,ARSON,ASSPRIS,ASSOFFC,BURGLARY,CMIS,DISCONDUCT,DRUGS,DRNKDRIV,EMBEZZLE,FAMVIOL,FORGERY,FRAUD,GAMBLING,LARCENY,LIQVIOL,MVTHEFT,MURDMANS,NEGMANSL,PUBDRUNK,RAPE,ROBBERY,RUNAWAY,SIMPASS,STOLPROP,TRESPASS,VAGRANCY,VANDAL,WEAPONS,PROSTITN,SEXOFF,VCI,P1V,P1P
26,1991,9,60,6,2,0,0,0,7,14,2,0,0,0,1,0,0,0,10,0,7,0,0,0,0,5,0,11,0,0,0,0,0,0,0,93,7,29
26,1991,10,65,5,5,2,0,0,11,16,3,0,0,0,2,0,1,0,11,0,8,0,0,0,2,2,0,14,0,0,0,0,0,0,0,105,9,32
26,1991,11,72,12,2,0,0,0,5,9,5,3,0,0,2,0,0,0,15,0,7,0,0,0,1,1,0,17,0,0,0,0,0,0,1,115,4,28
26,1991,12,46,17,2,0,0,0,11,9,4,0,1,0,1,0,0,0,13,0,9,0,0,0,0,3,0,24,0,0,0,0,0,0,0,100,5,36
26,1992,1,34,13,3,2,0,0,5,5,4,0,0,0,2,0,1,0,20,0,12,0,0,0,0,8,0,16,0,0,0,0,0,0,1,74,11,45
26,1992,2,55,13,1,3,0,0,9,12,6,0,1,0,0,0,0,0,13,0,7,0,0,0,1,5,0,26,0,1,0,0,0,0,0,115,7,34
26,1992,3,50,8,1,1,0,0,7,6,3,0,0,0,1,0,0,0,11,0,8,0,0,0,1,3,0,18,0,0,0,0,0,0,0,86,5,29
26,1992,4,53,6,0,0,0,0,6,7,5,1,0,0,0,0,0,0,14,0,8,0,0,0,0,7,0,20,0,0,0,0,0,0,0,91,7,35
26,1992,5,36,8,4,1,0,0,4,14,4,0,0,0,4,0,0,0,4,0,6,0,0,0,2,6,0,22,0,0,0,0,0,0,1,85,12,20
26,1992,6,39,11,3,0,0,0,3,9,3,0,0,0,1,0,0,0,7,0,9,0,1,0,2,6,0,25,0,0,0,0,0,0,1,87,11,25
26,1992,7,30,16,2,1,0,0,2,12,4,0,0,0,2,0,1,0,10,0,8,0,0,0,2,7,0,32,0,0,0,0,0,0,1,95,11,27
26,1992,8,40,16,1,1,0,0,10,10,7,1,0,0,0,0,0,0,18,0,11,0,0,0,0,5,0,35,0,0,0,0,0,0,1,109,6,44
26,1992,9,26,22,2,0,0,0,14,16,8,2,0,0,0,0,0,0,13,0,8,0,0,0,0,1,0,30,0,2,0,0,0,0,0,102,3,36
26,1992,10,30,13,4,0,0,0,2,7,2,0,0,0,0,0,0,0,6,0,9,0,0,0,0,3,0,26,0,0,1,0,0,0,0,78,7,20
26,1992,11,23,18,3,2,0,0,7,11,5,0,1,0,1,0,0,0,15,0,5,0,0,0,0,5,0,27,0,2,0,0,0,0,3,86,8,32
26,1992,12,32,36,6,1,0,0,10,14,5,2,0,0,1,0,0,0,6,0,6,1,0,0,0,11,0,34,0,0,0,0,0,0,0,122,18,33
26,1993,1,30,23,4,1,0,0,5,20,5,0,0,0,0,0,0,0,10,0,6,0,0,0,1,10,0,25,0,2,0,0,0,0,1,104,15,31
26,1993,2,46,18,4,0,0,0,1,11,2,0,0,0,0,0,0,0,10,0,6,0,0,0,0,9,0,29,1,0,0,0,0,0,0,106,13,26
26,1993,3,38,18,2,1,0,0,4,16,7,1,0,0,1,0,0,0,7,0,11,0,0,0,1,11,0,29,0,0,0,0,0,0,1,109,14,33
26,1993,4,49,18,4,1,0,0,8,10,6,2,0,0,0,0,0,0,8,0,5,0,0,0,1,6,0,34,0,2,0,0,0,0,0,118,11,27
26,1993,5,36,17,2,0,0,0,5,17,3,2,0,0,0,0,0,0,8,0,6,0,0,0,1,7,0,33,0,2,0,0,0,0,2,106,10,26
26,1993,6,28,17,7,0,0,0,5,11,4,3,0,0,2,0,1,0,9,0,6,0,0,0,0,9,0,33,0,3,0,0,1,0,1,93,16,29
26,1993,7,49,31,10,0,0,0,10,16,7,1,0,0,1,0,1,0,20,0,9,0,0,0,0,10,0,33,0,2,0,0,0,0,0,136,20,49
26,1993,8,29,40,9,1,0,1,7,16,5,4,0,0,2,0,0,0,11,0,10,0,0,0,0,2,0,32,1,4,0,0,0,0,1,123,11,30
26,1993,9,55,39,12,0,0,0,15,21,2,1,0,0,0,0,2,0,14,0,6,1,0,0,0,17,0,47,0,1,0,0,1,0,0,164,30,52
26,1993,10,50,34,3,2,0,0,7,11,2,2,0,0,2,0,0,0,8,0,5,0,0,0,2,6,0,34,0,2,0,0,1,0,1,133,11,26
26,1993,11,26,52,6,0,0,0,4,11,3,4,0,0,1,0,0,0,7,0,9,0,0,0,0,11,0,28,0,4,0,0,0,0,0,120,17,31
26,1993,12,38,22,0,0,0,0,2,19,2,2,0,0,0,0,0,0,9,0,5,1,0,0,0,10,0,21,1,2,0,0,0,0,0,102,11,26
26,1994,1,12,11,3,0,0,0,5,8,4,3,0,0,0,0,0,0,10,0,3,0,0,0,1,5,0,17,0,1,0,0,0,0,0,52,9,23
26,1994,2,14,9,3,0,0,0,1,10,5,0,0,0,1,0,1,0,9,0,1,0,0,0,0,3,0,30,0,1,0,0,0,0,0,68,6,14
26,1994,3,26,35,3,1,0,0,6,18,5,0,0,0,0,1,0,0,11,0,6,0,0,0,1,7,0,38,1,1,0,0,1,0,3,123,11,30
26,1994,4,17,13,1,1,0,0,3,16,1,0,0,0,1,1,0,0,11,0,7,0,0,0,0,5,0,29,2,2,0,0,0,0,1,77,6,26
26,1994,5,23,12,3,0,0,0,7,12,6,0,0,0,2,0,1,0,7,0,4,0,0,0,1,6,0,34,0,1,0,0,0,0,0,87,10,24
26,1994,6,13,14,0,1,0,0,7,13,4,0,0,0,2,0,1,0,7,0,12,0,0,0,2,5,0,27,0,0,0,0,1,0,2,72,7,31
26,1994,7,16,15,3,0,0,0,9,14,5,0,0,0,0,0,1,0,7,0,1,1,0,0,1,5,0,21,0,1,1,0,0,0,2,71,10,22
26,1994,8,9,21,2,0,0,0,3,12,2,2,0,0,0,0,0,0,13,0,4,0,0,0,1,1,0,20,0,2,0,0,0,0,1,64,4,21
26,1994,9,15,5,0,0,0,0,3,9,3,4,0,0,2,0,0,0,10,0,5,0,0,0,0,10,0,26,0,0,0,0,1,0,0,58,10,28
26,1994,10,16,14,4,0,0,0,8,21,6,3,0,0,0,0,1,0,13,0,11,0,0,0,0,7,0,22,1,3,0,0,0,0,0,79,11,39
26,1994,11,22,8,0,0,0,0,2,12,2,0,0,0,1,0,0,0,6,0,7,0,0,0,0,4,0,16,0,1,0,0,0,0,1,60,4,19
26,1994,12,21,12,0,0,0,0,3,13,5,0,0,0,0,0,0,0,9,0,4,0,0,0,0,3,0,25,0,2,0,0,0,0,1,76,3,19
26,1995,1,16,13,1,1,0,0,4,10,4,0,0,0,3,1,3,0,13,0,5,0,0,0,0,6,0,16,1,3,0,0,0,0,0,60,7,28
26,1995,2,16,3,2,0,0,0,4,7,7,2,0,0,5,0,0,0,6,0,7,0,0,0,0,2,0,15,2,0,1,0,1,0,1,48,4,19
26,1995,3,24,7,0,1,0,0,9,16,3,1,0,0,2,1,0,0,7,0,7,0,1,0,0,2,0,29,0,1,0,0,0,0,1,80,2,25
26,1995,4,14,7,1,0,0,0,5,17,2,5,0,0,1,0,0,0,2,0,4,0,0,0,0,7,0,20,0,2,0,0,0,0,2,60,8,18
26,1995,5,16,14,5,2,0,0,5,13,7,0,0,1,2,0,0,0,4,0,6,0,0,0,0,5,0,21,0,1,0,0,0,0,1,73,10,20
26,1995,6,12,19,0,2,0,0,1,8,5,0,0,0,1,0,1,0,4,0,9,1,0,0,0,2,0,22,1,1,0,0,0,0,0,68,3,16
26,1995,7,14,20,2,0,0,1,6,8,4,1,0,0,1,0,0,0,10,0,9,0,0,0,1,9,0,19,2,1,0,0,0,0,0,65,12,34
26,1995,8,11,6,3,0,0,0,3,13,3,2,0,0,3,0,0,0,11,0,7,0,0,0,0,5,0,28,1,3,0,0,0,0,0,61,8,26
26,1995,9,6,13,2,0,0,0,5,9,7,3,0,0,0,0,0,0,6,0,5,1,0,0,0,2,0,19,1,1,1,0,1,0,0,54,5,18
26,1995,10,9,11,3,0,0,0,1,7,1,2,0,0,0,0,1,0,10,0,3,0,0,0,0,3,0,12,0,0,1,0,0,0,0,40,6,17
26,1995,11,9,25,6,0,0,0,3,13,0,2,1,0,1,0,1,0,3,0,7,0,0,0,1,5,0,17,1,1,0,0,1,0,4,64,12,18
26,1995,12,10,8,2,1,0,0,5,6,4,0,0,0,0,0,0,0,11,0,3,0,0,0,1,6,0,17,1,2,0,0,0,0,1,46,9,25
26,1996,1,17,14,2,0,0,0,3,9,1,0,0,0,1,0,0,0,6,0,4,0,0,0,1,2,0,15,0,1,0,0,0,0,0,56,5,15
26,1996,2,12,16,3,0,0,0,4,7,4,0,0,1,3,0,0,0,6,0,4,1,0,0,1,2,0,25,2,0,2,0,0,0,0,64,7,16
26,1996,3,11,7,0,1,0,0,5,7,3,0,0,0,0,1,1,0,3,0,6,1,0,0,1,1,0,16,0,1,0,0,0,0,1,45,3,15
26,1996,4,13,5,2,1,0,0,2,8,2,3,0,0,0,1,1,0,6,0,2,0,0,0,0,1,0,15,0,1,0,0,0,0,0,44,3,11
26,1996,5,13,12,0,0,0,0,6,24,4,0,0,0,1,0,0,0,7,0,2,0,0,0,1,2,0,16,0,0,0,0,0,0,1,69,3,17
26,1996,6,7,26,4,0,0,0,4,16,3,0,0,0,3,0,1,0,7,0,3,0,0,0,0,1,0,11,1,0,1,0,0,0,0,63,5,15
26,1996,7,6,8,0,0,0,0,2,7,2,0,0,0,1,0,0,0,10,0,3,0,0,0,0,3,0,14,1,0,0,0,0,0,0,37,3,18
26,1996,8,7,5,1,0,0,0,5,5,7,0,0,0,1,0,0,0,6,0,5,0,0,0,0,2,0,16,0,1,0,0,0,0,2,40,3,18
26,1996,9,12,5,1,0,0,0,7,12,2,1,0,0,0,0,0,0,2,0,6,0,0,0,0,2,0,10,1,0,0,0,0,0,0,41,3,17
26,1996,10,5,5,0,0,0,0,5,4,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,2,0,10,0,1,0,0,0,0,0,27,2,17
26,1996,11,17,4,2,0,0,0,6,6,1,1,0,0,1,0,0,0,8,0,4,0,0,0,0,0,0,7,0,1,0,0,0,0,1,35,2,18
26,1996,12,12,7,0,0,0,0,8,11,4,0,0,0,0,0,0,0,7,0,1,0,0,0,0,3,0,4,0,0,0,0,0,0,0,38,3,19
26,1997,1,16,5,1,2,0,0,4,9,1,0,0,0,1,0,0,0,6,0,3,0,0,0,2,2,0,9,0,0,0,0,0,0,2,42,5,15
26,1997,2,7,5,1,2,0,0,1,6,1,0,0,0,0,0,0,0,7,0,5,0,0,0,0,3,0,9,0,1,0,0,0,0,0,30,4,16
26,1997,3,9,13,0,0,0,0,6,7,3,0,0,0,2,1,1,0,6,0,5,0,0,0,1,0,0,10,0,1,0,0,0,0,0,42,1,17
26,1997,4,13,8,0,0,0,0,4,12,3,0,0,0,1,0,2,0,5,0,4,0,0,0,1,1,0,10,0,0,0,0,0,0,0,46,2,14
26,1997,5,16,6,0,2,0,0,3,8,1,0,0,0,2,0,1,0,7,0,6,0,0,0,1,2,0,12,1,0,0,0,0,0,2,45,3,18
26,1997,6,22,3,2,0,0,0,3,4,2,0,0,0,4,0,0,0,6,0,2,0,0,0,0,1,0,8,0,0,0,0,0,0,1,39,3,12
26,1997,7,10,1,0,0,0,0,3,10,1,0,0,0,1,0,2,0,11,0,6,0,0,0,1,0,0,14,0,0,0,0,0,0,2,36,1,20
26,1997,8,17,5,0,0,0,0,2,7,2,0,0,0,3,0,0,0,6,0,3,0,0,0,1,0,0,13,0,0,0,0,0,0,2,44,1,11
26,1997,9,8,6,3,0,0,0,2,7,2,0,0,0,2,0,0,0,2,0,3,1,0,0,0,1,0,13,1,3,0,0,0,0,0,36,5,8
26,1997,10,19,7,2,1,0,0,5,11,3,2,0,0,0,0,1,0,8,0,5,0,0,0,1,1,0,12,0,0,0,0,0,0,0,53,4,19
26,1997,11,19,5,1,0,0,0,4,8,2,1,0,0,0,0,0,0,5,0,6,0,0,0,0,1,0,6,0,0,0,0,0,0,0,40,2,16
26,1997,12,9,5,0,1,0,0,5,7,0,3,1,0,0,1,1,0,9,0,3,0,0,0,0,1,0,9,0,0,0,0,0,0,0,31,1,18
26,1998,1,8,3,0,0,0,0,4,4,0,2,0,0,0,0,1,0,5,0,3,0,0,0,0,1,0,5,0,0,0,0,0,0,0,20,1,13
26,1998,2,8,0,3,0,0,0,3,15,2,2,0,0,1,0,0,0,9,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,29,3,13
26,1998,3,4,0,0,0,0,0,2,8,2,1,0,0,0,0,0,0,2,0,3,0,0,0,1,2,0,2,0,0,0,0,0,0,0,16,3,9
26,1998,4,5,4,3,0,0,0,3,4,1,0,0,0,0,0,1,0,6,0,2,0,0,0,0,4,0,5,0,0,0,0,0,0,0,19,7,15
26,1998,5,8,4,2,0,0,0,3,7,1,0,0,0,0,1,0,0,4,0,4,1,0,0,0,0,0,12,2,2,0,0,1,0,1,32,3,11
26,1998,6,9,1,1,0,0,0,1,2,1,1,1,0,1,0,0,0,5,0,3,0,0,0,1,1,0,9,0,1,0,0,0,0,1,22,3,10
26,1998,7,6,4,0,0,0,0,0,5,1,3,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,18,1,4
26,1998,8,2,6,0,0,0,0,2,2,4,2,0,0,0,2,2,0,7,0,7,0,0,0,1,2,0,9,1,0,0,0,0,0,0,23,3,18
26,1998,9,8,1,0,0,0,0,1,4,4,0,0,0,0,0,0,0,8,0,1,0,0,0,1,0,0,6,0,1,0,0,0,0,1,23,1,10
26,1998,10,6,3,3,0,0,0,2,4,7,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,28,3,8
26,1998,11,9,2,0,0,0,0,0,9,0,3,0,0,0,0,0,0,6,1,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,22,0,10
26,1998,12,9,2,4,0,0,0,2,7,2,5,1,0,0,0,0,0,2,0,6,0,0,0,0,1,0,7,0,2,0,0,1,0,0,27,5,11
26,1999,1,10,2,0,0,0,0,0,2,1,3,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,9,0,0,0,0,1,0,0,24,2,7
26,1999,2,11,3,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,5,2,0,0,0,0,0,1,22,2,7
26,1999,3,5,0,0,0,0,0,1,4,2,0,0,0,1,1,0,0,4,0,6,0,0,1,0,1,0,3,1,1,0,0,0,0,0,14,1,12
26,1999,4,8,0,1,0,0,0,0,3,0,4,0,0,0,1,0,0,4,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,15,1,6
26,1999,5,9,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0,17,1,7
26,1999,6,8,2,0,0,0,0,1,1,1,6,1,0,1,1,0,0,5,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,13,2,7
26,1999,7,7,0,0,0,0,0,0,6,1,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,17,0,6
26,1999,8,11,2,0,0,0,0,4,3,0,2,1,0,0,0,0,0,4,1,2,0,0,0,0,4,0,5,1,2,0,0,0,0,0,21,4,14
26,1999,9,11,2,0,0,0,0,4,1,1,3,0,0,0,0,0,0,5,0,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,15,1,12
26,1999,10,7,8,0,0,0,0,1,4,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,1,0,7,0,0,0,0,0,0,0,26,1,7
26,1999,11,2,2,0,0,0,0,1,4,0,3,0,0,2,0,0,0,9,0,1,0,0,0,0,1,0,8,0,0,0,0,0,0,0,16,1,12
26,1999,12,3,0,1,0,0,0,1,4,0,0,0,0,0,1,1,0,4,0,2,0,0,0,0,2,0,1,0,2,0,0,0,0,0,8,3,9
26,2000,1,14,5,2,0,0,0,1,4,4,12,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,6,0,0,2,0,0,31,2,3
26,2000,2,17,1,0,0,0,0,0,2,0,7,0,0,0,0,1,0,3,0,2,1,0,0,0,1,0,5,0,1,0,0,2,0,1,25,2,6
26,2000,3,10,7,3,0,0,0,0,3,4,10,0,0,0,0,0,0,6,1,6,0,0,0,0,0,1,9,2,3,0,0,0,0,1,33,3,12
26,2000,4,14,3,0,0,0,0,0,0,0,6,1,0,0,0,0,0,5,0,4,0,0,0,0,1,0,3,0,4,0,0,0,0,1,20,1,10
26,2000,5,9,1,0,0,0,0,1,5,3,2,1,0,0,0,0,0,3,1,2,0,0,0,0,2,0,4,1,0,0,0,0,0,0,22,2,8
26,2000,6,8,4,1,0,0,0,3,4,0,16,0,0,0,0,0,0,2,0,3,0,0,0,0,2,0,10,0,3,0,0,2,0,0,26,3,10
26,2000,7,11,4,0,0,0,0,2,2,3,6,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,22,1,5
26,2000,8,8,5,1,1,0,0,1,2,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,21,2,4
26,2000,9,9,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,2
26,2000,10,10,0,0,0,0,0,1,2,0,8,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,14,0,5
26,2000,11,6,2,2,0,0,0,1,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,1,0,0,0,0,1,19,3,2
26,2000,12,3,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,4
26,2001,1,6,1,0,0,0,0,1,2,1,0,0,0,1,0,1,0,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,8
26,2001,2,6,2,0,0,0,0,1,3,0,6,0,0,1,0,0,0,5,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,0,8
26,2001,3,1,2,2,0,0,2,1,5,1,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,14,2,4
26,2001,4,0,0,1,0,0,0,0,6,1,3,0,0,0,1,1,0,3,0,3,0,0,1,0,0,0,6,0,1,0,0,1,0,0,13,1,6
26,2001,5,3,1,1,1,0,0,1,5,0,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,13,1,7
26,2001,6,4,3,0,0,0,0,0,4,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,24,0,3
26,2001,7,1,2,0,0,0,0,3,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,8,0,1,0,0,0,0,1,14,1,6
26,2001,8,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6,2,7
26,2001,9,2,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,10,3,4
26,2001,10,5,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,1,3
26,2001,11,0,2,0,0,0,0,1,2,1,5,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,7,0,5
26,2001,12,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
27,1990,1,9,4,5,5,0,0,3,18,4,1,0,0,1,0,0,0,8,0,21,0,0,0,1,2,0,14,0,0,0,0,0,0,1,54,8,34
27,1990,2,4,4,3,0,0,0,6,16,0,6,0,0,0,0,0,0,7,0,14,0,0,0,1,1,0,12,0,0,0,0,0,0,1,36,5,28
27,1990,3,8,1,0,0,0,0,0,12,2,4,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,6,0,1,0,0,0,0,2,29,0,9
27,1990,4,12,3,2,0,0,0,4,10,8,4,0,0,1,0,0,0,5,0,5,0,0,3,0,4,0,11,0,0,0,0,1,0,0,44,6,18
27,1990,5,8,0,0,1,0,0,5,12,3,2,0,0,0,0,0,0,9,0,7,0,0,1,0,2,0,7,1,4,0,0,0,0,0,31,2,23
27,1990,6,7,0,0,0,0,0,7,3,5,0,0,0,0,0,0,0,7,0,2,0,0,1,0,1,0,14,0,0,0,0,0,0,0,29,1,17
27,1990,7,3,1,0,0,0,0,4,8,3,1,0,0,0,0,0,0,6,0,13,0,0,2,1,3,0,6,1,0,0,0,0,0,0,21,4,26
27,1990,8,5,3,3,0,0,0,3,7,3,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,11,0,0,0,0,0,0,1,29,3,24
27,1990,9,4,4,2,0,0,0,5,10,0,0,0,0,0,0,0,0,6,0,9,0,0,0,1,3,0,6,0,0,0,0,0,0,0,24,6,23
27,1990,10,3,1,4,0,0,0,10,10,3,0,0,0,1,0,0,0,5,0,7,0,0,1,0,3,0,6,0,0,0,0,0,0,0,23,7,25
27,1990,11,9,1,6,1,0,0,7,3,0,0,0,0,1,0,0,0,14,0,19,0,0,0,0,0,0,8,0,0,0,0,0,0,0,22,6,40
27,1990,12,3,0,1,0,0,0,11,6,2,0,0,0,1,0,0,0,3,0,4,0,0,2,0,1,0,11,0,0,0,0,0,0,1,22,2,19
27,1991,1,2,1,0,0,0,0,4,4,2,0,0,0,0,0,0,0,2,1,8,0,0,1,1,2,0,7,0,0,0,0,0,0,0,16,3,16
27,1991,2,8,1,1,0,0,0,5,4,1,0,0,0,0,0,1,0,6,0,8,0,0,1,0,3,0,6,0,0,0,0,0,0,0,20,4,22
27,1991,3,9,1,0,0,0,0,2,8,2,0,0,0,1,0,0,0,7,0,2,0,0,0,1,2,0,8,0,0,0,0,0,0,0,28,3,13
27,1991,4,12,2,0,0,0,0,8,6,0,0,0,0,0,0,1,0,10,0,7,0,0,0,1,2,0,8,0,1,0,0,0,0,0,28,3,27
27,1991,5,17,1,0,0,0,0,4,7,3,0,0,0,2,0,0,0,9,0,10,0,0,0,0,1,0,13,0,1,0,0,0,0,0,41,1,24
27,1991,6,17,4,1,0,0,1,12,3,1,1,0,0,0,0,2,0,18,0,6,0,0,0,0,1,0,16,0,0,0,0,0,0,0,41,2,37
27,1991,7,10,1,3,1,0,0,10,5,0,0,0,0,2,0,1,0,6,0,6,0,0,0,0,5,0,10,0,1,0,0,0,0,1,27,8,27
27,1991,8,12,2,2,1,0,0,8,5,1,0,0,0,0,0,1,0,4,0,6,0,0,0,1,1,0,9,0,0,0,0,0,0,0,30,4,19
27,1991,9,9,5,1,1,0,0,0,4,2,0,0,0,0,0,0,0,17,0,2,0,0,0,1,3,0,10,0,0,0,0,0,0,0,31,5,22
27,1991,10,19,1,1,1,0,0,3,7,0,0,0,0,0,0,1,0,7,0,9,0,0,0,0,8,0,11,0,0,0,0,0,0,0,39,9,27
27,1991,11,9,1,1,0,0,0,7,7,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,10,0,0,0,0,0,0,1,27,4,18
27,1991,12,24,3,1,0,0,1,6,1,1,0,0,0,0,0,0,0,6,0,11,0,0,0,2,3,0,9,0,0,0,0,0,0,0,38,6,26
27,1992,1,9,2,1,1,0,0,9,5,4,0,0,0,1,0,0,0,5,0,6,0,0,0,0,7,0,14,0,0,0,0,0,0,0,35,8,27
27,1992,2,12,1,0,2,0,0,6,8,2,0,0,0,3,0,0,0,4,0,9,0,0,0,0,1,0,11,0,0,0,0,0,0,0,36,1,20
27,1992,3,20,3,2,1,0,0,3,6,4,0,0,0,0,0,1,0,6,0,4,0,0,0,0,3,0,13,0,0,0,0,0,0,0,47,5,16
27,1992,4,14,6,2,0,0,0,6,4,3,0,0,0,0,0,1,0,5,0,4,0,0,0,0,3,0,8,0,0,0,0,0,0,0,35,5,18
27,1992,5,10,15,3,0,0,0,6,3,3,0,0,0,1,0,1,0,5,0,10,0,0,0,0,4,0,13,0,0,0,0,0,0,0,44,7,25
27,1992,6,10,4,2,0,0,0,5,9,6,0,0,0,0,1,0,0,12,0,10,0,0,1,0,5,1,14,0,1,0,0,0,0,0,43,7,32
27,1992,7,21,24,3,1,0,0,6,8,3,0,0,0,0,0,0,0,9,0,6,0,0,0,0,5,0,8,0,0,0,0,0,0,0,65,8,26
27,1992,8,7,16,2,0,0,0,4,5,2,0,0,0,0,0,0,0,8,0,9,0,0,1,2,3,0,16,0,0,0,0,0,0,1,46,7,24
27,1992,9,10,18,6,1,0,0,4,9,3,0,0,0,1,0,0,0,9,0,11,0,0,1,0,4,0,23,1,0,0,0,0,0,0,64,10,28
27,1992,10,8,18,2,2,0,0,3,4,4,0,0,0,3,0,0,0,7,0,9,0,0,0,0,1,0,27,1,0,0,0,0,0,1,63,3,20
27,1992,11,7,3,1,0,0,0,7,6,5,1,0,0,1,0,0,0,4,0,9,0,0,0,1,7,0,17,0,0,0,0,1,0,1,38,9,27
27,1992,12,10,7,2,0,0,0,7,9,2,3,0,0,0,0,0,1,13,0,6,0,0,0,0,3,0,16,0,0,0,0,0,0,0,44,5,29
27,1993,1,6,5,2,2,0,0,19,9,2,3,0,0,0,0,0,0,8,0,5,0,0,0,1,3,0,16,0,2,0,0,0,0,1,40,6,35
27,1993,2,12,4,1,1,0,0,5,4,1,0,0,0,2,0,0,0,6,0,4,1,0,0,1,3,0,9,0,0,0,0,0,0,0,31,6,18
27,1993,3,12,9,1,1,0,0,5,6,2,0,0,0,2,0,0,0,5,0,7,0,0,0,0,3,0,20,0,0,0,0,2,0,0,50,4,20
27,1993,4,15,14,2,0,0,0,3,6,2,0,0,0,0,0,1,0,12,0,9,0,0,0,1,10,0,14,1,1,0,0,0,0,1,51,13,34
27,1993,5,14,21,6,0,0,0,1,7,2,0,0,0,1,1,1,0,3,0,5,0,0,0,0,12,0,16,2,2,0,0,0,0,0,60,18,21
27,1993,6,10,13,2,0,0,0,1,6,5,3,0,0,0,0,0,0,7,0,11,0,0,0,0,5,0,18,0,0,0,0,1,0,1,52,7,24
27,1993,7,5,7,2,1,0,0,5,6,3,1,0,0,0,0,0,0,4,0,5,0,0,0,0,5,0,23,1,0,0,0,0,0,0,45,7,19
27,1993,8,5,7,4,2,0,0,9,10,3,0,0,0,0,0,0,0,9,0,13,0,0,0,0,4,0,18,0,0,0,0,0,0,0,45,8,35
27,1993,9,20,9,3,0,0,0,11,9,0,2,0,0,0,0,0,0,5,0,4,0,0,0,0,4,0,11,0,0,0,0,0,0,0,49,7,24
27,1993,10,21,17,3,0,0,0,6,5,0,8,0,1,1,0,0,0,8,0,2,0,0,0,1,1,0,14,0,1,0,0,0,0,2,57,5,17
27,1993,11,11,14,0,0,0,0,2,10,1,0,0,0,1,0,1,0,3,0,5,0,0,0,0,4,0,15,0,0,0,0,0,0,0,51,4,14
27,1993,12,11,20,0,0,0,0,4,6,1,1,0,1,1,0,0,0,8,0,8,0,0,0,0,3,0,18,0,0,0,0,1,0,0,56,3,23
27,1994,1,1,4,2,1,0,0,3,4,0,2,0,0,0,0,0,0,6,0,5,0,0,0,0,3,0,12,0,0,0,0,0,0,0,22,5,17
