PRECINCT,YEAR,MONTH,C_DRUGS,C_SHOTS,AGGASS,ARSON,ASSAULT_BY_PRISONER,ASSAULT_OFFICER_NO_INJURY,BURGLARY,CMIS,DISCONDUCT,DRUGS,DRUNKEN_DRIVING,EMBEZZLEMENT,FAMILY_VIOLENCE,FORGERY,FRAUD,GAMBLING,LARCENY,LIQUOR_LAW_VIOLATIONS,MVTHEFT,MURDER_MANSLAUGHTER,NEGLIGENT_MANSLAUGHTER,PROSTITUION,PROSTITUTION,PUBLIC_DRUNKENNESS,RAPE,ROBBERY,RUNAWAY,SEX_OFFENSE,SEXOFF,SIMPASS,STOLEN_PROPERTY,TRESPASS,VAGRANCY,VANDALISM,WEAPONS,VCI,P1P,P1V
5,1993,5,108,169,23,19,0,0,98,196,47,1,1,0,6,6,11,0,165,0,211,0,0,0,0,0,3,38,0,13,0,203,8,7,0,0,4,742,512,64
5,1993,6,120,252,20,6,0,0,121,165,64,9,0,1,13,9,6,0,152,1,157,0,0,0,0,1,3,55,0,6,0,221,3,6,1,0,4,828,485,78
5,1993,7,99,167,17,9,0,1,92,173,35,20,1,1,4,4,9,0,144,2,159,1,0,0,0,0,2,35,0,7,0,178,2,19,3,3,1,661,430,55
5,1993,8,102,177,18,12,0,0,69,173,32,9,0,1,1,3,10,0,189,0,131,3,0,0,0,1,5,29,0,3,0,219,5,22,0,0,3,715,418,55
5,1993,9,108,178,23,4,0,1,62,160,40,17,0,1,5,4,10,0,153,1,140,1,0,1,0,0,7,35,0,5,0,166,4,9,1,0,2,656,390,66
5,1993,10,110,179,23,10,0,3,99,195,47,10,0,1,5,3,9,0,141,0,163,1,0,0,0,0,1,36,0,4,0,175,4,7,1,0,2,716,439,61
5,1993,11,68,139,17,2,0,1,78,201,37,14,0,1,8,2,12,0,147,1,137,2,0,0,0,0,2,46,1,9,0,154,6,10,1,0,7,601,408,67
5,1993,12,71,138,16,8,0,1,64,168,28,5,0,2,7,3,10,0,134,0,150,1,0,0,0,0,7,49,2,6,0,161,2,5,0,0,0,574,397,73
5,1994,1,20,58,11,12,0,0,72,119,50,12,0,1,6,4,9,0,111,0,81,2,0,0,0,0,10,34,0,10,1,163,2,11,2,0,2,422,298,57
5,1994,2,63,109,19,4,0,0,53,140,54,5,3,0,7,3,9,0,110,0,95,0,0,0,0,0,2,40,0,5,0,145,6,6,0,1,2,515,298,61
5,1994,3,78,139,23,5,0,0,64,143,49,9,0,1,10,1,12,0,111,1,121,3,0,0,0,0,4,32,0,9,0,176,6,8,1,0,1,590,328,62
5,1994,4,95,157,19,3,0,0,79,156,37,10,0,1,1,4,9,0,128,0,138,2,0,0,0,0,5,34,1,7,1,164,7,13,0,2,2,612,379,60
5,1994,5,60,142,17,2,0,1,101,202,46,8,1,2,7,5,10,0,183,0,124,0,0,0,0,0,4,32,1,10,0,178,8,10,2,3,3,630,440,53
5,1994,6,70,114,11,5,0,1,88,141,44,13,0,2,11,5,9,0,156,0,138,0,0,0,0,0,2,23,0,2,0,182,8,12,0,4,1,556,405,36
5,1994,7,61,136,15,3,0,0,76,145,43,8,0,1,6,5,19,0,182,0,158,1,0,0,0,0,3,47,0,15,0,186,9,20,0,0,4,574,463,66
5,1994,8,85,175,21,4,0,1,106,163,45,10,1,0,5,5,10,0,173,1,152,0,0,0,0,1,4,44,0,13,0,156,2,11,1,0,2,628,475,69
5,1994,9,94,153,17,8,0,0,77,159,43,9,3,1,4,3,15,0,156,2,132,2,0,0,0,0,3,48,0,6,0,161,9,15,1,0,3,618,413,70
5,1994,10,98,138,14,8,0,0,58,195,46,10,0,0,10,3,6,0,137,1,149,0,0,0,0,0,1,35,0,2,0,175,8,12,2,3,1,660,379,50
5,1994,11,57,102,15,7,0,2,75,169,37,21,0,0,6,8,11,0,150,1,147,0,0,0,0,0,9,34,0,20,0,141,11,19,1,0,2,513,406,58
5,1994,12,76,83,13,2,0,0,65,121,53,10,1,0,6,8,10,0,134,0,112,0,0,0,0,0,4,44,1,10,1,126,8,10,3,1,2,461,355,61
5,1995,1,59,83,9,5,0,0,62,103,30,11,2,1,9,3,10,0,120,0,100,0,0,0,0,0,4,38,0,9,1,120,5,10,2,1,1,400,320,51
5,1995,2,77,51,8,6,0,0,45,87,40,11,3,0,6,13,19,0,116,1,61,1,0,0,0,0,5,35,0,5,0,124,4,6,1,0,2,385,257,49
5,1995,3,71,107,24,11,0,0,69,127,38,16,1,0,12,5,21,1,130,4,90,1,0,0,0,2,4,45,0,7,0,143,4,14,2,0,3,497,334,74
5,1995,4,90,99,11,2,0,1,69,108,38,14,0,0,5,5,10,0,101,0,101,2,0,0,0,1,3,48,0,11,0,158,1,9,1,0,1,495,319,64
5,1995,5,71,111,18,5,0,0,59,110,38,5,0,0,7,7,16,1,109,0,101,1,0,0,0,0,9,28,0,14,0,136,5,9,0,0,1,471,297,56
5,1995,6,77,165,23,9,0,0,50,151,49,10,0,0,14,5,13,0,161,0,109,1,0,0,0,0,3,39,1,11,0,180,3,11,2,0,3,631,359,66
5,1995,7,71,176,24,11,0,1,51,135,33,9,0,2,7,5,7,0,153,0,121,1,0,0,0,0,9,34,0,9,0,160,6,13,2,2,1,586,359,68
5,1995,8,62,131,10,5,0,1,85,130,41,15,1,4,8,8,11,0,156,0,119,3,0,0,0,0,6,23,0,8,0,149,5,11,1,0,4,518,383,42
5,1995,9,72,99,16,5,0,0,56,131,33,8,1,0,6,5,9,0,124,0,101,2,0,0,0,0,4,30,0,7,0,137,5,11,0,1,0,477,311,52
5,1995,10,80,82,15,3,0,0,124,102,35,7,0,1,10,6,18,0,123,1,103,1,0,0,0,0,7,33,0,8,0,125,3,4,1,0,1,427,383,56
5,1995,11,51,89,15,1,0,0,57,105,32,5,1,1,7,3,11,0,102,0,75,0,0,0,0,0,3,37,0,15,1,134,7,19,0,1,3,412,271,55
5,1995,12,28,48,14,1,0,0,63,61,33,0,0,2,10,7,9,0,101,0,76,1,0,0,0,0,1,37,0,5,0,113,3,3,0,0,1,284,277,53
5,1996,1,35,72,10,5,0,0,27,69,36,9,1,0,6,4,16,0,87,0,85,0,0,0,0,0,2,29,0,5,0,129,7,12,1,0,3,346,228,41
5,1996,2,64,77,16,8,0,0,46,84,27,10,1,1,3,6,21,0,97,0,74,0,0,0,0,0,0,24,0,4,0,109,6,7,0,0,0,369,241,40
5,1996,3,43,105,15,7,0,1,56,69,34,7,0,0,6,9,9,0,90,0,77,0,0,0,0,0,4,29,1,3,0,124,4,8,0,0,0,382,252,48
5,1996,4,53,95,12,8,0,1,45,104,23,8,0,0,3,5,16,0,91,1,77,1,0,0,0,0,0,23,0,2,0,134,6,10,0,2,1,417,236,36
5,1996,5,53,129,11,2,0,0,32,73,21,4,0,0,4,6,21,0,114,0,72,2,0,0,0,0,4,28,0,9,0,115,4,9,0,1,1,393,246,45
5,1996,6,65,124,10,6,0,0,38,71,27,3,0,1,7,9,12,0,140,0,92,0,0,0,0,0,7,25,0,10,0,105,5,7,0,0,2,398,295,42
5,1996,7,66,79,12,6,0,0,47,90,20,2,0,0,6,8,17,0,117,0,70,1,0,0,0,0,2,28,0,7,0,107,4,7,1,1,0,368,262,43
5,1996,8,59,91,10,5,0,0,44,83,39,7,2,0,7,8,16,0,123,0,73,2,0,0,0,1,4,30,0,8,0,123,10,6,0,1,8,400,270,46
5,1996,9,43,114,17,4,0,1,54,63,17,2,1,1,4,5,5,0,102,0,90,2,0,1,0,0,6,21,0,4,0,112,5,10,0,0,3,353,267,46
5,1996,10,52,115,12,6,0,0,61,115,27,9,0,1,6,3,12,0,99,1,99,2,0,0,0,1,3,16,0,9,0,115,8,17,1,1,3,430,275,33
5,1996,11,48,105,11,2,0,0,44,83,21,2,1,2,6,4,10,0,98,0,61,2,0,0,0,0,2,23,0,2,0,72,3,10,1,0,2,331,226,38
5,1996,12,41,125,16,4,0,0,49,78,31,3,0,0,5,12,11,0,110,0,70,1,0,0,0,0,6,29,1,4,0,93,4,13,1,1,1,372,258,52
5,1997,1,40,111,10,4,0,2,47,86,26,10,1,0,4,6,20,0,117,0,65,1,0,0,0,0,0,24,0,8,0,106,3,12,1,1,3,373,253,35
5,1997,2,68,67,10,5,0,1,30,79,25,8,1,1,8,18,16,0,99,0,62,2,0,1,0,0,4,17,1,5,1,82,7,5,0,0,1,326,208,33
5,1997,3,52,96,15,5,0,0,56,121,40,9,1,1,10,6,8,0,135,0,80,0,0,0,0,0,8,22,0,8,0,133,5,4,1,2,1,447,293,45
5,1997,4,55,86,15,3,0,0,56,128,39,7,1,1,12,7,10,0,147,1,95,0,0,0,0,0,4,25,0,8,0,124,3,9,1,0,2,435,323,44
5,1997,5,55,78,14,3,0,1,46,124,43,6,1,2,4,5,13,0,146,0,69,0,0,0,0,0,3,16,0,8,0,143,4,13,0,0,3,446,277,33
5,1997,6,71,114,18,11,0,0,52,124,40,4,0,0,6,16,21,0,174,2,97,1,0,1,0,0,9,29,0,17,1,155,0,14,0,0,1,515,352,57
5,1997,7,69,87,18,5,0,1,66,154,36,8,0,1,10,6,17,0,186,0,72,1,1,0,0,0,4,22,0,13,0,117,3,13,0,1,2,468,346,45
5,1997,8,58,93,15,6,0,0,53,131,36,6,0,3,5,13,19,0,145,0,77,2,0,0,0,0,5,24,0,9,0,115,5,6,1,1,2,439,299,46
5,1997,9,59,114,14,5,0,1,56,89,33,8,1,1,6,7,12,0,143,3,102,2,0,0,0,0,3,19,0,3,0,103,3,16,0,1,1,403,320,38
5,1997,10,53,82,11,2,0,1,61,116,44,14,2,4,8,10,17,0,130,0,102,0,0,0,0,0,1,12,1,10,0,144,8,12,2,1,3,441,305,24
5,1997,11,50,45,14,4,0,2,60,110,40,5,1,3,7,10,15,0,127,0,98,1,0,0,0,0,3,27,0,8,0,125,6,15,2,0,0,374,312,45
5,1997,12,56,60,20,1,0,0,66,132,26,11,0,0,7,5,16,0,140,0,81,1,0,0,0,0,0,22,1,4,0,105,2,12,0,0,1,380,309,43
5,1998,1,70,101,13,4,0,0,99,169,27,18,0,1,13,20,15,0,161,0,100,0,0,0,0,0,4,24,0,5,1,126,5,12,0,1,2,497,384,41
5,1998,2,58,72,14,5,0,1,60,117,45,12,2,2,14,18,19,0,135,1,95,1,0,1,0,0,2,25,0,4,1,98,7,7,0,0,5,395,315,42
5,1998,3,88,59,9,3,0,1,45,114,40,25,5,0,8,8,13,0,143,0,71,3,0,0,0,0,0,15,0,1,0,127,3,6,0,1,6,431,274,27
5,1998,4,64,62,18,3,0,0,59,115,41,5,1,5,13,9,16,0,132,1,73,0,0,1,0,1,3,24,0,7,0,152,5,11,0,0,0,437,288,45
5,1998,5,113,106,20,3,0,0,82,150,34,20,3,6,12,12,26,0,155,0,64,1,0,0,0,1,4,24,0,6,0,146,6,13,0,1,4,552,325,49
5,1998,6,77,120,22,2,0,0,76,114,41,7,1,0,6,16,23,0,147,2,87,1,0,2,0,0,5,26,1,12,0,160,2,14,0,2,0,514,336,54
5,1998,7,77,105,24,7,0,1,114,132,29,8,0,1,8,9,12,0,156,0,89,0,0,0,0,0,2,32,0,2,0,129,8,15,0,2,0,479,391,58
5,1998,8,79,97,19,4,0,0,105,112,26,10,2,4,8,27,18,0,178,0,89,0,0,0,0,0,4,31,0,7,0,134,6,10,2,1,2,452,403,54
5,1998,9,92,110,9,1,0,1,69,111,28,11,2,3,10,13,16,0,158,0,108,0,0,0,0,0,6,24,0,11,0,128,5,11,0,1,1,470,359,39
5,1998,10,91,121,22,4,0,1,74,131,44,11,2,2,11,8,20,0,142,4,121,0,0,0,0,1,4,24,0,8,0,120,8,12,1,1,3,511,361,50
5,1998,11,66,108,16,4,0,2,68,93,35,5,1,3,4,5,14,0,119,1,73,0,0,0,0,0,1,30,0,6,0,94,8,7,1,0,2,400,290,47
5,1998,12,66,107,17,1,0,0,54,116,35,17,3,2,6,5,15,0,130,0,95,1,0,0,0,1,4,25,0,4,0,105,4,9,1,0,3,430,304,47
5,1999,1,51,81,12,5,0,0,59,73,22,10,3,2,9,7,11,0,132,0,101,1,0,3,0,0,1,30,0,1,0,89,10,10,3,0,2,321,322,44
5,1999,2,97,72,8,4,0,1,50,77,28,14,3,0,12,3,9,0,114,0,82,1,0,3,0,0,1,16,0,4,0,113,5,7,1,0,3,391,262,26
5,1999,3,89,75,9,2,0,0,61,82,43,40,10,1,8,8,13,0,124,2,94,1,0,1,0,1,3,23,1,3,0,134,8,6,1,0,2,425,302,36
5,1999,4,75,60,13,1,0,0,44,74,36,44,8,1,12,12,7,0,119,3,102,1,0,1,0,3,2,17,1,4,0,128,10,4,2,2,2,374,282,33
5,1999,5,80,138,19,2,0,0,57,75,27,20,4,3,4,6,22,0,164,1,133,2,0,3,0,0,3,18,0,7,0,135,6,8,1,0,1,457,372,42
5,1999,6,82,136,16,8,0,0,59,77,55,17,2,0,5,5,17,0,179,0,116,0,0,1,0,0,11,15,0,13,0,112,11,7,0,0,0,470,369,42
5,1999,7,80,106,20,4,0,0,41,83,38,9,1,3,9,5,22,0,167,0,86,1,0,0,0,0,3,21,0,7,0,104,8,11,1,0,3,415,315,45
5,1999,8,80,124,17,4,0,1,73,83,51,17,0,0,8,5,21,0,175,0,102,1,0,1,0,1,4,21,0,9,0,104,6,14,0,0,1,446,371,43
5,1999,9,69,86,20,0,0,0,64,90,34,4,2,1,6,2,15,1,199,3,93,2,0,1,0,0,3,13,0,7,0,107,5,11,0,1,2,386,369,38
5,1999,10,46,150,21,2,0,0,58,96,33,21,3,3,5,11,20,1,227,1,118,4,0,2,0,1,4,30,0,6,0,115,4,6,1,0,1,442,433,59
5,1999,11,93,59,12,3,0,0,57,91,22,17,1,4,11,8,29,0,190,2,76,1,0,1,0,1,3,32,1,2,0,90,9,6,0,2,8,357.8143015,355,48
5,1999,12,95,63,8,0,0,1,63,131,32,39,4,4,12,13,20,1,157,0,63,1,0,4,0,1,3,34,0,10,0,146,7,6,0,0,5,467.3570364,317,46
5,2000,1,53,66,41,6,0,0,98,162,66,77,15,2,14,20,29,0,201,27,77,0,0,1,0,5,4,44,0,7,0,254,15,16,3,0,11,607,420,89
5,2000,2,56,47,19,5,0,0,73,128,65,71,17,1,16,14,28,0,173,4,61,1,0,1,0,6,3,32,0,12,0,251,12,23,4,1,7,552,339,55
5,2000,3,81,48,24,0,0,0,80,143,50,70,9,5,17,10,25,1,148,11,71,0,0,1,0,6,4,18,0,12,0,198,13,19,3,1,6,520,317,46
5,2000,4,54,46,15,6,0,0,86,136,75,56,10,0,14,10,21,0,145,12,88,0,1,2,0,3,2,28,1,12,0,210,11,18,6,0,3,527,347,45
5,2000,5,45,51,20,5,0,0,65,149,38,57,9,2,22,12,22,0,155,9,73,0,0,0,0,4,2,24,0,5,0,268,20,15,2,0,10,556,317,46
5,2000,6,70,62,25,4,0,0,78,147,73,70,12,2,13,20,29,0,183,4,97,1,0,1,0,2,4,28,0,12,0,230,10,10,6,1,3,586,386,58
5,2000,7,49,72,24,3,0,0,85,157,64,53,10,2,13,18,22,1,191,12,99,1,0,2,0,2,7,44,0,11,0,186,18,27,7,0,7,531,419,76
5,2000,8,101,90,23,6,0,0,78,144,54,50,2,2,17,12,28,2,168,6,65,1,0,0,0,5,0,22,0,8,0,191,10,11,4,0,7,586,333,46
5,2000,9,56,73,22,8,0,0,67,131,50,66,6,2,3,8,16,0,158,3,90,2,0,0,0,4,5,21,0,12,0,177,13,6,1,1,12,495,336,50
5,2000,10,53,88,22,14,0,0,72,159,55,50,4,2,7,16,16,0,176,1,63,0,0,1,0,4,2,20,0,4,0,196,9,15,0,4,6,565,331,44
5,2000,11,40,68,26,0,0,1,79,127,44,35,5,1,8,18,23,0,136,2,60,1,0,1,0,1,2,26,0,3,0,178,13,5,0,2,4,457,301,55
5,2000,12,29,55,18,4,0,0,83,63,26,40,3,3,3,3,16,1,88,3,78,1,0,1,0,6,0,20,0,2,0,139,7,4,1,0,7,316,269,39
5,2001,1,36,76,20,0,0,0,77,134,50,41,6,0,11,10,16,0,135,2,87,0,0,2,0,4,2,25,0,8,1,173,6,10,1,0,13,469,324,47
5,2001,2,39,51,10,1,0,0,55,93,44,61,3,1,13,11,15,1,116,3,61,0,0,0,0,1,2,15,0,5,0,163,2,13,2,0,12,391,247,27
5,2001,3,57,45,18,1,0,1,64,130,41,49,5,3,12,21,24,0,143,1,97,1,0,2,0,7,0,22,1,2,0,200,9,23,6,0,11,474,326,41
5,2001,4,68,64,18,0,0,0,46,156,54,65,2,0,12,9,25,1,143,1,82,2,0,0,0,5,4,9,0,7,0,257,6,23,0,1,11,599,280,33
5,2001,5,64,76,23,2,0,2,60,144,43,67,5,2,12,15,26,0,140,2,72,0,0,4,0,5,2,22,0,8,0,283,5,21,3,4,15,612,294,47
5,2001,6,74,93,35,6,0,2,42,151,59,67,4,1,18,12,21,1,140,1,97,1,0,1,0,10,3,20,0,10,0,286,4,27,4,2,9,669,299,59
5,2001,7,57,73,22,9,0,1,81,154,62,78,7,0,8,7,25,0,143,0,101,1,0,2,0,4,4,19,0,14,0,252,7,22,2,2,13,607,344,46
5,2001,8,66,60,18,2,0,3,64,129,34,117,5,1,11,16,23,2,152,8,76,0,0,2,0,3,5,22,0,8,0,246,7,22,3,0,23,537,314,45
5,2001,9,55,33,20,4,0,1,63,139,37,112,3,2,23,11,25,3,158,1,53,0,0,1,0,3,3,19,0,10,0,224,9,14,0,0,13,492,293,42
5,2001,10,56,51,32,3,0,2,70,153,46,70,7,2,16,9,15,0,133,3,79,0,0,1,0,6,3,14,0,3,0,239,1,28,0,2,11,548,296,49
5,2001,11,39,56,24,5,0,3,67,116,27,60,4,1,17,6,18,2,113,2,52,0,0,1,0,6,2,24,0,8,0,212,4,22,3,1,15,455,256,50
5,2001,12,34,57,24,3,0,2,78,108,42,93,5,0,14,15,16,2,123,0,55,0,0,0,0,5,3,25,0,3,0,166,7,16,7,0,11,410,281,52
6,1990,1,22,3,2,6,0,0,127,199,46,5,0,0,2,3,9,0,210,1,288,0,0,0,0,2,1,34,0,4,0,78,8,1,0,0,0,354,659,37
6,1990,2,36,3,5,4,0,0,76,197,51,1,0,0,1,1,7,0,208,3,244,0,0,0,0,0,4,23,1,7,0,43,4,2,0,0,1,334,551,32
6,1990,3,23,9,8,2,0,0,108,135,37,2,0,0,2,1,11,0,190,12,232,0,0,0,0,1,1,18,2,4,0,58,8,2,7,0,0,264,548,27
6,1990,4,28,,5,2,0,0,80,124,52,2,0,1,5,0,14,0,172,14,195,0,0,0,0,17,4,24,0,7,0,82,1,4,4,1,1,288,471,33
6,1990,5,37,12,9,2,0,0,67,110,47,5,0,0,3,3,20,0,163,7,177,0,0,0,0,2,1,18,0,4,0,77,4,2,2,1,0,285,425,28
6,1990,6,22,6,7,3,0,0,97,117,45,1,1,0,1,0,14,0,133,3,177,0,0,0,0,15,3,24,0,11,0,75,1,2,1,1,3,268,431,34
6,1990,7,27,11,7,5,0,0,113,117,45,4,0,0,3,1,18,0,197,3,199,0,0,0,0,10,5,16,0,3,0,55,1,2,6,0,0,260,525,28
6,1990,8,20,8,8,0,0,1,120,152,42,4,1,0,1,7,9,0,196,0,260,0,0,0,0,4,1,17,0,4,0,60,3,3,4,2,0,282,593,26
6,1990,9,12,10,9,3,0,0,117,95,34,1,0,0,6,1,6,0,142,0,181,0,0,0,0,2,3,24,0,3,0,73,2,1,4,0,1,227,464,36
6,1990,10,20,13,8,3,0,1,102,121,30,2,0,0,0,0,13,0,191,1,224,0,0,0,0,9,4,21,1,7,0,78,1,4,2,0,0,265,538,33
6,1990,11,20,7,11,4,0,0,97,134,18,4,3,1,0,3,16,0,187,1,251,0,0,0,0,6,3,28,1,5,0,49,2,2,4,0,1,232,563,42
6,1990,12,18,10,8,4,0,0,66,119,29,3,0,0,3,1,13,0,234,0,303,0,0,0,0,7,2,24,1,1,0,66,0,1,4,0,0,246,627,34
6,1991,1,24,10,1,1,0,0,80,93,29,0,1,0,4,1,3,0,159,1,253,0,0,0,0,6,3,30,1,0,0,62,1,2,1,1,0,219,522,34
6,1991,2,15,8,3,4,0,0,54,92,29,0,0,0,2,0,7,0,212,0,149,0,0,0,0,14,2,22,0,0,0,52,0,1,1,2,1,200,437,27
6,1991,3,28,6,1,3,0,0,80,94,34,0,1,1,3,1,7,0,204,0,242,0,0,0,0,11,2,29,0,4,0,52,0,5,1,0,0,217,555,32
6,1991,4,40,14,6,3,0,0,91,116,27,2,0,0,0,1,5,0,201,0,278,0,0,0,0,0,3,25,0,4,0,66,0,3,1,0,0,266,595,34
6,1991,5,35,7,2,6,0,0,156,84,37,4,0,1,0,1,4,0,171,0,229,0,0,0,0,0,5,12,0,7,0,65,0,3,0,1,0,234,568,19
6,1991,6,32,18,2,5,0,0,119,76,36,0,0,0,0,1,9,0,183,0,193,0,0,0,0,0,2,26,0,0,0,94,1,0,2,1,0,261,521,30
6,1991,7,38,12,7,9,0,0,107,100,27,7,0,1,2,1,15,0,240,0,250,0,0,0,0,0,2,36,1,8,0,45,0,3,4,0,0,231,633,45
6,1991,8,25,15,3,6,0,0,129,90,35,0,0,1,0,1,6,0,243,0,267,1,0,0,0,0,3,28,0,3,0,71,1,4,5,1,0,242,667,35
6,1991,9,34,19,7,2,0,0,134,79,29,0,1,1,2,3,11,0,241,0,216,0,1,0,0,0,1,30,0,3,0,68,0,5,3,2,0,231,621,38
6,1991,10,23,19,7,5,0,0,141,140,18,0,0,0,0,0,18,0,232,0,192,0,0,0,0,0,2,22,0,5,0,68,0,1,2,1,0,273,587,31
6,1991,11,15,9,6,7,0,0,85,89,29,3,0,2,1,2,10,0,215,0,174,0,0,0,0,0,1,23,0,2,0,63,0,2,5,0,0,212,497,30
6,1991,12,19,10,2,3,0,0,63,112,22,2,2,1,0,2,8,0,164,0,138,0,0,0,0,0,5,48,0,2,0,49,0,0,0,0,0,215,413,55
6,1992,1,23,9,0,2,0,0,89,94,26,0,0,1,0,1,10,0,140,0,157,0,0,0,0,0,1,31,0,5,0,50,0,2,0,0,0,204,417,32
6,1992,2,40,12,3,2,0,0,80,122,44,5,0,1,0,0,8,0,196,0,186,0,0,0,0,0,4,28,0,4,0,77,0,2,3,0,0,297,490,35
6,1992,3,39,12,7,0,0,0,77,101,23,0,0,0,0,0,3,0,141,0,163,0,0,0,0,0,2,41,0,2,0,70,0,4,1,0,0,245,422,50
6,1992,4,36,12,3,2,0,0,80,100,34,1,1,3,1,1,5,0,159,0,184,0,0,0,0,0,3,22,0,5,0,66,0,5,0,1,0,250,445,28
6,1992,5,36,36,3,4,0,0,92,124,42,2,0,0,3,2,10,0,193,0,227,2,0,0,0,0,2,22,0,7,0,81,0,2,2,3,1,323,534,29
6,1992,6,39,28,1,4,0,0,106,127,32,2,0,0,0,1,10,0,166,0,214,0,0,0,0,0,3,28,0,1,0,60,1,0,3,1,0,290,514,32
6,1992,7,40,38,7,3,0,0,102,85,25,4,0,0,2,1,17,0,213,0,215,1,0,0,0,1,2,27,0,4,0,67,1,1,2,1,0,258,557,37
6,1992,8,39,41,0,6,0,0,93,118,33,4,1,0,0,4,9,0,174,0,234,0,0,0,0,4,4,44,0,5,0,71,1,2,4,0,1,308,545,48
6,1992,9,31,33,4,3,0,0,63,160,36,3,0,0,3,4,13,1,178,0,216,2,0,0,0,5,2,19,0,8,0,101,2,3,0,0,1,364,476,27
6,1992,10,40,41,11,4,0,0,66,214,40,5,0,0,1,3,15,0,215,0,193,0,0,0,0,1,2,46,0,4,0,109,2,6,0,0,2,448,520,59
6,1992,11,3,17,5,4,0,0,73,214,37,2,0,0,1,4,15,0,221,1,179,0,0,0,0,2,4,29,0,7,0,68,5,5,2,0,0,343,502,38
6,1992,12,36,54,2,1,0,0,94,194,25,0,0,0,0,0,16,0,166,0,173,0,0,0,0,0,1,43,0,3,0,80,2,2,1,1,1,390,476,46
6,1993,1,42,47,5,3,0,1,72,228,30,7,0,1,0,4,24,0,180,1,226,0,0,0,0,0,2,41,0,2,0,108,8,2,0,9,0,458,519,48
6,1993,2,28,35,5,9,0,0,53,170,32,4,0,0,2,2,16,0,155,1,153,0,0,0,0,0,5,26,0,6,0,78,4,5,3,0,1,352,387,36
6,1993,3,34,42,6,3,0,0,68,158,31,0,0,0,2,2,10,0,166,0,163,0,0,0,0,0,4,42,0,6,0,115,6,2,2,0,1,383,439,52
6,1993,4,18,51,8,4,0,1,69,156,41,2,0,0,4,5,9,0,158,0,144,1,0,0,0,0,2,33,0,8,0,93,1,5,1,4,1,363,404,44
6,1993,5,29,55,5,4,0,0,66,164,35,3,0,0,1,3,11,0,193,0,119,0,0,0,0,0,3,18,0,8,0,98,5,6,0,0,0,385,396,26
6,1993,6,20,48,5,3,0,0,89,150,38,7,0,1,1,2,6,0,151,0,141,0,0,0,0,0,4,21,0,10,0,94,3,10,5,0,0,353,402,30
6,1993,7,22,81,5,1,0,0,57,152,23,4,1,2,0,6,11,0,237,0,140,0,0,0,0,0,3,29,0,6,0,104,0,4,1,0,1,383,463,37
6,1993,8,19,48,8,2,0,0,96,179,32,2,0,3,1,6,20,0,247,0,157,0,0,0,0,0,0,21,0,11,0,102,8,8,4,0,2,382,521,29
6,1993,9,23,71,10,4,0,0,73,167,29,6,2,2,4,4,12,0,220,1,196,0,0,0,0,0,3,35,0,3,0,94,9,11,0,3,1,388,524,48
6,1993,10,22,47,7,6,0,0,67,180,44,2,1,1,4,2,20,0,186,0,178,0,0,0,0,0,2,20,0,7,0,100,3,7,3,1,2,399,451,29
6,1993,11,12,27,8,0,0,0,54,144,35,2,0,0,1,5,6,0,160,0,159,0,0,0,0,0,1,29,0,2,0,85,5,4,1,0,0,303,402,38
6,1993,12,17,39,3,4,0,0,83,190,35,4,0,0,1,1,6,0,216,0,176,1,0,0,0,0,0,40,0,1,0,81,5,10,1,1,0,366,515,44
6,1994,1,4,8,4,3,0,0,74,136,46,5,2,1,2,5,7,1,155,0,100,0,0,0,0,0,1,18,0,6,0,103,4,3,2,0,0,300,347,23
6,1994,2,10,27,9,3,0,0,50,159,36,2,0,2,2,4,7,0,161,0,115,0,0,0,0,0,1,17,0,6,0,59,4,3,1,0,1,294,343,27
6,1994,3,19,41,9,2,0,0,59,166,43,0,0,0,2,2,3,0,177,0,116,0,0,0,0,0,2,18,0,5,0,87,4,12,1,0,1,358,370,29
6,1994,4,27,34,7,7,0,0,55,168,43,12,0,0,0,4,6,0,176,0,109,0,0,0,0,0,2,25,0,3,0,120,2,9,0,2,0,399,365,34
6,1994,5,26,29,5,1,0,1,54,172,39,7,1,0,5,4,14,0,204,1,149,1,0,0,0,0,3,21,0,3,0,118,5,5,3,2,3,385,428,30
6,1994,6,14,44,0,2,0,0,57,147,39,0,0,0,1,6,16,0,207,0,159,0,0,0,0,0,2,18,0,5,0,83,5,8,3,2,0,329,441,20
6,1994,7,21,41,7,4,0,0,56,148,41,4,0,0,6,4,16,0,200,1,139,1,0,1,0,0,1,26,0,10,0,120,7,10,4,0,1,375,421,35
6,1994,8,18,35,6,2,0,0,58,129,35,2,0,1,2,4,12,0,177,0,139,1,0,1,0,0,2,23,0,5,0,98,3,12,1,1,0,317,397,32
6,1994,9,18,27,2,1,0,0,64,133,27,6,0,1,1,3,18,0,179,0,147,0,0,0,0,0,0,27,0,7,0,70,4,7,1,1,0,276,417,29
6,1994,10,28,37,1,3,0,0,60,188,25,7,0,1,3,5,11,1,203,1,112,1,0,0,0,1,2,26,0,9,0,97,4,7,0,0,0,378,401,30
6,1994,11,16,39,2,3,0,0,72,180,30,3,1,0,4,3,12,0,157,0,133,0,0,0,0,0,4,24,1,13,0,85,6,7,0,1,1,353,386,30
6,1994,12,16,36,4,5,0,0,92,131,37,7,1,1,4,3,7,0,159,1,126,0,0,0,0,1,3,25,0,12,0,95,5,13,1,0,3,320,402,32
