 BEATPLUS,YEAR,MONTH,AGGASS,ARSON,BURGLARY,CMIS,DRUGS,GAMBLING,LARCENY,MENACING,MVTHEFT,MURDER_MANSLAUGHTER,DISCONDUCT,PROSTITUTION,RAPE,ROBBERY,SIMPASS,TRESPASS,WEAPONS,VCI,P1P,P1V
44,1993,1,0,0,19,28,0,0,74,0,19,0,32,0,0,2,18,3,2,80,114,2
44,1993,2,0,0,23,37,0,0,48,0,10,0,33,0,1,5,5,3,2,77,86,6
44,1993,3,0,0,41,24,0,0,91,0,20,0,39,0,3,6,17,3,2,82,158,9
44,1993,4,4,2,29,36,1,0,92,0,14,0,31,0,0,4,11,4,3,84,139,8
44,1993,5,1,1,29,32,0,0,79,1,6,0,39,0,0,13,14,5,1,87,127,14
44,1993,6,2,0,39,29,2,0,85,0,16,0,35,1,0,2,16,1,4,86,142,4
44,1993,7,1,1,49,47,1,0,83,1,6,0,49,0,0,3,18,4,1,117,141,4
44,1993,8,2,0,43,30,1,0,87,0,18,0,47,0,0,5,12,6,7,97,153,7
44,1993,9,1,0,56,30,5,0,67,0,8,0,38,0,1,4,14,6,9,96,135,6
44,1993,10,1,0,45,50,4,0,86,0,16,0,54,0,1,4,14,13,6,128,151,6
44,1993,11,1,1,30,24,5,0,84,1,8,0,32,0,1,5,6,13,3,71,127,7
44,1993,12,1,0,34,30,5,0,73,0,10,0,47,0,0,4,12,6,3,97,121,5
44,1994,1,1,0,15,19,2,0,73,0,9,0,41,0,0,5,15,3,4,81,102,6
44,1994,2,3,1,24,21,3,0,58,2,4,0,49,0,0,3,13,3,0,87,89,6
44,1994,3,2,0,18,31,2,0,48,2,8,0,46,0,1,10,15,4,7,101,84,13
44,1994,4,1,0,15,31,1,0,59,1,11,0,41,0,0,6,20,2,4,97,91,7
44,1994,5,1,0,19,26,4,0,77,0,9,0,31,0,1,3,25,2,2,88,108,5
44,1994,6,1,1,20,33,0,0,72,0,10,0,24,0,3,2,8,7,3,69,104,6
44,1994,7,0,1,42,40,1,0,86,0,13,1,39,1,1,1,16,4,3,100,142,3
44,1994,8,0,0,33,27,2,0,84,0,12,0,33,0,0,4,16,7,2,80,133,4
44,1994,9,2,1,23,25,9,0,84,0,14,0,38,0,1,4,13,8,3,89,125,7
44,1994,10,1,0,24,24,13,0,75,0,18,0,27,0,0,6,15,5,5,84,123,7
44,1994,11,2,1,40,26,2,0,84,0,14,1,30,0,0,9,11,4,1,71,147,12
44,1994,12,2,1,20,38,5,0,76,0,10,0,31,0,0,8,11,4,5,91,114,10
44,1995,1,0,1,34,22,4,0,68,0,13,0,34,1,0,0,18,1,1,80,115,0
44,1995,2,1,0,22,17,4,0,58,0,8,0,29,0,1,4,5,1,1,56,92,6
44,1995,3,1,1,16,31,6,0,66,0,13,0,31,0,0,4,9,3,1,79,99,5
44,1995,4,2,3,17,26,4,0,73,0,6,0,31,0,2,6,11,2,1,76,102,10
44,1995,5,2,0,28,22,3,0,70,0,7,0,37,0,0,5,7,7,8,77,110,7
44,1995,6,1,1,35,34,6,0,79,0,12,0,50,0,1,3,9,4,6,106,129,5
44,1995,7,1,0,26,29,7,0,114,1,10,0,41,0,1,4,11,3,2,90,154,6
44,1995,8,3,5,30,25,7,0,80,0,13,0,48,1,0,3,10,6,4,99,126,6
44,1995,9,2,2,27,34,3,0,85,0,4,0,36,0,1,6,9,3,5,89,122,9
44,1995,10,4,2,25,33,4,0,80,0,5,0,40,0,0,6,11,4,5,95,116,10
44,1995,11,1,0,32,33,1,0,58,1,12,0,40,0,1,9,14,3,5,93,111,11
44,1995,12,1,0,20,17,2,0,73,0,15,1,48,0,1,9,19,2,0,86,117,12
44,1996,1,2,0,15,30,3,0,66,0,16,0,48,1,1,5,22,5,2,105,102,8
44,1996,2,1,0,21,29,3,0,60,1,8,0,46,0,0,7,13,2,5,96,96,8
44,1996,3,5,0,16,38,1,0,79,0,8,0,51,0,1,4,17,5,2,109,107,10
44,1996,4,3,1,10,28,3,0,52,1,19,0,55,0,0,2,2,4,3,92,83,5
44,1996,5,3,0,23,43,9,0,51,2,12,0,54,0,1,4,15,8,6,127,90,8
44,1996,6,4,2,22,41,2,0,78,0,14,0,59,0,2,3,19,2,2,125,117,9
44,1996,7,1,2,42,40,3,0,76,0,10,0,48,0,3,5,13,8,1,107,133,9
44,1996,8,2,0,22,26,0,0,80,0,14,0,39,0,1,4,8,1,3,76,120,7
44,1996,9,3,0,28,32,5,0,56,0,9,0,24,2,0,9,11,3,1,73,102,12
44,1996,10,4,1,23,30,2,0,66,1,20,0,36,0,0,6,10,4,6,85,115,10
44,1996,11,1,0,11,25,2,0,59,1,17,0,42,2,0,7,12,0,2,83,94,8
44,1996,12,1,0,19,20,3,0,59,0,12,0,34,0,1,6,9,3,0,66,96,8
44,1997,1,0,1,12,26,1,0,77,0,20,0,32,1,0,3,9,4,1,70,112,3
44,1997,2,0,0,14,22,1,0,53,0,16,0,34,0,1,3,9,4,0,66,86,4
44,1997,3,1,2,8,24,6,0,62,0,17,0,44,0,1,6,13,0,4,93,93,8
44,1997,4,0,1,15,44,3,0,59,0,19,1,39,0,1,9,11,5,2,100,102,11
44,1997,5,2,2,22,55,3,0,73,0,21,0,55,0,1,4,7,5,3,125,120,7
44,1997,6,1,1,16,43,5,0,74,0,13,0,48,0,3,5,8,5,3,108,108,9
44,1997,7,1,0,24,29,7,0,70,1,11,0,33,0,0,6,6,5,3,78,111,7
44,1997,8,2,0,33,28,0,0,89,0,10,0,36,2,0,8,7,2,0,71,140,10
44,1997,9,4,0,9,27,1,0,61,0,7,0,33,1,1,9,10,1,2,73,86,14
44,1997,10,0,1,13,20,4,0,66,0,12,0,47,1,0,6,13,0,2,87,97,6
44,1997,11,4,6,20,27,3,0,64,0,19,0,31,0,2,9,11,2,0,78,112,15
44,1997,12,1,1,15,23,1,0,71,3,23,0,43,0,0,7,7,6,0,75,116,8
44,1998,1,2,0,11,27,0,0,62,0,23,0,36,1,0,5,4,3,1,68,101,7
44,1998,2,1,2,10,17,2,0,50,0,11,1,33,0,3,5,4,3,2,60,76,10
44,1998,3,4,0,8,18,3,0,58,1,15,0,35,0,0,5,7,10,3,66,86,9
44,1998,4,1,1,19,23,9,0,68,0,9,0,30,1,0,3,12,2,1,76,99,4
44,1998,5,0,1,11,21,6,0,57,0,7,0,36,0,0,4,9,5,4,77,79,4
44,1998,6,0,0,15,29,2,0,51,0,8,0,47,0,2,11,15,6,5,98,85,13
44,1998,7,0,1,20,41,4,0,75,0,7,0,37,0,1,6,6,4,0,89,108,7
44,1998,8,4,1,22,30,4,0,86,0,7,0,33,0,1,6,7,2,1,76,121,11
44,1998,9,1,0,22,31,3,0,89,0,14,0,24,1,1,2,11,3,2,71,127,4
44,1998,10,0,0,23,26,3,0,69,1,17,0,49,0,0,6,10,3,2,90,115,6
44,1998,11,1,0,12,30,2,0,44,2,14,0,38,0,1,1,9,2,1,80,71,3
44,1998,12,3,1,14,17,4,0,66,0,8,0,30,0,0,2,6,3,1,59,90,5
44,1999,1,0,0,9,12,4,0,43,0,7,0,44,0,2,1,8,3,0,68,60,3
44,1999,2,1,0,9,17,3,0,39,0,11,0,42,0,0,3,7,4,1,70,62,4
44,1999,3,1,0,7,20,5,0,42,0,5,0,28,0,0,2,2,4,2,57,56,3
44,1999,4,1,0,16,21,7,0,58,1,6,0,31,1,2,0,2,3,0,61,80,3
44,1999,5,3,2,21,28,10,0,59,0,12,1,41,0,3,6,7,4,2,90,98,13
44,1999,6,2,0,7,18,3,0,69,0,10,0,57,0,1,4,8,3,1,87,90,7
44,1999,7,1,0,10,22,4,0,41,0,13,0,43,1,0,1,10,5,3,82,65,2
44,1999,8,1,0,11,17,7,0,64,0,4,1,29,1,2,2,8,6,0,61,81,6
44,1999,9,0,0,14,16,7,0,34,0,14,0,28,0,1,2,12,9,1,64,64,3
44,1999,10,2,0,12,30,9,0,47,0,9,0,40,0,0,2,14,0,0,93,70,4
44,1999,11,1,0,21,39,8,0,43,0,10,0,34,2,1,8,7,3,4,92,82,10
44,1999,12,1,0,8,24,3,0,85,0,3,0,29,2,0,7,5,3,1,62,103,8
44,2000,1,1,0,10,23,2,0,37,0,12,0,47,1,1,3,3,4,2,77,62,5
44,2000,2,3,0,7,28,5,0,43,0,18,0,29,0,1,1,6,3,1,69,69,5
44,2000,3,1,0,7,27,5,0,42,2,6,0,29,0,1,0,10,3,1,72,55,2
44,2000,4,2,1,9,20,9,0,30,0,4,0,26,0,4,1,7,2,1,64,44,7
44,2000,5,2,2,9,29,8,0,44,0,7,0,46,0,0,2,12,5,1,98,62,4
44,2000,6,1,0,10,36,2,0,54,0,13,0,29,0,0,3,11,2,2,80,80,4
44,2000,7,0,1,14,31,6,0,59,0,7,0,35,0,1,1,3,4,1,77,81,2
44,2000,8,0,0,19,35,5,0,46,0,9,0,32,0,0,2,4,1,6,82,76,2
44,2000,9,0,1,16,25,4,0,57,0,12,0,23,1,0,2,10,3,3,66,87,2
44,2000,10,2,0,12,21,1,0,50,0,15,0,33,0,0,3,9,1,0,64,80,5
44,2000,11,0,0,14,29,3,0,48,1,13,0,17,0,1,1,6,1,2,57,76,2
44,2000,12,2,0,8,30,1,0,33,0,5,0,24,0,1,3,5,1,4,64,49,6
44,2001,1,0,0,7,21,1,0,62,0,5,0,31,1,1,1,8,0,1,62,75,2
44,2001,2,0,1,5,19,4,0,48,0,4,0,22,0,0,3,3,2,1,50,60,3
44,2001,3,0,0,5,16,1,0,40,0,2,0,24,0,1,1,7,2,1,49,48,2
44,2001,4,2,1,10,26,5,0,52,0,2,1,27,0,0,5,5,0,0,64,69,8
44,2001,5,0,0,11,30,5,0,82,0,4,0,28,0,0,2,5,5,1,69,99,2
44,2001,6,4,3,13,28,7,0,100,0,4,0,35,0,0,6,7,1,2,82,123,10
44,2001,7,2,0,10,22,3,0,73,0,6,0,39,0,2,3,8,4,2,74,92,7
44,2001,8,1,0,13,26,7,0,70,0,1,0,25,0,0,4,10,1,3,71,88,5
44,2001,9,1,0,4,19,2,0,54,0,2,0,38,0,2,1,11,0,2,72,61,4
44,2001,10,2,1,10,21,4,0,68,0,3,0,22,0,0,5,9,5,3,60,86,7
44,2001,11,0,0,10,19,5,0,56,0,3,0,35,0,1,5,6,4,3,68,74,6
44,2001,12,3,0,8,15,4,0,65,0,1,0,27,0,0,3,5,4,0,51,77,6
61,1991,1,3,3,39,47,3,0,77,2,17,0,56,0,0,8,26,1,0,135,141,11
61,1991,2,1,0,25,63,4,0,84,3,18,0,66,0,1,6,21,3,0,154,133,8
61,1991,3,6,1,53,51,9,0,77,1,15,2,56,0,1,6,19,4,1,137,151,15
61,1991,4,3,0,35,64,5,0,86,5,16,0,52,0,0,4,32,3,4,157,141,7
61,1991,5,0,4,45,73,4,1,91,3,20,0,67,1,0,3,34,8,1,183,159,3
61,1991,6,4,2,27,74,2,0,103,3,18,0,67,2,0,8,32,2,2,179,156,12
61,1991,7,3,0,46,81,5,0,93,8,17,0,78,0,1,2,40,4,3,207,158,6
61,1991,8,7,4,34,51,4,0,127,7,15,0,52,0,1,10,32,7,1,144,186,18
61,1991,9,5,4,51,53,2,0,100,4,17,0,63,0,2,13,24,5,2,148,181,20
61,1991,10,4,0,45,73,5,0,99,5,22,0,53,0,1,9,19,6,3,153,175,14
61,1991,11,4,1,53,64,6,0,90,4,20,1,54,0,2,12,15,2,3,143,175,19
61,1991,12,2,4,52,64,6,0,77,8,26,0,47,0,1,12,16,6,3,140,167,15
61,1992,1,1,3,52,53,6,0,102,2,30,0,40,2,0,4,16,4,2,120,188,5
61,1992,2,6,2,32,53,6,0,76,5,29,0,38,4,0,4,15,6,0,114,141,10
61,1992,3,1,1,23,66,5,0,63,2,20,0,54,1,1,6,22,3,2,150,112,8
61,1992,4,2,1,50,80,2,0,69,10,19,0,53,3,1,2,28,3,2,166,140,5
61,1992,5,4,5,48,74,3,0,76,3,21,1,66,2,4,7,25,3,2,175,152,16
61,1992,6,5,2,55,75,2,0,100,5,28,0,46,0,0,6,30,6,2,157,189,11
61,1992,7,2,0,53,75,5,0,94,5,18,0,61,2,2,8,31,6,0,172,173,12
61,1992,8,6,4,47,52,5,0,100,6,22,0,48,0,1,9,25,5,3,137,178,16
61,1992,9,5,2,43,47,2,0,78,2,22,0,58,1,2,13,20,4,2,131,156,20
61,1992,10,2,0,43,71,7,0,72,3,27,1,51,0,0,6,29,8,3,161,148,9
61,1992,11,5,0,45,57,7,0,85,3,29,0,48,0,3,9,15,8,6,133,168,17
61,1992,12,4,4,54,42,5,0,102,3,27,0,40,2,0,20,24,4,14,129,203,24
61,1993,1,5,1,51,49,3,0,76,0,31,1,27,0,0,16,24,4,4,108,174,22
61,1993,2,1,2,34,27,1,0,58,1,26,0,29,0,0,4,19,5,2,80,122,5
61,1993,3,3,3,22,40,1,0,64,2,27,0,33,2,1,8,30,9,6,113,121,12
61,1993,4,1,2,48,44,3,0,68,1,26,2,52,1,0,4,19,4,6,126,146,7
61,1993,5,6,0,37,43,5,0,83,0,29,0,59,2,1,7,24,6,13,144,156,14
61,1993,6,9,5,36,51,6,0,67,1,11,0,58,2,1,3,26,4,9,155,117,13
61,1993,7,5,3,46,61,6,0,84,0,25,0,61,1,1,11,21,5,5,157,166,17
61,1993,8,6,1,48,41,3,0,84,1,19,3,48,0,0,9,27,5,9,129,160,18
61,1993,9,5,2,42,50,6,0,66,0,18,1,53,0,1,10,27,2,6,144,136,17
61,1993,10,3,6,36,59,3,0,60,1,17,0,41,2,1,15,22,1,9,140,128,19
61,1993,11,5,3,27,57,4,0,55,0,12,0,40,1,2,10,32,4,1,137,104,17
61,1993,12,0,4,38,21,3,0,65,1,13,0,57,1,1,5,32,3,8,125,121,6
61,1994,1,0,1,24,27,7,0,51,1,16,0,35,0,1,12,26,4,4,100,103,13
61,1994,2,4,2,17,34,3,0,46,2,17,0,48,2,0,5,30,1,6,123,85,9
61,1994,3,4,2,24,36,3,0,58,1,17,0,49,0,1,9,31,9,6,127,108,14
61,1994,4,4,1,13,44,6,0,66,0,18,0,39,0,1,4,25,5,11,126,101,9
61,1994,5,4,4,18,31,6,1,54,1,10,0,43,2,1,7,34,6,15,133,89,12
61,1994,6,10,2,29,39,3,0,64,0,16,0,64,0,1,6,31,5,9,148,115,17
61,1994,7,4,1,52,53,7,0,83,1,12,0,50,0,2,8,25,1,14,150,155,14
61,1994,8,4,2,41,52,6,0,88,3,10,0,63,1,0,13,33,4,9,165,152,17
61,1994,9,1,2,30,47,6,0,72,0,15,0,45,2,1,13,27,6,7,134,130,15
61,1994,10,4,2,26,36,5,0,56,0,5,0,41,0,1,13,24,1,10,118,100,18
61,1994,11,7,3,27,32,6,0,43,1,12,0,51,0,1,18,25,4,7,124,100,26
61,1994,12,6,2,36,45,2,0,63,0,10,0,40,0,1,13,33,2,9,131,122,20
61,1995,1,6,1,34,29,4,0,76,0,22,0,40,0,3,6,25,3,9,108,138,15
61,1995,2,0,2,21,29,4,0,43,1,8,0,44,4,1,6,21,6,4,104,78,7
61,1995,3,3,1,30,41,5,0,45,0,9,0,63,0,0,7,33,3,9,152,91,10
61,1995,4,4,2,33,45,9,0,50,1,15,0,50,1,2,2,24,4,6,136,100,8
61,1995,5,5,4,45,44,4,0,59,1,4,0,60,0,0,6,26,7,10,148,114,11
61,1995,6,4,2,29,28,8,0,81,0,20,2,63,0,2,1,36,6,10,147,131,9
61,1995,7,8,3,40,50,9,0,66,0,16,0,68,0,2,7,19,5,12,161,129,17
61,1995,8,6,0,43,39,12,0,71,0,17,1,57,0,2,5,33,6,4,145,136,14
61,1995,9,5,1,32,49,19,0,84,1,17,0,47,0,1,7,19,0,5,140,140,13
61,1995,10,2,0,33,38,14,0,99,0,14,0,43,0,2,15,30,7,9,134,161,19
61,1995,11,2,3,42,48,10,0,97,0,14,1,46,0,0,7,24,3,9,140,160,10
61,1995,12,2,3,33,26,12,0,61,1,26,0,40,0,1,6,32,4,6,119,126,9
61,1996,1,1,0,43,25,11,0,53,0,20,0,48,0,1,8,23,4,6,113,124,10
61,1996,2,4,0,34,29,16,0,45,0,22,0,57,0,0,8,20,3,6,128,109,12
61,1996,3,4,0,27,32,9,0,43,0,21,0,50,1,1,8,17,6,8,116,99,13
61,1996,4,2,0,22,33,9,0,41,0,27,0,58,0,0,8,26,1,9,135,98,10
61,1996,5,4,1,25,37,8,0,63,0,9,0,74,0,1,6,31,8,6,157,103,11
61,1996,6,7,2,38,52,7,0,81,0,14,0,53,1,0,9,33,2,3,150,142,16
61,1996,7,3,1,44,44,8,0,66,2,17,1,63,0,0,7,31,5,8,155,134,11
61,1996,8,5,0,44,44,8,0,54,0,21,0,64,0,0,8,25,0,6,147,127,13
61,1996,9,5,1,47,37,4,0,47,0,14,0,47,0,3,6,25,2,3,117,114,14
61,1996,10,2,2,31,32,5,0,51,0,17,1,44,0,1,12,17,4,4,104,111,16
61,1996,11,0,2,27,32,7,0,35,1,24,0,38,0,1,8,19,3,6,104,94,9
61,1996,12,4,4,37,29,11,0,60,0,19,1,38,0,2,10,20,5,6,108,126,17
61,1997,1,6,4,30,34,6,0,59,0,26,0,41,0,1,12,21,3,6,112,127,19
61,1997,2,2,1,13,24,5,0,38,0,14,0,45,0,0,10,15,4,2,92,75,12
61,1997,3,7,3,21,41,5,0,38,0,20,0,56,0,1,5,28,3,9,142,84,13
61,1997,4,0,4,28,39,8,0,48,0,25,0,63,1,1,7,19,3,4,137,108,8
61,1997,5,6,4,29,49,10,0,55,1,17,1,67,0,1,13,18,2,3,151,114,21
61,1997,6,4,2,24,38,16,0,54,2,13,1,53,0,2,3,15,5,6,130,94,10
61,1997,7,3,0,45,43,6,0,63,1,16,1,55,0,0,5,18,5,3,125,129,9
61,1997,8,4,3,37,42,12,0,60,0,12,0,65,0,0,5,26,7,11,159,114,9
61,1997,9,2,2,28,31,11,0,71,0,21,0,42,0,3,12,20,5,2,108,132,17
61,1997,10,6,4,44,51,5,0,58,0,18,1,57,0,3,21,20,5,9,146,141,31
61,1997,11,8,1,30,32,7,0,50,0,27,0,55,0,2,11,19,5,3,117,118,21
61,1997,12,2,1,46,44,3,0,35,0,41,0,49,0,0,13,16,4,4,117,135,15
61,1998,1,4,3,22,30,9,0,46,0,29,0,53,0,1,12,13,4,10,118,109,17
61,1998,2,2,3,26,26,8,0,30,0,13,0,43,0,1,16,14,5,4,98,85,19
61,1998,3,4,1,21,40,4,0,42,0,17,0,64,1,0,10,21,8,12,142,90,14
61,1998,4,2,3,21,37,10,0,57,2,22,0,66,2,0,9,29,8,4,149,109,11
61,1998,5,2,0,25,44,8,0,54,0,19,0,72,1,1,1,25,7,5,154,99,4
61,1998,6,3,1,28,46,6,0,48,0,12,0,46,1,0,2,18,5,6,123,90,5
61,1998,7,1,0,28,36,8,0,65,0,15,0,56,0,2,6,19,5,5,124,114,9
61,1998,8,5,3,20,35,13,0,67,1,18,0,71,0,2,8,18,1,7,147,113,15
61,1998,9,2,0,21,26,12,0,47,1,30,2,55,2,0,6,18,5,9,120,104,10
61,1998,10,3,0,17,21,2,0,42,1,22,0,48,0,3,4,22,8,8,101,85,10
61,1998,11,5,0,20,36,10,0,46,0,16,0,51,0,4,3,15,2,2,114,85,12
61,1998,12,2,3,12,31,5,0,41,0,13,0,53,0,1,8,16,8,6,114,74,11
61,1999,1,3,1,9,17,9,0,36,1,15,0,44,0,0,4,24,6,4,99,64,7
61,1999,2,0,2,24,26,8,0,27,0,11,0,37,0,0,3,6,4,3,82,65,3
61,1999,3,1,2,10,19,9,0,33,0,14,0,42,0,0,2,13,4,1,86,59,3
61,1999,4,3,1,18,31,21,0,33,0,7,0,37,0,0,6,15,2,1,106,64,9
61,1999,5,6,4,15,39,14,0,41,0,15,0,66,0,1,3,21,1,4,148,74,10
61,1999,6,2,1,28,38,16,0,46,2,15,0,55,0,0,6,23,3,2,135,95,8
61,1999,7,2,6,31,38,14,0,62,0,16,0,64,0,3,0,21,3,2,145,109,5
61,1999,8,3,1,15,41,12,0,46,0,13,0,59,0,1,8,23,2,7,143,82,12
61,1999,9,4,5,19,37,16,0,44,1,17,0,44,0,0,3,15,5,3,120,83,7
61,1999,10,1,0,18,46,12,0,50,1,14,0,46,0,1,6,10,2,3,117,88,8
61,1999,11,1,2,15,41,9,0,65,0,18,0,44,0,1,6,11,6,7,114,104,8
61,1999,12,2,1,23,32,13,0,51,0,15,0,51,0,1,7,10,3,4,111,96,10
61,2000,1,1,0,20,21,14,0,42,0,21,0,51,0,0,6,10,1,1,97,89,7
61,2000,2,3,0,9,36,13,0,45,0,24,0,51,0,0,2,12,3,4,116,80,5
61,2000,3,0,0,17,29,10,0,45,0,14,0,65,1,2,2,20,6,6,130,78,4
61,2000,4,2,2,19,56,16,0,36,0,23,0,67,0,1,1,15,2,4,160,79,4
61,2000,5,1,7,25,36,13,0,27,0,15,1,53,0,0,2,14,2,4,127,69,4
61,2000,6,3,2,20,31,11,0,65,1,23,0,62,1,1,4,15,3,6,127,112,8
61,2000,7,2,2,34,37,13,0,66,0,15,1,47,0,3,7,17,3,5,121,122,13
61,2000,8,2,1,25,47,14,0,60,0,17,0,50,0,1,1,15,2,3,130,103,4
61,2000,9,3,0,16,35,20,0,54,0,20,0,59,0,0,1,15,5,7,136,91,4
61,2000,10,3,0,24,37,7,0,54,0,18,1,46,1,1,6,20,2,4,114,102,11
61,2000,11,3,2,17,23,4,0,52,0,22,0,50,0,1,6,11,3,4,94,97,10
61,2000,12,2,0,16,25,3,0,44,0,18,0,33,0,3,8,10,4,4,75,86,13
61,2001,1,2,0,14,33,5,0,43,1,7,0,41,0,0,3,17,1,5,101,67,5
61,2001,2,1,1,11,19,6,0,35,0,5,0,27,0,0,3,4,1,2,59,54,4
61,2001,3,3,2,13,34,9,0,40,0,5,0,45,0,1,7,12,1,4,106,65,11
61,2001,4,2,1,12,33,7,0,49,1,4,0,39,0,1,6,11,2,1,92,71,9
61,2001,5,5,3,17,42,7,0,62,1,5,0,49,1,1,5,9,4,2,112,89,11
61,2001,6,3,1,25,53,7,0,92,1,2,1,57,0,0,2,16,2,8,142,121,6
61,2001,7,7,0,23,33,7,0,101,0,8,0,76,0,0,6,8,5,5,129,138,13
61,2001,8,6,0,24,35,16,0,84,0,4,0,63,0,0,4,21,2,5,140,116,10
61,2001,9,3,2,17,28,14,0,58,1,5,0,59,0,4,3,14,1,3,120,83,10
61,2001,10,3,2,29,37,4,0,81,1,5,0,46,0,1,7,20,3,4,113,122,11
61,2001,11,2,0,16,47,11,0,95,0,7,0,43,0,0,3,11,3,5,117,121,5
61,2001,12,3,1,10,48,4,0,84,0,2,1,42,0,0,3,3,0,2,100,99,7
62,1991,1,6,3,49,47,15,0,52,6,15,1,45,2,1,6,48,4,3,161,122,14
62,1991,2,7,1,44,51,13,0,62,8,20,2,52,1,1,7,40,3,4,161,133,17
62,1991,3,4,7,51,63,9,0,70,3,24,1,67,1,3,10,42,3,4,192,155,18
62,1991,4,7,4,43,60,20,0,63,8,16,0,70,1,0,14,47,6,2,203,136,21
62,1991,5,7,6,29,85,21,0,88,14,28,1,92,5,4,11,62,6,7,273,156,23
62,1991,6,8,1,32,73,18,0,59,13,15,1,85,6,3,8,60,7,4,241,114,20
62,1991,7,13,7,48,66,10,0,58,8,13,0,92,7,1,6,48,7,1,224,125,20
62,1991,8,9,13,52,66,14,0,87,12,15,0,66,0,4,7,56,7,7,222,161,20
62,1991,9,9,2,46,74,11,0,84,3,17,0,60,0,4,10,55,4,9,211,157,23
62,1991,10,13,4,57,57,15,0,96,6,14,4,55,1,2,14,45,2,4,180,181,33
62,1991,11,4,10,44,52,8,0,95,11,23,1,31,3,4,10,23,3,7,131,172,19
62,1991,12,6,2,60,61,10,0,85,7,17,0,43,1,1,22,39,6,5,160,184,29
62,1992,1,8,2,53,43,9,0,95,7,21,0,48,7,4,15,36,4,5,143,184,27
62,1992,2,8,1,35,61,13,0,80,4,23,0,41,40,0,17,29,4,7,152,155,25
62,1992,3,5,8,37,57,6,0,57,7,15,0,47,8,2,10,36,5,2,156,119,17
62,1992,4,9,1,45,65,10,0,69,11,20,0,58,14,2,12,35,2,6,175,146,23
62,1992,5,12,5,43,71,8,0,74,12,16,1,67,6,1,11,59,7,8,218,144,25
62,1992,6,10,3,38,53,19,0,92,10,20,0,47,8,0,3,47,2,7,176,153,13
62,1992,7,13,2,36,69,17,0,85,3,19,0,55,22,1,10,57,2,3,203,150,24
62,1992,8,12,3,33,51,13,0,73,14,25,0,64,5,4,11,65,1,7,203,142,27
62,1992,9,6,2,41,48,11,0,73,7,22,2,55,9,4,14,37,6,9,162,150,26
62,1992,10,3,3,47,39,17,0,68,9,31,0,56,4,3,20,26,3,4,145,166,26
62,1992,11,4,4,52,52,21,0,88,0,23,0,51,4,4,15,42,4,15,185,178,23
62,1992,12,10,2,52,47,9,0,92,1,24,0,45,8,4,18,31,3,12,146,186,32
62,1993,1,7,2,45,34,11,0,78,1,20,1,41,2,2,12,28,4,11,127,155,22
62,1993,2,7,0,32,34,10,0,58,0,13,0,33,0,1,11,28,4,12,117,114,19
62,1993,3,9,3,39,49,6,0,86,3,21,0,41,3,3,13,38,3,12,149,159,25
62,1993,4,5,3,40,43,7,0,74,2,18,1,51,6,0,12,26,3,12,142,144,18
62,1993,5,15,3,45,47,9,0,66,2,13,0,57,7,2,6,46,1,15,177,130,23
62,1993,6,17,4,38,37,15,0,90,1,13,1,65,9,2,8,52,4,12,185,149,28
62,1993,7,7,3,35,39,14,0,77,3,22,2,66,4,2,6,52,2,14,188,140,17
62,1993,8,8,3,42,40,9,0,94,0,14,1,49,0,1,12,55,4,10,166,162,22
62,1993,9,8,4,52,42,13,0,66,2,17,0,54,7,4,10,41,5,13,167,145,22
62,1993,10,10,6,44,36,17,0,60,1,25,1,60,1,1,15,34,3,10,163,144,27
62,1993,11,5,6,35,38,12,0,63,0,11,1,37,2,1,13,35,2,10,138,122,20
62,1993,12,6,2,30,38,11,0,63,0,13,0,52,9,1,14,19,2,6,128,120,21
62,1994,1,8,3,20,22,14,0,40,1,16,0,39,2,1,8,22,3,8,108,84,17
62,1994,2,2,1,14,17,7,0,40,1,14,0,49,4,1,5,20,3,9,103,73,8
62,1994,3,3,3,41,29,9,0,63,0,10,0,47,0,1,10,39,6,10,137,124,14
62,1994,4,8,2,37,30,11,0,62,0,8,2,53,2,1,11,40,6,10,146,118,22
62,1994,5,9,6,42,48,13,0,83,0,20,1,49,6,1,6,28,5,11,155,151,17
62,1994,6,8,6,38,51,19,0,58,0,16,0,61,0,3,9,43,7,18,198,121,20
62,1994,7,13,5,55,49,26,0,57,1,15,2,53,3,2,8,38,7,29,200,135,25
62,1994,8,11,0,33,39,33,0,52,2,16,4,50,0,2,15,37,3,14,173,116,32
62,1994,9,18,3,48,38,27,0,63,2,15,0,42,5,1,12,31,5,15,156,138,31
62,1994,10,6,7,33,43,20,0,60,1,10,0,37,0,2,8,36,4,14,157,111,16
62,1994,11,5,3,41,46,24,0,59,0,10,0,46,1,0,19,36,1,16,171,129,24
62,1994,12,6,4,43,35,9,0,46,0,9,0,33,0,0,24,32,3,10,123,122,30
62,1995,1,5,7,33,31,14,0,53,0,16,0,33,3,2,11,21,2,16,122,113,18
62,1995,2,9,1,20,28,8,0,37,0,18,1,30,2,4,15,24,0,2,93,90,29
62,1995,3,8,3,47,41,16,1,52,0,11,1,48,2,0,6,35,8,4,147,116,15
62,1995,4,10,8,35,41,26,0,45,0,20,0,56,1,1,1,23,5,12,166,101,12
62,1995,5,11,11,37,34,15,0,43,0,13,1,41,4,1,10,51,4,14,166,103,23
62,1995,6,4,14,33,39,30,0,45,2,17,1,59,0,1,16,40,4,12,194,111,22
