 BEATPLUS,YEAR,MONTH,AGGASS,ARSON,BURGLARY,CMIS,DRUGS,GAMBLING,LARCENY,MENACING,MVTHEFT,MURDER_MANSLAUGHTER,DISCONDUCT,PROSTITUTION,RAPE,ROBBERY,SIMPASS,TRESPASS,WEAPONS,VCI,P1P,P1V
31,1999,1,0,0,14,19,29,0,30,0,16,0,50,0,1,5,7,2,6,111,65,6
31,1999,2,1,0,15,28,22,0,35,0,6,0,32,1,0,1,11,3,3,96,57,2
31,1999,3,8,0,10,21,28,0,36,0,16,0,46,13,2,4,11,7,3,109,66,14
31,1999,4,4,0,11,22,41,0,45,0,12,0,38,7,2,7,10,9,7,118,75,13
31,1999,5,2,1,11,28,28,0,28,1,10,0,50,0,1,1,19,2,2,128,50,4
31,1999,6,3,3,17,27,28,0,46,0,11,0,53,7,1,1,20,2,4,135,75,5
31,1999,7,5,2,21,39,26,0,43,0,16,0,62,0,2,5,13,4,8,150,85,12
31,1999,8,5,0,24,20,41,0,47,2,7,0,43,3,1,2,12,6,9,125,80,8
31,1999,9,4,6,19,34,29,0,41,1,23,0,35,0,3,7,14,1,6,124,90,14
31,1999,10,10,1,16,28,38,0,55,0,13,1,51,4,0,6,11,1,5,134,90,17
31,1999,11,3,1,15,28,18,0,40,0,8,0,37,0,0,9,8,0,3,95,72,12
31,1999,12,2,0,9,27,23,0,30,0,7,0,42,5,2,5,9,4,7,108,51,9
31,2000,1,3,2,9,32,21,0,30,0,15,1,40,15,2,4,11,2,6,112,58,10
31,2000,2,2,0,7,25,24,0,37,0,9,0,42,0,0,4,16,3,5,112,57,6
31,2000,3,3,0,14,21,26,0,26,0,8,0,52,0,3,2,10,7,2,111,50,8
31,2000,4,5,4,14,26,28,0,38,0,6,2,49,6,1,8,16,2,4,127,66,16
31,2000,5,4,3,10,33,25,0,29,0,10,0,55,0,1,4,18,4,9,143,53,9
31,2000,6,5,2,14,23,34,0,35,0,10,0,53,4,1,7,16,0,9,137,66,13
31,2000,7,2,2,22,42,29,0,34,0,17,0,44,0,2,1,13,3,8,138,74,5
31,2000,8,3,1,14,42,26,0,48,0,12,0,31,0,1,5,19,3,4,123,79,9
31,2000,9,7,4,17,50,21,0,40,0,26,0,46,0,1,7,10,4,3,134,90,15
31,2000,10,9,3,11,39,23,0,65,0,41,1,42,0,0,12,14,2,3,124,129,22
31,2000,11,4,1,8,26,20,0,48,1,27,1,35,1,1,12,17,3,6,105,95,18
31,2000,12,1,2,9,31,17,0,50,0,14,0,40,0,0,10,8,3,1,99,83,11
31,2001,1,4,2,6,22,14,0,23,0,9,0,29,0,0,3,6,0,7,80,41,7
31,2001,2,4,0,8,25,7,0,29,0,9,0,31,0,0,3,10,1,8,81,49,7
31,2001,3,6,0,6,30,19,0,32,0,9,1,39,0,0,5,12,2,8,108,52,12
31,2001,4,3,3,11,33,19,0,45,0,8,1,43,0,3,3,9,6,6,113,67,10
31,2001,5,10,6,5,44,13,0,46,0,6,0,48,0,1,5,19,1,4,134,62,16
31,2001,6,7,3,13,32,21,0,68,1,3,1,42,0,0,5,10,6,8,116,89,13
31,2001,7,4,1,14,39,27,0,45,0,6,0,37,0,0,5,19,2,4,127,70,9
31,2001,8,5,3,14,37,15,0,73,0,5,1,47,0,2,3,13,5,5,120,95,11
31,2001,9,3,2,17,20,28,0,52,0,6,1,60,1,0,7,15,0,8,133,82,11
31,2001,10,4,1,15,44,20,0,41,1,4,0,62,0,0,1,12,0,6,145,61,5
31,2001,11,3,2,8,41,16,0,40,0,6,1,38,0,1,4,10,1,6,113,58,9
31,2001,12,8,3,8,21,15,0,44,0,4,0,39,0,0,9,9,2,4,91,65,17
32,1991,1,3,0,23,44,14,0,66,2,20,1,54,0,1,12,22,10,2,136,121,17
32,1991,2,8,1,29,58,5,0,67,4,17,0,65,0,0,6,22,2,2,153,119,14
32,1991,3,3,2,29,132,6,0,67,15,15,0,57,0,0,9,24,6,5,226,120,12
32,1991,4,6,2,26,52,3,0,51,5,15,0,64,0,1,2,27,6,5,153,94,9
32,1991,5,2,3,37,69,9,0,68,5,13,0,66,1,2,6,42,6,2,191,124,10
32,1991,6,6,3,33,76,7,0,82,10,22,0,57,0,2,9,51,6,8,202,146,17
32,1991,7,2,3,51,75,2,0,78,4,26,0,63,0,1,9,35,7,3,181,164,12
32,1991,8,6,5,42,74,7,0,87,4,20,0,56,0,0,12,40,10,4,186,161,18
32,1991,9,2,1,37,57,6,0,64,7,19,1,35,0,3,6,39,6,1,139,126,12
32,1991,10,10,2,54,63,4,0,70,6,30,0,57,0,2,18,27,10,5,158,172,30
32,1991,11,5,4,39,56,4,0,62,6,18,0,45,0,3,13,23,6,3,135,132,21
32,1991,12,5,0,37,49,5,0,93,4,14,0,34,0,1,12,16,6,8,112,156,18
32,1992,1,6,2,53,41,5,0,85,4,12,0,31,0,2,7,18,7,9,106,157,15
32,1992,2,7,1,42,40,3,0,70,7,16,0,50,0,3,7,11,7,0,105,135,17
32,1992,3,1,1,37,26,4,0,46,5,13,0,37,0,1,6,28,8,1,97,102,8
32,1992,4,3,1,29,61,12,0,65,6,18,0,49,0,2,9,34,4,3,160,121,14
32,1992,5,8,1,32,80,1,0,53,4,12,1,64,0,2,11,26,7,5,177,108,22
32,1992,6,2,3,53,80,8,0,64,3,22,1,66,0,0,8,27,9,9,193,147,11
32,1992,7,6,0,62,57,2,0,84,3,23,1,63,0,1,9,35,8,4,161,178,17
32,1992,8,8,2,70,37,5,0,93,7,23,0,45,0,2,16,20,9,4,113,202,26
32,1992,9,2,2,71,51,5,0,52,6,15,1,47,0,2,7,43,6,5,153,145,12
32,1992,10,3,1,76,45,8,0,50,5,12,0,50,1,0,7,30,10,7,141,145,10
32,1992,11,3,3,52,63,5,0,47,2,33,0,49,1,0,10,16,2,7,143,142,13
32,1992,12,3,0,46,37,4,0,54,0,28,0,41,0,0,15,27,5,4,113,143,18
32,1993,1,9,1,39,38,2,0,47,0,14,0,49,0,1,9,28,4,8,126,109,19
32,1993,2,1,1,14,30,4,0,37,0,23,0,32,0,0,14,17,3,7,91,88,15
32,1993,3,1,3,22,23,5,0,28,2,14,0,50,0,0,6,19,9,7,107,70,7
32,1993,4,1,3,28,36,8,0,55,0,14,0,47,0,1,3,32,3,3,129,100,5
32,1993,5,6,1,25,50,4,0,39,0,20,1,44,2,0,6,26,5,12,137,90,13
32,1993,6,14,3,33,42,8,0,58,1,23,0,44,1,3,6,20,5,11,128,120,23
32,1993,7,9,12,67,51,7,0,70,3,30,6,57,0,4,10,25,4,14,166,177,29
32,1993,8,8,0,54,42,15,0,80,1,27,1,70,0,3,4,29,4,8,164,165,16
32,1993,9,2,2,80,47,12,0,53,0,27,0,49,0,2,6,13,4,12,135,166,10
32,1993,10,4,2,43,45,14,0,66,1,27,2,50,1,1,22,28,4,8,147,158,29
32,1993,11,4,1,38,33,5,0,58,0,17,0,42,0,0,12,16,5,6,103,125,16
32,1993,12,8,2,46,30,8,0,46,0,13,0,41,0,2,16,26,2,6,113,121,26
32,1994,1,4,0,44,27,7,0,39,1,14,0,48,0,2,9,17,3,8,107,106,15
32,1994,2,3,1,27,73,3,0,58,0,15,1,40,1,0,8,10,4,8,135,108,12
32,1994,3,4,4,60,38,5,0,51,1,8,0,50,0,0,10,23,7,8,128,129,14
32,1994,4,4,0,45,40,2,0,44,0,19,0,41,0,2,11,31,4,7,121,119,17
32,1994,5,7,0,37,35,10,0,72,0,19,1,56,0,2,8,13,2,11,125,136,18
32,1994,6,17,2,44,46,4,0,70,0,21,1,44,0,1,12,31,4,5,132,147,31
32,1994,7,9,2,36,35,3,0,86,0,22,1,50,0,2,19,23,4,18,131,163,31
32,1994,8,6,5,30,35,4,0,60,1,14,0,47,0,0,17,29,4,5,125,121,23
32,1994,9,5,3,32,34,5,0,58,0,12,1,56,2,2,13,19,2,7,124,115,21
32,1994,10,4,4,46,46,8,0,54,2,20,0,42,1,2,9,30,4,8,138,129,15
32,1994,11,6,3,25,31,5,0,64,1,21,1,48,0,0,16,16,4,9,112,126,23
32,1994,12,4,0,32,25,0,0,61,0,27,0,46,0,1,11,23,5,7,101,131,16
32,1995,1,2,0,30,29,4,0,52,0,15,1,42,0,2,16,21,4,8,104,113,21
32,1995,2,7,3,13,20,9,0,50,0,11,0,33,0,0,5,16,4,5,86,79,12
32,1995,3,1,3,18,20,8,0,57,0,11,0,50,0,0,5,18,4,9,108,91,6
32,1995,4,8,2,16,53,9,0,63,0,7,0,53,3,0,12,26,7,8,151,98,20
32,1995,5,5,1,18,45,8,0,65,1,8,0,45,1,1,13,28,2,11,138,104,19
32,1995,6,6,1,18,52,8,0,52,1,10,1,68,0,1,15,21,5,9,159,95,23
32,1995,7,4,0,50,47,11,0,62,0,18,0,72,0,1,8,36,2,3,169,138,13
32,1995,8,2,2,43,45,16,0,80,1,24,0,56,0,2,14,17,6,9,145,161,18
32,1995,9,3,1,41,38,10,0,43,0,7,0,55,0,2,15,24,2,4,132,106,20
32,1995,10,5,2,49,45,11,0,64,0,13,0,52,0,1,7,28,2,8,146,133,13
32,1995,11,3,1,43,37,5,0,60,1,19,0,62,0,2,7,15,6,13,133,129,12
32,1995,12,4,1,34,29,3,0,54,1,21,1,75,0,0,19,20,5,7,135,128,24
32,1996,1,2,0,37,28,3,0,51,0,20,0,62,0,1,10,17,8,8,118,118,13
32,1996,2,2,1,17,27,4,0,45,1,19,0,47,0,1,14,18,6,8,105,95,17
32,1996,3,0,0,23,21,2,0,35,1,17,0,60,0,0,12,18,6,4,105,87,12
32,1996,4,3,0,24,24,11,0,32,2,14,0,42,1,0,9,21,4,6,104,79,12
32,1996,5,3,2,29,40,13,0,53,0,17,1,57,0,2,5,25,6,3,140,104,11
32,1996,6,2,4,39,29,9,0,67,0,22,0,51,0,1,8,28,3,9,130,136,11
32,1996,7,4,1,28,46,23,0,72,0,16,0,58,0,0,13,26,6,8,162,129,17
32,1996,8,4,2,40,57,8,0,101,0,15,0,67,1,1,10,20,3,5,159,166,15
32,1996,9,4,5,36,34,5,0,64,0,16,0,47,1,1,10,22,4,6,119,126,15
32,1996,10,3,0,15,35,8,0,77,0,30,0,50,0,0,8,27,6,6,126,130,11
32,1996,11,5,1,19,33,0,0,52,1,30,2,46,0,0,9,15,4,5,100,110,16
32,1996,12,4,1,21,41,4,0,44,0,20,0,47,1,1,6,22,2,4,119,91,11
32,1997,1,1,4,28,19,5,0,42,0,20,0,44,1,5,19,19,2,8,99,109,25
32,1997,2,5,1,19,21,11,0,36,2,7,0,40,0,1,6,9,5,5,87,68,12
32,1997,3,3,1,16,30,7,0,42,0,12,1,51,0,2,4,23,5,5,117,74,10
32,1997,4,4,0,16,44,7,0,39,1,15,0,40,0,1,8,18,1,6,115,78,13
32,1997,5,7,3,24,41,8,0,53,0,14,0,58,0,2,13,19,6,6,135,104,22
32,1997,6,4,1,36,48,16,0,60,0,22,0,55,0,1,11,21,3,10,151,129,16
32,1997,7,8,6,29,58,7,0,66,0,24,1,66,0,1,14,11,3,8,156,133,24
32,1997,8,8,4,34,58,10,0,88,0,15,1,57,0,1,23,15,1,4,148,160,33
32,1997,9,1,1,14,34,5,0,54,0,14,0,69,1,1,15,12,10,5,126,97,17
32,1997,10,6,1,16,34,9,0,51,1,24,0,58,0,0,6,13,4,11,126,97,12
32,1997,11,4,2,15,33,0,0,48,1,17,1,55,0,3,16,7,4,5,102,96,24
32,1997,12,2,1,30,38,7,0,43,0,13,1,43,3,0,23,6,5,4,99,109,26
32,1998,1,5,1,26,20,4,0,47,0,18,0,54,0,0,6,10,5,8,97,97,11
32,1998,2,4,0,14,22,2,0,34,1,14,0,43,2,0,3,8,3,5,80,65,7
32,1998,3,2,0,19,25,8,0,50,0,17,0,49,0,1,2,15,3,4,101,88,5
32,1998,4,4,0,19,34,15,0,41,0,16,0,54,0,3,14,13,3,9,125,90,21
32,1998,5,4,1,35,55,5,0,62,1,17,0,54,1,1,7,21,5,8,144,121,12
32,1998,6,2,3,35,41,7,0,56,0,19,1,60,3,1,12,15,1,9,135,122,16
32,1998,7,2,3,32,57,14,0,58,0,23,0,63,0,2,4,13,6,5,155,117,8
32,1998,8,2,0,31,41,10,0,84,0,26,0,36,0,1,8,18,5,10,115,149,11
32,1998,9,2,1,26,38,8,0,66,0,22,0,63,7,0,5,17,4,5,132,119,7
32,1998,10,1,0,21,46,9,0,81,0,33,0,50,1,3,6,15,3,2,122,141,10
32,1998,11,3,1,42,39,7,0,62,0,21,0,48,0,0,6,10,3,4,109,131,9
32,1998,12,4,1,18,33,11,0,55,0,20,1,51,1,1,6,12,3,4,112,99,12
32,1999,1,2,1,14,24,11,0,24,0,14,0,37,0,0,2,10,1,9,92,54,4
32,1999,2,2,0,21,22,10,0,42,1,11,0,40,0,1,8,11,1,5,88,82,11
32,1999,3,3,0,19,24,17,0,41,0,23,0,53,2,3,3,11,2,3,108,86,9
32,1999,4,8,2,21,33,14,0,49,0,24,0,43,2,1,5,19,5,2,113,99,14
32,1999,5,3,0,14,34,15,0,48,0,17,0,75,0,2,1,27,1,4,155,80,6
32,1999,6,4,1,36,34,18,0,46,0,10,0,51,2,1,3,17,3,8,129,95,8
32,1999,7,5,0,24,36,11,0,53,0,18,0,59,0,1,2,11,3,8,125,97,8
32,1999,8,7,1,22,39,21,0,55,0,14,1,42,0,2,3,11,0,4,118,94,13
32,1999,9,2,2,35,44,11,0,47,0,13,0,38,0,0,4,20,4,7,122,99,6
32,1999,10,2,1,27,47,10,0,29,0,17,0,43,0,0,6,11,2,6,118,79,8
32,1999,11,4,4,17,33,5,0,31,0,12,0,49,0,2,9,6,4,5,102,69,15
32,1999,12,2,1,12,38,11,0,42,0,11,0,53,1,2,6,8,4,5,116,71,10
32,2000,1,4,0,16,29,7,0,33,0,13,0,59,0,0,5,7,5,8,110,67,9
32,2000,2,4,1,10,42,10,0,34,0,12,0,51,0,1,4,11,2,1,116,60,9
32,2000,3,3,1,17,40,23,0,30,0,9,0,51,0,1,1,11,5,2,128,57,5
32,2000,4,6,0,10,50,17,0,36,0,14,0,29,1,0,3,14,0,2,112,63,9
32,2000,5,5,6,12,52,9,0,43,0,10,0,69,0,0,6,19,3,5,160,71,11
32,2000,6,3,2,16,52,10,0,52,0,18,0,55,1,0,7,8,5,6,133,93,10
32,2000,7,2,6,16,41,13,0,59,0,7,0,61,0,0,5,22,4,2,145,87,7
32,2000,8,3,1,27,56,12,0,44,0,14,0,58,0,0,6,14,4,6,147,91,9
32,2000,9,6,2,13,46,12,0,47,0,30,0,43,0,0,6,14,0,12,129,96,12
32,2000,10,5,0,24,41,15,0,63,0,54,0,44,0,0,5,11,1,5,116,146,10
32,2000,11,4,0,6,27,10,0,39,0,22,0,36,0,0,14,10,2,2,85,81,18
32,2000,12,3,0,12,36,6,0,30,0,13,0,27,0,0,7,11,1,2,82,62,10
32,2001,1,2,1,5,31,14,0,28,0,7,0,36,0,1,7,5,1,8,95,47,10
32,2001,2,1,0,6,46,8,0,39,0,6,1,41,0,3,3,9,6,4,108,54,8
32,2001,3,5,1,10,29,13,0,40,0,4,0,50,0,0,4,8,2,5,106,58,9
32,2001,4,7,4,12,46,11,0,46,0,5,0,50,0,0,12,20,3,7,138,75,19
32,2001,5,5,0,13,31,17,0,45,0,5,0,53,0,1,5,20,1,5,126,68,11
32,2001,6,0,0,10,42,6,0,48,0,11,0,57,0,0,5,15,4,8,128,74,5
32,2001,7,2,1,9,36,9,0,90,1,8,0,53,0,2,9,15,4,11,125,116,13
32,2001,8,5,1,18,40,18,0,84,0,5,1,52,0,0,6,7,3,4,122,113,12
32,2001,9,3,2,10,45,15,0,63,0,3,0,55,0,1,2,12,1,6,135,78,6
32,2001,10,2,2,6,43,11,0,71,0,9,2,54,0,1,6,12,4,5,127,92,11
32,2001,11,3,1,8,38,5,0,61,0,8,1,30,0,1,9,11,4,4,89,86,14
32,2001,12,3,0,9,48,7,0,84,0,12,1,51,0,0,9,8,5,4,118,114,13
41,1991,1,1,0,30,30,2,0,62,4,9,0,40,3,1,8,17,3,2,91,109,10
41,1991,2,4,0,14,26,1,0,87,3,5,0,44,0,0,4,23,1,3,97,110,8
41,1991,3,2,0,16,34,2,0,69,5,10,0,26,0,1,11,15,2,1,78,106,14
41,1991,4,1,1,18,39,3,0,69,4,5,0,38,7,0,10,15,2,2,98,102,11
41,1991,5,2,1,42,35,5,0,61,2,11,1,45,0,1,6,17,4,0,103,120,10
41,1991,6,2,0,23,37,6,0,95,2,11,0,53,2,0,4,16,6,1,113,133,6
41,1991,7,3,0,37,43,1,0,97,6,14,0,57,1,0,8,11,6,2,114,156,11
41,1991,8,6,0,34,45,6,0,103,11,11,0,62,2,0,11,32,12,4,149,159,17
41,1991,9,2,1,29,32,10,0,80,0,5,0,50,2,2,11,15,7,0,108,125,15
41,1991,10,4,0,30,33,3,0,85,3,14,0,41,0,0,7,21,7,3,101,136,11
41,1991,11,0,2,13,35,6,0,82,4,11,0,44,0,2,4,12,3,1,100,110,6
41,1991,12,2,1,26,28,2,0,58,3,8,0,19,0,0,11,16,5,0,66,103,13
41,1992,1,0,1,24,28,12,0,73,0,11,1,30,1,0,7,16,2,4,91,115,8
41,1992,2,2,1,12,25,1,0,51,1,6,0,33,1,1,6,16,4,4,80,75,9
41,1992,3,2,2,12,26,9,0,62,5,8,1,41,1,2,7,13,8,1,92,89,12
41,1992,4,2,1,13,38,2,0,66,2,5,1,49,1,0,9,18,5,1,109,93,12
41,1992,5,0,0,19,31,6,0,85,4,8,0,30,0,0,6,14,9,0,81,118,6
41,1992,6,2,0,10,30,6,0,79,0,6,0,47,1,1,2,7,8,1,91,97,5
41,1992,7,3,1,14,32,6,0,92,2,8,1,39,2,0,7,12,5,3,93,121,11
41,1992,8,2,2,22,32,2,0,78,5,8,0,41,0,1,7,22,3,2,101,115,10
41,1992,9,4,0,14,29,2,0,70,2,8,0,37,1,2,5,14,3,1,83,97,11
41,1992,10,0,1,20,34,5,0,77,2,13,0,40,1,0,8,11,4,1,92,118,8
41,1992,11,0,0,16,38,3,0,73,0,13,0,27,0,0,6,14,4,3,85,108,6
41,1992,12,4,0,33,29,0,0,75,0,7,0,35,0,0,6,12,3,3,79,121,10
41,1993,1,2,1,23,38,3,0,57,0,7,0,32,0,0,5,19,4,2,95,92,7
41,1993,2,3,0,13,15,1,0,34,2,13,1,28,0,1,3,13,5,2,59,63,8
41,1993,3,0,0,14,16,0,0,46,1,10,0,49,1,0,4,7,7,1,73,74,4
41,1993,4,7,0,20,32,2,0,51,0,8,0,42,2,1,2,10,3,6,92,81,10
41,1993,5,3,0,20,35,6,0,85,0,10,0,40,2,0,5,23,3,5,109,120,8
41,1993,6,5,0,18,32,4,0,121,2,6,0,53,3,0,7,19,4,3,111,152,12
41,1993,7,3,2,26,33,5,0,82,2,9,0,51,2,0,4,17,5,2,110,121,7
41,1993,8,0,2,35,30,8,0,101,1,13,0,43,0,0,4,17,5,4,104,153,4
41,1993,9,3,2,18,25,5,0,49,0,13,0,44,2,2,7,14,7,1,91,87,12
41,1993,10,4,2,23,54,5,0,49,0,11,0,33,3,1,5,14,13,4,112,88,10
41,1993,11,0,0,19,20,6,0,39,0,13,0,36,3,1,9,15,11,3,80,80,10
41,1993,12,1,0,23,22,6,0,53,0,12,0,29,0,0,5,15,3,1,73,93,6
41,1994,1,3,0,14,13,5,0,28,0,9,0,33,1,0,8,9,5,2,62,59,11
41,1994,2,3,1,18,12,1,0,31,1,11,0,35,0,0,7,13,4,3,65,67,10
41,1994,3,4,0,15,12,5,0,29,0,4,1,37,0,0,10,9,5,3,66,58,15
41,1994,4,2,1,15,29,4,0,48,0,5,0,29,0,2,9,14,3,3,80,77,13
41,1994,5,5,1,13,31,9,0,48,0,13,1,32,0,0,4,9,4,5,87,78,10
41,1994,6,4,0,15,28,8,0,49,0,5,0,48,0,2,7,12,7,5,101,76,13
41,1994,7,3,0,24,31,9,0,61,2,10,0,51,0,1,4,10,6,0,101,99,8
41,1994,8,3,0,25,34,5,0,70,0,11,0,53,4,1,9,13,5,3,108,115,13
41,1994,9,3,1,19,26,13,0,61,0,4,0,40,7,0,7,18,5,1,99,91,10
41,1994,10,3,0,14,27,12,0,63,0,10,0,36,1,0,12,7,11,7,89,99,15
41,1994,11,2,1,27,35,4,0,50,0,4,0,42,2,2,19,18,7,3,103,100,23
41,1994,12,2,0,17,22,10,0,43,0,10,0,34,0,1,10,20,12,7,93,80,13
41,1995,1,4,1,14,29,10,0,36,1,10,0,30,1,2,4,18,5,3,91,64,10
41,1995,2,2,0,10,21,6,0,42,0,5,0,34,0,1,5,10,1,3,74,62,8
41,1995,3,0,0,9,18,9,0,53,1,4,0,27,3,2,2,11,2,1,66,68,4
41,1995,4,0,2,17,23,4,0,54,0,9,0,27,2,0,12,10,8,6,72,92,12
41,1995,5,1,3,21,29,6,0,53,2,10,0,39,3,0,5,13,0,2,92,89,6
41,1995,6,4,0,16,28,5,0,48,1,11,0,58,0,0,11,16,5,3,110,86,15
41,1995,7,3,1,12,14,5,0,59,0,8,0,58,2,3,14,17,5,3,98,93,20
41,1995,8,2,1,11,11,7,0,56,1,3,0,46,7,1,7,23,11,1,89,77,10
41,1995,9,2,0,21,14,6,0,52,0,7,0,44,1,0,5,11,7,5,80,85,7
41,1995,10,0,0,16,35,2,0,55,0,11,0,43,4,0,11,14,7,2,96,93,11
41,1995,11,0,0,21,25,9,0,57,1,14,0,35,1,1,17,13,11,5,87,109,18
41,1995,12,2,0,12,29,1,0,48,0,16,0,53,2,1,8,15,5,4,102,84,11
41,1996,1,4,2,15,21,7,0,51,1,6,0,47,5,0,8,11,10,3,91,80,12
41,1996,2,0,2,13,17,8,0,38,1,13,0,54,2,0,14,10,15,0,91,78,14
41,1996,3,1,0,12,24,14,0,50,0,7,0,42,7,0,6,8,15,0,88,75,7
41,1996,4,0,0,9,17,7,0,45,1,6,0,52,4,0,6,6,10,1,83,66,6
41,1996,5,2,0,13,29,7,0,53,0,6,0,52,6,0,4,16,15,4,108,76,6
41,1996,6,2,0,16,28,9,0,40,0,6,0,62,6,1,14,14,20,2,115,76,17
41,1996,7,5,0,38,26,11,0,77,1,10,0,45,2,1,7,11,9,3,96,132,13
41,1996,8,2,0,31,18,3,0,74,0,8,0,55,0,1,12,6,6,2,84,125,15
41,1996,9,3,1,14,21,12,0,46,1,14,0,50,6,0,6,13,9,1,98,80,9
41,1996,10,2,0,22,47,11,0,62,1,13,1,36,9,0,5,7,8,0,101,102,8
41,1996,11,2,0,11,22,7,0,42,0,11,0,27,5,0,11,10,8,5,71,75,13
41,1996,12,1,0,25,28,5,0,39,0,13,0,38,0,0,9,11,5,3,85,86,10
41,1997,1,3,0,18,31,3,0,89,0,8,0,52,5,1,12,10,9,1,97,127,16
41,1997,2,0,0,20,25,6,0,42,1,8,1,27,6,2,3,10,8,1,69,73,6
41,1997,3,0,0,17,24,5,0,58,0,9,0,39,0,1,9,13,4,4,85,93,10
41,1997,4,3,4,8,16,2,0,48,0,15,0,47,1,2,6,12,6,2,83,77,11
41,1997,5,1,2,13,28,11,0,72,1,8,0,40,4,1,5,10,2,7,98,98,7
41,1997,6,1,0,7,18,10,0,50,0,6,1,59,1,5,6,12,5,2,101,69,13
41,1997,7,5,1,24,23,7,0,61,0,12,0,49,1,0,8,8,4,5,93,105,13
41,1997,8,2,0,25,26,2,0,64,0,9,0,31,4,0,10,9,6,0,68,108,12
41,1997,9,2,0,9,30,9,0,60,2,6,0,42,9,0,8,7,4,3,91,83,10
41,1997,10,1,0,9,21,6,0,41,0,9,0,48,6,2,7,8,5,1,84,66,10
41,1997,11,1,0,14,16,5,0,65,0,15,1,33,1,0,5,10,0,2,66,99,7
41,1997,12,2,0,24,23,3,0,71,0,23,0,37,2,0,13,6,1,3,72,131,15
41,1998,1,3,0,15,18,7,0,61,0,13,0,42,1,2,4,9,2,5,81,93,9
41,1998,2,1,1,13,21,11,0,62,0,9,0,34,5,1,7,7,3,3,77,91,9
41,1998,3,0,2,8,29,7,0,42,0,12,0,33,5,0,7,9,2,1,81,69,7
41,1998,4,2,1,6,16,10,0,61,1,13,0,44,4,0,4,6,8,3,80,84,6
41,1998,5,0,0,10,24,13,0,54,0,7,0,42,3,0,8,10,5,3,92,79,8
41,1998,6,1,0,9,28,15,0,37,0,7,0,35,1,0,1,10,11,2,90,54,2
41,1998,7,2,0,19,27,10,0,64,0,8,0,60,2,0,2,6,5,2,105,93,4
41,1998,8,0,1,18,28,8,0,64,0,4,0,39,1,0,4,9,3,7,92,90,4
41,1998,9,1,2,18,22,8,0,42,1,12,0,33,2,0,2,5,6,2,72,74,3
41,1998,10,2,3,11,23,5,0,52,0,14,0,40,3,1,5,3,2,3,77,82,8
41,1998,11,1,1,7,18,7,0,38,0,16,0,27,0,0,3,8,0,1,62,64,4
41,1998,12,3,1,12,20,6,0,34,0,8,0,23,0,2,3,7,4,2,59,57,8
41,1999,1,2,0,5,11,0,0,27,0,7,0,34,1,0,4,11,1,0,56,43,6
41,1999,2,1,2,8,13,6,0,22,0,8,0,29,0,1,5,1,5,1,52,43,7
41,1999,3,1,0,9,7,4,0,24,1,5,0,38,0,2,2,4,4,0,53,40,5
41,1999,4,0,1,12,19,11,0,47,0,11,1,26,2,1,4,7,2,2,66,74,6
41,1999,5,0,0,12,22,15,0,56,1,12,0,45,2,1,5,17,9,4,103,85,6
41,1999,6,2,0,10,18,14,0,33,0,9,0,30,1,0,3,13,3,1,76,55,5
41,1999,7,1,0,5,21,6,0,36,1,11,0,39,1,1,11,14,6,0,80,63,13
41,1999,8,3,0,20,25,6,0,58,0,15,0,43,1,0,1,7,5,3,84,94,4
41,1999,9,3,0,23,21,11,0,33,0,6,0,41,1,3,2,2,3,2,77,64,8
41,1999,10,1,0,4,22,7,0,49,1,8,0,43,4,0,6,6,5,4,82,67,7
41,1999,11,3,0,15,24,9,0,60,0,9,0,42,10,1,8,8,4,0,83,92,12
41,1999,12,1,3,15,16,6,0,46,0,7,0,38,0,0,3,9,4,1,73,71,4
41,2000,1,3,0,14,20,9,0,36,0,8,0,35,0,0,2,3,3,1,68,60,5
41,2000,2,0,2,6,17,7,0,28,0,5,0,31,0,0,1,4,3,4,65,40,1
41,2000,3,1,1,2,23,8,0,37,1,11,1,44,0,0,4,17,4,1,94,54,6
41,2000,4,3,0,5,25,6,0,45,2,7,0,48,0,2,5,6,2,2,87,62,10
41,2000,5,2,1,2,16,12,0,35,0,5,0,40,3,1,3,9,3,4,82,45,6
41,2000,6,3,0,14,14,11,0,45,0,11,0,52,0,2,7,4,4,1,82,77,12
41,2000,7,3,2,16,33,6,0,43,1,5,0,35,0,2,4,10,3,0,86,68,9
41,2000,8,4,1,14,31,7,0,47,0,7,0,32,0,1,3,11,6,1,83,71,8
41,2000,9,1,2,16,16,6,0,39,0,8,0,33,0,2,5,1,7,2,60,68,8
41,2000,10,1,0,10,26,4,0,62,0,17,0,33,0,0,8,6,9,3,72,97,9
41,2000,11,0,0,11,14,6,0,46,0,9,0,31,1,1,8,7,4,1,59,74,9
41,2000,12,2,1,14,18,4,0,39,0,12,0,23,0,0,2,2,0,2,50,67,4
41,2001,1,0,0,5,13,3,0,52,1,2,0,33,0,0,3,1,1,0,50,62,3
41,2001,2,1,0,3,21,0,0,41,0,0,0,25,0,1,4,4,2,3,53,48,6
41,2001,3,1,0,4,16,5,0,44,0,11,0,20,0,0,5,4,1,1,46,64,6
41,2001,4,1,0,4,16,3,0,44,0,5,0,30,0,0,9,5,4,1,55,62,10
41,2001,5,1,0,11,26,7,0,46,0,6,0,39,3,1,5,7,6,2,81,68,7
41,2001,6,0,0,13,15,7,0,41,0,7,0,27,1,0,7,9,2,2,60,68,7
