BEAT,YEAR,MONTH,AGGASS,ARSON,BURGLARY,CMIS,DRUGS,GAMBLING,LARCENY,MVTHEFT,MURDMANS,DISCONDUCT,PROST,RAPE,ROBBERY,SIMPASS,TRESPASS,WEAPONS,VCI,P1V,P1P
241,1991,5,0,0,10,17,2,0,70,5,0,36,2,0,2,10,4,1,66,2,87
241,1991,6,1,4,12,14,1,0,59,4,0,29,4,1,3,20,3,2,70,5,78
241,1991,7,2,2,20,26,2,0,44,7,1,28,17,0,3,18,5,0,76,6,74
241,1991,8,1,0,13,14,1,0,40,4,0,38,1,0,2,25,1,0,78,3,59
241,1991,9,1,0,13,29,5,0,41,15,0,30,5,1,7,11,1,0,75,9,76
241,1991,10,3,2,11,31,2,0,34,8,0,25,5,0,3,19,4,0,79,6,56
241,1991,11,0,1,18,13,6,0,27,5,1,27,5,2,3,11,2,0,58,6,53
241,1991,12,1,1,21,26,0,0,43,8,0,11,6,1,7,13,2,0,51,9,79
241,1992,1,2,1,11,20,0,0,38,3,0,18,3,1,7,11,3,1,51,10,59
241,1992,2,1,1,16,23,1,0,52,4,0,17,2,1,3,8,2,1,51,5,75
241,1992,3,1,0,15,11,0,0,36,5,2,12,3,0,2,7,2,4,34,5,58
241,1992,4,0,0,11,13,2,0,39,3,1,25,4,0,3,10,1,0,50,4,56
241,1992,5,3,0,10,19,2,0,49,3,0,23,3,1,8,9,2,2,55,12,70
241,1992,6,1,0,17,9,1,0,37,10,0,17,1,1,6,11,0,0,38,8,70
241,1992,7,4,0,21,23,2,0,31,10,0,22,3,0,8,3,2,0,50,12,70
241,1992,8,2,2,17,11,3,0,40,3,1,19,0,0,5,9,3,2,46,8,65
241,1992,9,3,0,13,14,2,0,26,6,0,23,1,1,4,7,4,1,47,8,49
241,1992,10,0,0,22,23,1,0,44,6,0,16,4,1,7,12,2,0,52,8,79
241,1992,11,3,0,21,22,4,0,33,2,0,15,3,2,8,12,2,2,55,13,64
241,1992,12,0,0,10,14,2,0,43,6,0,21,1,0,1,9,1,2,48,1,60
241,1993,1,2,0,8,15,0,0,38,3,0,19,0,0,7,10,0,2,46,9,56
241,1993,2,0,1,10,8,4,0,33,6,0,12,7,1,2,13,2,1,39,3,51
241,1993,3,2,1,13,15,1,0,50,6,0,23,0,1,1,5,0,0,45,4,70
241,1993,4,2,2,7,16,3,0,32,6,1,16,6,0,1,10,0,1,48,4,46
241,1993,5,1,2,16,11,1,0,36,4,0,27,2,0,1,9,1,3,53,2,57
241,1993,6,1,1,12,10,3,0,43,14,0,25,1,0,4,11,1,3,53,5,73
241,1993,7,2,2,13,16,6,0,41,6,0,19,4,0,5,11,1,1,55,7,65
241,1993,8,3,1,21,21,9,0,53,9,0,26,1,0,5,17,1,2,76,8,88
241,1993,9,4,0,13,7,8,0,39,4,0,13,1,0,6,10,2,5,43,10,62
241,1993,10,0,0,9,17,6,0,37,6,0,27,5,1,5,7,1,1,58,6,57
241,1993,11,1,0,14,17,5,0,34,2,0,16,2,2,3,12,1,1,51,6,53
241,1993,12,1,2,17,19,6,0,40,5,3,24,1,0,1,10,0,0,61,5,63
241,1994,1,0,0,6,21,3,0,39,3,1,10,2,0,2,9,1,2,45,3,50
241,1994,2,0,0,7,8,10,0,26,2,0,20,2,0,1,8,1,2,48,1,36
241,1994,3,0,0,11,12,6,0,34,7,0,17,0,2,0,5,2,1,41,2,52
241,1994,4,1,0,12,14,2,0,34,2,0,19,12,0,2,14,2,2,51,3,50
241,1994,5,0,0,17,18,4,0,45,1,0,17,11,0,7,14,3,2,55,7,70
241,1994,6,2,0,15,16,1,0,24,7,0,15,2,0,6,15,1,2,49,8,52
241,1994,7,2,1,12,17,6,0,31,3,1,23,7,0,5,19,2,0,66,8,51
241,1994,8,5,0,5,20,2,0,18,8,0,25,6,0,8,20,2,6,73,13,39
241,1994,9,2,1,9,18,1,0,34,4,0,19,7,2,4,13,2,1,53,8,51
241,1994,10,1,0,21,19,2,0,32,7,0,27,8,1,3,12,0,2,62,5,63
241,1994,11,4,0,21,18,8,0,27,12,0,18,3,0,3,13,2,3,60,7,63
241,1994,12,1,4,11,11,2,0,35,3,0,25,1,0,10,12,3,2,56,11,59
241,1995,1,1,1,10,13,2,0,23,7,0,19,2,4,4,5,4,3,43,9,44
241,1995,2,0,3,7,11,2,0,11,4,0,28,0,0,6,3,2,1,48,6,28
241,1995,3,2,0,10,12,3,0,22,8,1,27,3,0,8,2,4,5,49,11,48
241,1995,4,2,1,11,25,3,0,27,8,0,24,4,2,4,9,3,2,64,8,50
241,1995,5,3,0,12,19,3,0,34,4,0,20,6,2,2,14,3,0,56,7,52
241,1995,6,4,1,14,15,2,0,37,2,0,18,1,0,5,15,0,6,57,9,58
241,1995,7,3,0,18,20,6,0,39,10,0,36,2,3,2,14,2,2,78,8,69
241,1995,8,1,0,24,16,8,0,42,11,0,30,4,1,6,13,4,4,71,8,83
241,1995,9,4,1,12,7,7,0,32,0,0,27,6,1,2,10,0,6,58,7,46
241,1995,10,1,0,11,14,4,0,40,5,1,25,2,0,10,10,0,2,55,12,66
241,1995,11,0,0,11,16,4,0,35,11,1,19,8,2,3,14,3,5,58,6,60
241,1995,12,6,0,12,14,1,0,25,6,1,24,6,0,3,11,0,1,51,10,46
241,1996,1,3,0,13,7,3,0,30,7,0,22,2,1,5,10,1,3,45,9,55
241,1996,2,1,0,13,13,4,0,21,13,0,16,3,4,0,6,0,2,41,5,47
241,1996,3,1,0,9,16,5,0,26,9,0,27,3,1,5,14,2,4,66,7,49
241,1996,4,1,0,12,11,6,0,16,6,0,25,0,0,4,9,3,1,52,5,38
241,1996,5,2,2,9,11,1,0,23,6,0,27,1,1,0,19,1,0,60,3,38
241,1996,6,5,0,11,15,5,0,28,7,0,18,1,0,4,12,1,4,54,9,50
241,1996,7,3,0,14,18,9,0,34,8,0,17,2,1,3,21,0,7,72,7,59
241,1996,8,1,1,5,6,10,0,27,6,0,25,0,1,7,10,1,1,53,9,45
241,1996,9,1,1,9,11,6,0,25,3,0,30,1,0,3,7,1,2,57,4,40
241,1996,10,1,1,9,9,6,0,30,6,0,22,7,0,6,6,0,5,49,7,51
241,1996,11,1,1,7,13,10,0,27,4,0,12,5,0,5,3,1,0,39,6,43
241,1996,12,1,0,14,8,3,0,21,9,0,13,2,2,8,8,5,2,34,11,52
241,1997,1,1,0,9,12,3,0,18,7,0,26,3,0,7,8,1,1,50,8,41
241,1997,2,2,1,10,7,9,0,14,6,0,11,5,1,7,9,0,1,38,10,37
241,1997,3,2,0,14,10,5,0,20,11,0,32,2,0,3,12,1,2,61,5,48
241,1997,4,3,0,8,15,6,0,13,6,0,19,5,0,5,5,1,5,50,8,32
241,1997,5,1,0,8,14,10,0,18,4,0,18,0,2,2,12,1,1,55,5,32
241,1997,6,2,0,11,18,6,0,20,7,0,18,2,0,0,6,1,5,53,2,38
241,1997,7,1,0,11,5,6,0,26,4,0,15,4,0,8,10,0,2,38,9,49
241,1997,8,3,1,6,16,8,0,21,6,0,16,2,1,4,8,0,2,51,8,37
241,1997,9,1,0,9,10,5,0,23,9,0,16,1,0,3,1,2,3,35,4,44
241,1997,10,0,1,13,18,7,0,18,7,0,17,2,1,15,6,2,0,49,16,53
241,1997,11,2,1,9,9,3,0,24,7,0,16,1,0,11,9,1,1,39,13,51
241,1997,12,1,0,23,15,6,0,23,9,0,20,1,0,10,7,2,2,50,11,65
241,1998,1,2,0,4,13,5,0,21,9,0,17,0,1,6,6,0,2,43,9,40
241,1998,2,2,0,9,10,6,0,16,9,0,14,6,0,6,9,1,3,42,8,40
241,1998,3,0,0,5,13,9,0,22,6,0,16,5,0,5,14,2,1,53,5,38
241,1998,4,1,0,7,12,9,0,20,7,0,29,2,0,1,7,5,1,58,2,35
241,1998,5,1,0,8,19,17,0,26,5,0,28,4,0,5,8,2,3,75,6,44
241,1998,6,2,1,7,19,13,0,27,6,0,23,4,0,5,7,1,1,64,7,45
241,1998,7,2,0,8,8,12,0,30,10,0,25,3,0,5,10,3,8,63,7,53
241,1998,8,1,3,9,14,18,0,39,8,0,18,2,2,4,11,0,6,70,7,60
241,1998,9,0,0,6,14,10,0,26,6,0,25,7,0,3,9,0,3,61,3,41
241,1998,10,3,1,12,11,15,0,17,7,0,24,1,1,6,8,0,2,61,10,42
241,1998,11,1,0,9,13,5,0,19,7,0,12,0,0,2,6,0,0,36,3,37
241,1998,12,1,1,7,8,3,0,28,6,0,20,3,0,2,3,1,2,37,3,43
241,1999,1,0,0,8,12,5,0,15,9,0,24,0,0,2,9,1,1,51,2,34
241,1999,2,0,1,4,11,11,0,19,5,0,16,1,0,7,2,0,4,45,7,35
241,1999,3,0,0,6,10,8,0,12,5,0,14,1,0,1,6,1,1,39,1,24
241,1999,4,0,1,2,10,9,0,16,9,0,24,0,0,3,8,1,1,53,3,30
241,1999,5,2,0,4,9,10,0,15,5,0,26,0,0,0,7,0,0,52,2,24
241,1999,6,1,0,3,14,13,0,24,7,1,21,2,0,3,9,0,3,60,5,37
241,1999,7,1,3,13,14,9,0,30,8,0,30,6,0,2,8,0,4,68,3,53
241,1999,8,1,0,14,10,12,0,15,9,0,23,2,0,5,10,0,2,57,6,43
241,1999,9,2,1,13,13,5,0,22,2,1,14,1,1,2,7,2,2,42,6,39
241,1999,10,1,0,9,12,4,0,19,3,0,25,1,0,6,11,0,2,54,7,37
241,1999,11,0,7,4,11,6,0,20,7,0,12,0,0,1,3,0,2,41,1,32
241,1999,12,1,2,6,9,5,0,19,4,0,22,1,0,5,2,2,0,40,6,34
241,2000,1,1,1,1,8,7,0,17,6,0,13,2,1,1,1,2,3,33,3,25
241,2000,2,0,0,4,13,6,0,19,8,0,19,0,1,3,7,1,1,46,4,34
241,2000,3,2,0,4,15,10,0,25,6,0,24,0,1,6,9,1,2,60,9,41
241,2000,4,0,0,10,15,6,0,23,6,0,16,2,0,3,3,3,1,41,3,42
241,2000,5,0,0,9,8,5,0,32,7,0,20,2,1,1,6,0,2,41,2,49
241,2000,6,3,0,4,14,10,0,20,7,0,19,2,0,3,4,1,2,49,6,34
241,2000,7,0,3,4,8,12,0,21,5,0,20,0,0,4,5,1,3,51,4,34
241,2000,8,0,0,9,18,13,0,35,8,0,18,0,0,1,6,2,1,56,1,53
241,2000,9,1,0,8,16,5,0,31,8,0,25,0,1,3,5,2,2,53,5,50
241,2000,10,2,3,5,23,11,0,23,8,1,10,0,0,5,4,1,2,53,8,41
241,2000,11,0,1,8,5,10,0,25,6,0,17,0,2,3,3,0,0,36,5,42
241,2000,12,2,1,3,8,5,0,20,4,0,11,1,2,4,4,0,1,30,8,31
241,2001,1,2,1,3,9,9,0,14,2,0,12,3,0,6,3,1,1,35,8,25
241,2001,2,0,0,6,8,17,0,11,2,0,16,1,1,1,6,0,0,47,2,20
241,2001,3,1,1,14,12,8,0,22,5,0,16,1,0,3,3,2,3,43,4,44
241,2001,4,2,2,19,17,14,0,28,4,0,16,0,0,6,3,1,2,54,8,57
241,2001,5,1,1,14,13,7,0,25,2,0,23,0,0,5,6,1,5,55,6,46
241,2001,6,3,1,11,9,12,0,25,5,0,14,0,3,4,7,0,2,45,10,45
241,2001,7,2,0,5,11,9,0,27,2,0,22,0,1,3,6,0,1,49,6,37
241,2001,8,1,3,9,24,9,0,22,6,0,22,0,0,2,9,1,2,69,3,39
241,2001,9,1,0,7,16,6,0,18,2,0,21,0,0,5,7,0,3,53,6,32
241,2001,10,0,0,3,17,5,0,41,1,0,29,0,1,5,5,0,2,58,6,50
241,2001,11,1,0,4,17,11,0,32,1,0,16,0,1,4,6,1,4,54,6,41
241,2001,12,2,0,8,18,8,0,29,0,0,11,2,0,3,3,2,4,44,5,40
242,1991,1,1,0,8,23,1,0,22,8,0,24,3,2,6,10,1,1,59,9,44
242,1991,2,1,0,11,14,2,0,22,6,0,27,0,0,4,11,2,0,54,5,43
242,1991,3,1,1,20,18,2,0,15,6,1,24,0,1,3,15,3,0,60,6,44
242,1991,4,7,0,12,21,2,0,22,5,0,31,2,0,3,9,5,2,65,10,42
242,1991,5,3,1,11,22,4,0,16,3,0,24,2,0,2,16,0,1,68,5,32
242,1991,6,1,1,9,24,0,0,26,3,0,26,0,0,3,7,1,4,62,4,41
242,1991,7,8,2,20,22,5,0,28,2,0,31,0,1,3,11,1,1,72,12,53
242,1991,8,0,0,19,26,0,0,25,6,1,28,3,0,3,12,3,0,66,4,53
242,1991,9,2,0,20,20,1,0,19,6,1,18,0,0,6,8,2,0,47,9,51
242,1991,10,2,0,26,10,0,0,43,5,0,18,1,0,10,9,1,0,37,12,84
242,1991,11,0,3,31,20,1,0,28,5,0,15,2,0,7,6,2,0,45,7,71
242,1991,12,1,0,31,22,2,0,27,8,0,13,1,1,1,5,4,1,43,3,67
242,1992,1,0,0,21,18,3,0,34,3,0,16,1,0,1,12,3,0,49,1,59
242,1992,2,1,0,16,10,6,0,27,8,0,21,0,1,0,8,1,3,48,2,51
242,1992,3,3,2,15,13,0,0,19,4,0,17,1,0,2,6,2,3,41,5,40
242,1992,4,2,0,11,26,4,0,16,6,0,15,0,0,6,9,1,1,55,8,39
242,1992,5,3,6,22,25,0,0,28,4,0,19,0,0,6,12,1,3,65,9,60
242,1992,6,1,2,25,23,1,0,19,4,0,18,0,1,7,15,1,1,60,9,55
242,1992,7,0,1,23,21,0,0,24,6,1,21,1,0,2,13,1,0,56,3,55
242,1992,8,1,0,27,31,1,0,32,5,0,25,0,0,3,12,1,2,71,4,67
242,1992,9,7,3,21,15,1,0,20,8,0,19,1,1,5,8,0,1,47,13,54
242,1992,10,1,2,21,33,4,0,20,12,0,11,0,1,3,8,2,1,59,5,56
242,1992,11,2,2,32,23,5,0,18,10,0,16,1,1,8,9,1,2,57,11,68
242,1992,12,2,1,18,9,1,0,18,9,1,14,0,0,10,7,2,1,33,13,55
242,1993,1,0,1,18,21,0,0,15,7,0,15,0,0,3,3,1,3,43,3,43
242,1993,2,1,2,17,16,3,0,18,7,0,8,0,0,3,5,0,1,35,4,45
242,1993,3,0,5,16,15,1,0,17,3,0,16,0,0,5,8,1,1,46,5,41
242,1993,4,2,1,19,25,2,0,29,6,0,20,2,0,3,16,0,4,68,5,57
242,1993,5,1,1,23,21,5,0,21,8,0,31,4,0,5,6,1,2,66,6,57
242,1993,6,0,1,29,25,2,0,19,6,0,16,0,0,1,7,0,5,56,1,55
242,1993,7,1,2,37,25,1,0,45,12,1,23,1,0,5,10,4,6,67,7,99
242,1993,8,0,0,26,27,6,0,21,6,1,19,0,0,3,14,3,5,71,4,56
242,1993,9,0,0,23,13,3,0,18,8,1,10,0,0,4,8,2,5,39,5,53
242,1993,10,2,0,29,13,7,0,31,7,0,23,1,0,2,13,1,3,59,4,69
242,1993,11,2,2,17,15,4,0,11,5,0,16,0,2,3,13,2,1,51,7,36
242,1993,12,3,0,17,12,3,0,26,10,1,13,0,0,3,8,1,3,39,7,56
242,1994,1,0,0,13,7,2,0,21,6,0,11,1,1,2,7,0,0,27,3,42
242,1994,2,0,1,22,17,6,0,14,5,2,16,2,0,1,6,0,1,47,3,42
242,1994,3,2,1,20,18,3,0,17,3,0,15,0,0,3,6,2,2,45,5,43
242,1994,4,3,1,18,22,2,0,13,8,0,13,0,2,4,13,3,3,54,9,43
242,1994,5,3,1,11,16,1,0,26,10,0,22,0,0,4,11,5,7,58,7,51
242,1994,6,0,1,14,10,5,0,18,3,0,17,1,2,2,9,0,3,45,4,37
242,1994,7,2,0,32,19,3,0,30,2,0,17,0,0,1,9,1,2,50,3,65
242,1994,8,4,1,18,19,6,0,23,3,0,23,0,0,3,12,1,7,68,7,47
242,1994,9,3,1,10,9,1,0,29,2,0,18,5,1,3,18,2,1,48,7,44
242,1994,10,0,6,16,15,3,0,26,3,0,12,7,0,0,10,0,3,49,0,45
242,1994,11,4,0,13,10,5,0,14,9,0,12,1,0,3,7,1,6,40,7,39
242,1994,12,4,0,11,16,3,0,23,4,0,11,0,1,4,5,1,8,43,9,42
242,1995,1,1,0,6,15,4,0,24,3,0,14,0,1,2,7,4,1,41,4,35
242,1995,2,0,0,11,17,1,0,16,1,0,8,1,0,3,7,2,3,36,3,31
242,1995,3,5,3,6,7,2,0,18,4,0,27,2,0,4,10,1,2,51,9,32
242,1995,4,2,0,9,11,5,0,20,5,0,16,0,1,2,7,2,4,43,5,36
242,1995,5,1,0,13,13,3,0,12,8,0,19,0,0,1,9,0,1,45,2,34
242,1995,6,4,2,19,12,3,0,9,3,0,24,0,0,4,8,0,5,54,8,35
242,1995,7,0,0,13,18,7,0,24,7,0,22,1,2,6,8,2,4,59,8,50
242,1995,8,4,0,24,21,5,0,19,5,0,16,0,0,5,6,0,5,53,9,53
242,1995,9,4,1,11,9,24,0,24,6,0,24,1,1,3,9,1,2,69,8,44
242,1995,10,2,0,14,11,4,0,13,7,0,12,0,1,3,5,4,2,34,6,37
242,1995,11,1,1,11,16,3,0,20,2,0,20,0,0,2,11,2,1,52,3,35
242,1995,12,0,0,10,17,3,0,17,9,0,15,0,1,2,5,1,5,45,3,38
242,1996,1,2,1,12,12,1,0,17,8,1,22,1,1,9,10,1,2,48,13,46
242,1996,2,0,6,14,8,1,0,13,5,1,12,0,0,0,5,0,1,33,1,32
242,1996,3,1,1,14,14,4,0,13,5,1,12,0,0,1,7,4,2,40,3,33
242,1996,4,0,1,13,7,9,0,10,1,1,17,0,0,0,4,0,5,43,1,24
242,1996,5,1,0,7,18,3,0,17,5,0,17,1,0,3,9,0,1,48,4,32
242,1996,6,3,1,11,6,3,0,13,2,0,17,0,0,2,6,1,5,38,5,28
242,1996,7,0,1,13,22,3,0,21,5,0,22,1,1,1,15,2,5,68,2,40
242,1996,8,1,0,9,16,4,0,21,11,0,18,3,0,0,10,0,2,50,1,41
242,1996,9,2,3,10,12,4,0,15,6,1,26,1,0,4,10,0,2,57,7,35
242,1996,10,3,1,13,12,4,0,13,8,0,15,2,0,1,6,1,3,41,4,35
242,1996,11,2,0,10,12,5,0,11,4,0,14,1,0,5,6,2,4,41,7,30
242,1996,12,1,1,8,11,1,0,7,3,0,14,0,2,0,6,0,1,34,3,18
242,1997,1,0,1,10,5,3,0,9,8,0,15,0,1,1,7,3,4,35,2,28
242,1997,2,0,1,7,14,1,0,12,5,1,18,0,0,3,7,0,1,42,4,27
242,1997,3,1,0,8,8,6,0,21,6,0,15,0,0,1,5,1,1,35,2,36
242,1997,4,0,1,10,11,2,0,10,5,0,16,1,1,4,6,2,4,40,5,29
242,1997,5,0,2,16,8,4,0,12,5,1,12,0,1,1,7,0,1,34,3,34
242,1997,6,0,0,17,14,0,0,14,6,0,20,0,2,1,11,0,3,48,3,38
242,1997,7,0,1,7,13,1,0,24,6,0,18,0,1,2,8,0,3,44,3,39
242,1997,8,4,0,6,23,3,1,15,4,0,24,1,0,4,6,2,3,59,8,29
242,1997,9,2,1,5,23,4,0,9,4,1,13,1,1,3,5,1,0,46,7,21
242,1997,10,3,1,8,9,3,0,17,8,0,10,0,0,1,7,1,2,32,4,34
242,1997,11,3,1,6,12,6,0,26,9,0,17,0,0,6,3,1,0,39,9,47
242,1997,12,1,0,10,12,2,0,20,4,0,17,1,0,3,6,1,1,38,4,37
242,1998,1,1,0,12,7,2,0,20,6,0,13,0,1,5,8,1,2,32,7,43
242,1998,2,1,0,4,12,1,0,12,6,0,11,3,1,0,3,0,3,30,2,22
242,1998,3,1,1,6,13,0,0,17,6,0,12,1,0,5,4,1,0,30,6,34
242,1998,4,4,4,5,14,10,0,21,1,0,24,0,0,1,5,1,3,60,5,28
242,1998,5,3,2,6,18,3,0,14,8,0,18,0,1,3,4,3,1,46,7,31
242,1998,6,1,2,8,7,7,0,20,3,0,22,4,0,2,6,1,0,44,3,33
242,1998,7,5,0,7,11,5,0,14,6,1,21,0,0,1,6,3,2,45,7,28
242,1998,8,2,0,10,5,9,0,16,9,0,12,0,2,2,7,1,4,37,6,37
242,1998,9,2,1,7,7,5,0,17,6,0,18,4,0,0,4,1,0,35,2,30
242,1998,10,1,1,5,8,5,0,15,12,0,17,0,0,3,5,2,2,38,4,35
242,1998,11,0,5,5,10,4,0,23,5,0,14,0,0,2,3,0,3,39,2,35
242,1998,12,0,1,5,9,9,0,15,5,0,9,1,1,0,2,2,1,31,1,25
242,1999,1,0,0,4,4,3,0,14,2,0,12,1,0,1,5,0,1,25,1,21
242,1999,2,1,1,8,8,3,0,20,5,0,13,0,1,5,8,2,2,35,7,38
242,1999,3,1,0,5,7,4,0,23,6,0,17,3,0,3,2,2,3,33,4,37
242,1999,4,1,1,8,12,3,0,24,8,0,10,4,0,2,6,2,2,34,3,42
242,1999,5,0,0,4,8,2,0,13,2,0,13,0,0,1,4,0,2,29,1,20
242,1999,6,1,1,6,7,10,0,20,7,0,17,3,0,1,4,2,1,40,2,34
242,1999,7,2,2,5,8,10,0,21,4,1,12,1,0,2,7,1,1,40,5,32
242,1999,8,0,2,5,12,7,0,23,5,0,20,0,0,0,7,4,1,49,0,33
242,1999,9,1,2,16,6,7,0,15,3,0,19,0,1,4,3,2,2,39,6,38
242,1999,10,0,1,2,15,12,0,21,7,0,17,3,0,1,4,1,2,51,1,31
242,1999,11,1,3,7,10,8,0,18,6,0,15,1,0,2,6,1,2,44,3,33
242,1999,12,1,2,8,11,3,0,21,7,0,16,2,0,2,8,0,3,43,3,38
242,2000,1,1,0,4,5,4,0,11,7,0,17,1,0,2,0,0,3,29,3,24
242,2000,2,2,1,1,4,6,0,14,3,0,17,0,0,2,1,0,0,29,4,20
242,2000,3,1,0,6,7,7,0,14,7,0,12,0,2,2,6,1,0,32,5,29
242,2000,4,0,3,1,15,11,0,12,5,0,12,4,1,1,3,0,2,46,2,19
242,2000,5,2,0,2,8,3,0,14,4,0,19,0,0,1,6,0,4,40,3,21
242,2000,6,0,0,2,8,6,0,15,6,0,13,0,0,1,4,0,2,33,1,24
242,2000,7,0,2,4,9,5,0,18,3,1,13,0,0,4,4,0,0,33,5,29
242,2000,8,0,1,6,4,6,0,16,5,0,19,0,0,4,6,1,0,36,4,31
242,2000,9,1,2,3,10,9,0,13,7,0,10,0,0,3,5,0,1,37,4,26
242,2000,10,0,3,6,13,1,0,15,6,0,14,0,0,4,3,0,3,37,4,31
242,2000,11,3,0,4,13,2,0,9,10,0,9,0,0,2,2,0,1,27,5,25
242,2000,12,3,0,4,5,6,0,16,5,0,8,0,0,0,1,0,2,22,3,25
242,2001,1,1,0,4,6,4,0,9,1,0,8,0,0,2,2,1,0,20,3,16
242,2001,2,2,0,5,5,6,0,16,2,0,10,0,0,3,2,2,1,24,5,26
242,2001,3,2,0,9,16,7,0,22,1,0,10,0,0,1,4,0,1,38,3,33
242,2001,4,2,1,1,9,5,0,21,2,0,17,0,1,2,3,0,1,36,5,26
242,2001,5,1,1,9,12,4,0,15,3,0,12,0,1,5,2,1,1,32,7,32
242,2001,6,1,1,2,8,2,0,19,7,0,10,0,0,2,4,0,2,27,3,30
242,2001,7,0,0,2,16,3,0,28,0,0,18,1,1,4,7,0,2,46,5,34
242,2001,8,1,0,1,6,7,0,26,2,0,28,0,0,2,2,2,1,44,3,31
242,2001,9,1,1,5,9,6,0,22,1,1,14,0,2,0,3,0,1,34,4,28
242,2001,10,1,1,5,8,1,0,20,1,0,18,0,1,1,3,0,2,33,3,27
242,2001,11,0,0,2,9,4,0,29,3,1,14,0,0,1,1,0,2,30,2,35
242,2001,12,0,0,3,9,2,0,14,1,0,4,0,0,0,4,0,1,20,0,18
243,1991,1,3,0,6,13,6,0,16,5,1,15,0,1,2,7,1,0,41,7,29
243,1991,2,2,1,8,21,1,0,9,7,0,17,0,1,6,5,2,0,45,9,30
243,1991,3,3,2,21,29,5,0,15,7,0,23,0,2,3,10,2,1,70,8,46
243,1991,4,2,1,10,19,2,0,24,5,0,14,0,0,4,11,3,0,47,6,43
243,1991,5,3,1,16,20,4,0,22,8,0,22,0,0,2,13,1,0,60,5,48
243,1991,6,0,1,10,29,3,0,16,4,0,30,1,1,1,15,2,3,81,2,31
243,1991,7,0,2,13,14,3,0,25,6,0,36,2,1,2,15,1,2,72,3,46
243,1991,8,1,1,20,17,1,0,19,5,0,22,1,2,0,18,3,4,63,3,44
243,1991,9,3,2,16,12,5,0,17,7,0,11,0,0,2,16,1,1,47,5,42
243,1991,10,0,1,14,22,5,0,22,7,1,11,0,1,4,15,2,3,57,6,47
243,1991,11,2,2,9,19,3,0,37,12,1,13,0,0,7,10,1,2,49,10,65
243,1991,12,2,0,9,21,1,0,20,2,0,14,0,1,4,7,0,0,43,7,35
243,1992,1,0,1,7,16,6,0,19,6,0,17,0,1,6,5,2,1,46,7,38
243,1992,2,4,1,6,17,2,0,12,8,0,21,1,0,4,17,1,1,59,8,30
243,1992,3,0,2,10,9,3,0,13,5,0,21,2,0,1,15,2,2,52,1,29
243,1992,4,1,2,11,18,7,0,14,5,0,19,0,1,2,13,2,0,59,4,32
243,1992,5,0,0,16,14,3,0,16,2,0,25,1,1,6,17,3,0,59,7,40
243,1992,6,3,1,4,23,2,0,25,4,0,15,0,1,3,15,0,0,56,7,36
243,1992,7,2,0,8,16,7,0,21,5,0,18,0,1,5,26,3,3,70,8,39
243,1992,8,4,2,9,14,6,0,12,8,0,23,0,1,5,13,3,4,62,10,34
243,1992,9,3,0,6,7,6,0,17,6,0,16,0,1,3,15,1,4,48,7,32
243,1992,10,3,1,15,16,8,0,18,8,0,21,0,0,4,13,2,6,65,7,45
243,1992,11,5,0,10,24,7,0,16,8,1,18,0,1,3,13,0,1,63,10,37
243,1992,12,2,0,17,17,7,0,13,6,0,17,0,0,3,8,2,7,56,5,39
243,1993,1,1,0,21,16,2,0,19,7,0,23,0,1,5,4,1,6,51,7,52
243,1993,2,1,0,8,7,4,0,11,2,0,11,0,1,5,9,0,4,35,7,26
243,1993,3,2,1,12,14,3,0,18,7,0,11,0,0,5,13,3,3,45,7,42
243,1993,4,3,0,11,16,0,0,5,6,0,18,1,1,9,15,0,2,51,13,31
243,1993,5,2,0,7,12,3,0,19,7,0,21,0,2,3,17,0,4,57,7,36
243,1993,6,5,2,9,18,4,0,11,7,0,12,2,0,9,10,3,4,50,14,36
243,1993,7,6,0,13,14,0,0,18,13,0,23,1,1,7,15,2,4,56,14,51
243,1993,8,6,1,11,14,2,0,28,4,0,16,0,4,5,14,0,6,53,15,48
243,1993,9,4,0,11,14,2,0,13,10,0,19,0,0,3,9,0,7,51,7,37
243,1993,10,1,1,7,19,3,0,16,7,1,16,1,2,3,21,0,7,67,7,33
243,1993,11,4,1,10,9,2,0,21,6,0,13,0,0,4,10,1,0,35,8,41
243,1993,12,2,0,17,13,7,0,27,9,0,13,2,2,5,13,0,5,51,9,58
243,1994,1,2,0,4,10,1,0,14,3,0,13,0,1,4,9,0,1,34,7,25
243,1994,2,1,1,5,11,4,0,15,1,0,10,0,0,1,2,0,1,29,2,22
243,1994,3,2,0,5,9,0,0,8,2,1,18,0,0,3,10,3,4,41,6,18
243,1994,4,2,1,10,20,8,0,20,6,0,21,0,1,0,8,0,6,64,3,36
243,1994,5,3,0,7,15,1,0,16,2,0,17,2,1,3,15,2,2,50,7,28
243,1994,6,5,3,9,18,4,0,14,6,0,19,0,1,7,14,1,1,59,13,36
243,1994,7,2,2,14,12,3,0,13,2,0,20,0,1,4,11,2,7,55,7,33
243,1994,8,4,0,14,15,2,0,24,10,2,18,0,0,2,11,1,5,51,8,50
243,1994,9,3,1,8,6,2,0,25,1,0,11,0,1,4,15,0,4,39,8,38
243,1994,10,3,2,11,10,1,0,13,7,0,15,1,1,0,4,3,1,33,4,31
243,1994,11,1,1,15,10,3,0,22,4,0,21,0,0,3,4,0,0,39,4,44
243,1994,12,1,0,11,9,6,0,11,8,0,17,0,0,3,7,3,2,41,4,33
