BEAT,YEAR,MONTH,AGGASS,ARSON,BURGLARY,CMIS,DRUGS,GAMBLING,LARCENY,MVTHEFT,MURDMANS,DISCONDUCT,PROST,RAPE,ROBBERY,SIMPASS,TRESPASS,WEAPONS,VCI,P1V,P1P
254,1999,4,0,0,10,7,0,0,53,5,0,13,0,0,5,1,1,0,21,5,73
254,1999,5,2,0,4,7,0,0,42,8,0,19,0,0,1,2,1,1,29,3,55
254,1999,6,0,0,8,4,1,0,46,1,0,15,0,0,1,0,1,0,20,1,56
254,1999,7,0,0,10,7,1,0,33,2,0,20,0,1,2,4,5,0,32,3,47
254,1999,8,0,0,8,17,0,0,31,2,0,17,0,0,3,3,2,0,37,3,44
254,1999,9,2,0,6,13,1,0,29,7,0,11,0,0,0,3,4,0,28,2,42
254,1999,10,0,1,8,19,2,0,31,6,0,14,0,1,1,0,4,1,37,2,46
254,1999,11,0,0,5,10,0,0,31,2,0,17,0,0,1,3,0,0,30,1,39
254,1999,12,0,1,2,4,0,0,46,5,0,6,0,0,1,1,4,0,12,1,54
254,2000,1,0,0,8,4,0,0,34,0,0,18,0,0,0,5,2,0,27,0,42
254,2000,2,0,0,5,7,1,0,30,2,0,14,0,0,2,2,2,0,24,2,39
254,2000,3,1,0,6,9,0,0,27,7,0,16,0,1,0,1,2,0,26,2,40
254,2000,4,0,0,2,15,0,0,32,5,0,8,0,1,0,3,2,0,26,1,39
254,2000,5,0,0,5,18,0,0,52,6,0,14,0,0,0,0,1,0,32,0,63
254,2000,6,0,0,2,6,0,0,47,3,0,11,0,0,1,1,0,2,20,1,53
254,2000,7,0,0,1,10,0,0,54,3,0,26,0,0,3,4,1,1,41,3,61
254,2000,8,0,0,4,11,0,0,42,7,0,14,0,0,3,2,1,2,29,3,56
254,2000,9,1,0,10,5,1,0,39,0,0,20,0,0,0,5,3,0,31,1,49
254,2000,10,0,0,0,13,1,0,77,9,0,13,0,0,3,4,3,0,31,3,89
254,2000,11,0,0,2,17,0,0,45,3,0,14,0,0,3,2,2,0,33,3,53
254,2000,12,0,0,3,11,0,0,45,1,0,15,0,0,2,4,0,2,32,2,51
254,2001,1,0,0,4,7,0,0,58,1,0,22,0,0,1,4,0,2,35,1,64
254,2001,2,0,0,7,7,0,0,27,0,0,7,0,1,0,3,0,0,17,1,34
254,2001,3,1,1,1,11,1,0,54,1,0,16,0,1,1,3,0,1,33,3,57
254,2001,4,0,0,8,9,0,0,36,1,0,21,2,0,1,7,2,0,37,1,46
254,2001,5,0,0,10,13,1,0,64,1,0,30,0,0,1,4,2,0,48,1,76
254,2001,6,1,0,3,15,1,0,49,0,0,18,0,0,4,4,1,1,39,5,56
254,2001,7,0,0,8,13,0,0,61,0,0,19,0,0,3,4,2,0,36,3,72
254,2001,8,0,0,9,10,1,0,48,0,0,22,0,0,0,2,2,1,36,0,57
254,2001,9,0,0,3,7,0,0,45,0,0,17,0,0,0,6,3,1,31,0,48
254,2001,10,0,0,6,15,1,0,42,1,0,12,0,0,1,6,2,1,35,1,50
254,2001,11,0,0,7,8,0,0,37,0,0,19,0,0,1,3,2,0,30,1,45
254,2001,12,0,0,6,13,0,0,46,1,0,8,0,0,4,2,1,0,23,4,57
256,1991,1,2,0,26,8,6,0,19,4,1,12,0,0,1,21,1,0,47,4,50
256,1991,2,2,1,16,12,4,0,16,3,1,21,0,1,2,8,1,3,49,6,37
256,1991,3,0,2,23,21,2,0,19,10,1,23,1,2,3,9,2,1,58,6,55
256,1991,4,1,1,15,14,3,0,21,4,0,16,1,0,2,15,3,0,49,3,42
256,1991,5,1,0,13,27,7,0,19,9,0,29,2,3,5,16,2,2,81,9,46
256,1991,6,1,0,16,26,7,0,14,5,0,30,2,1,2,22,3,0,85,4,37
256,1991,7,6,1,8,12,1,0,29,7,0,23,5,0,1,14,0,1,52,7,45
256,1991,8,4,1,12,18,3,0,25,4,0,19,0,0,2,17,2,2,60,6,43
256,1991,9,4,1,26,22,0,0,24,6,0,22,0,0,3,15,1,4,64,7,59
256,1991,10,3,1,11,8,2,0,24,2,1,16,1,0,4,5,0,2,34,8,41
256,1991,11,2,7,10,14,0,0,22,5,0,4,1,1,3,8,1,3,36,6,40
256,1991,12,2,1,17,16,6,0,25,2,0,14,1,0,6,12,2,2,51,8,50
256,1992,1,3,1,25,12,3,0,24,7,0,16,3,2,4,11,2,2,45,9,60
256,1992,2,2,1,10,21,3,0,15,9,0,9,15,0,5,5,1,5,44,7,39
256,1992,3,2,2,10,14,1,0,26,5,0,15,4,0,1,12,2,0,44,3,42
256,1992,4,3,0,14,13,1,0,19,8,0,14,6,1,2,9,1,1,38,6,43
256,1992,5,4,0,16,18,3,0,24,4,1,23,3,0,5,24,0,1,69,10,49
256,1992,6,5,1,13,13,9,0,18,12,0,15,1,0,1,9,1,2,49,6,44
256,1992,7,3,1,13,21,7,0,29,4,0,17,4,1,2,15,1,0,61,6,48
256,1992,8,4,0,13,17,7,0,19,9,0,21,1,3,3,21,0,2,68,10,44
256,1992,9,2,1,8,10,6,0,27,9,1,17,3,1,1,9,1,3,46,5,45
256,1992,10,3,1,22,16,3,0,17,13,0,14,0,1,5,15,0,1,50,9,57
256,1992,11,1,3,14,14,5,0,27,6,0,14,1,2,0,10,2,2,48,3,47
256,1992,12,2,0,21,13,2,0,18,3,0,7,2,1,11,7,1,3,32,14,53
256,1993,1,2,0,13,13,2,0,23,8,0,20,1,1,5,4,1,2,41,8,49
256,1993,2,1,0,12,9,2,0,22,2,0,7,0,1,3,9,1,4,31,5,39
256,1993,3,4,0,18,17,2,0,17,4,0,14,1,1,1,10,2,3,46,6,40
256,1993,4,2,1,12,19,4,0,21,5,1,16,4,0,2,11,1,1,52,5,40
256,1993,5,4,1,12,11,3,0,19,2,0,16,1,1,1,10,0,2,43,6,34
256,1993,6,5,2,8,16,5,0,21,5,0,23,3,0,4,14,0,5,65,9,38
256,1993,7,3,0,16,12,7,0,30,6,1,20,4,0,3,17,1,4,60,7,55
256,1993,8,2,2,20,15,3,0,31,5,1,13,0,0,2,15,2,5,53,5,58
256,1993,9,2,1,15,13,4,0,24,3,0,13,2,0,3,15,2,2,48,5,45
256,1993,10,7,0,13,12,2,0,21,7,0,17,0,0,3,12,0,2,45,10,44
256,1993,11,1,2,12,17,3,0,22,7,0,18,1,0,5,10,0,2,52,6,46
256,1993,12,4,1,13,19,1,0,27,2,0,12,6,0,4,6,1,3,42,8,46
256,1994,1,3,0,4,13,5,0,10,5,0,12,1,1,2,7,0,4,41,6,21
256,1994,2,0,1,5,7,3,0,8,3,0,23,2,0,0,10,0,3,47,0,16
256,1994,3,0,1,15,8,3,0,26,3,0,19,0,0,1,14,2,3,48,1,45
256,1994,4,2,0,15,10,6,0,19,2,0,20,1,1,2,17,1,1,54,5,38
256,1994,5,4,1,18,16,4,0,26,5,0,16,1,0,2,11,2,7,55,6,51
256,1994,6,0,4,15,17,6,0,21,5,0,20,0,0,4,17,4,10,74,4,45
256,1994,7,5,2,28,17,3,0,12,5,1,14,1,0,3,14,2,9,59,9,48
256,1994,8,2,0,7,13,8,0,14,6,0,17,0,1,5,14,2,2,54,8,32
256,1994,9,6,2,11,15,6,0,10,5,0,13,2,0,1,11,1,2,49,7,27
256,1994,10,1,4,15,17,11,0,15,3,0,14,0,1,2,14,3,5,65,4,35
256,1994,11,1,2,12,17,4,0,10,1,0,13,0,0,4,13,0,5,54,5,27
256,1994,12,3,2,14,14,3,0,10,2,0,9,0,0,8,11,0,3,42,11,34
256,1995,1,0,0,7,11,3,0,10,2,0,9,2,1,1,7,0,2,32,2,20
256,1995,2,2,1,5,15,1,0,10,5,0,10,0,3,3,7,0,1,35,8,23
256,1995,3,3,0,12,8,5,0,7,1,0,19,1,0,1,14,4,0,46,4,21
256,1995,4,1,7,13,18,6,0,10,2,0,20,0,1,0,9,3,2,62,2,25
256,1995,5,4,3,10,11,5,0,13,5,0,12,2,0,3,25,2,6,62,7,31
256,1995,6,3,6,13,16,9,0,13,6,1,21,0,1,6,20,1,6,78,11,38
256,1995,7,2,0,14,11,5,0,15,2,0,19,0,1,2,12,0,5,52,5,33
256,1995,8,4,2,9,11,16,0,17,4,0,24,1,0,2,14,1,3,70,6,32
256,1995,9,3,0,15,5,26,0,23,5,0,16,1,0,2,15,2,3,65,5,45
256,1995,10,0,0,14,10,10,0,15,4,0,17,0,1,2,10,1,4,51,3,35
256,1995,11,0,0,8,12,16,0,9,4,0,10,1,1,7,9,1,4,51,8,28
256,1995,12,0,2,8,9,10,0,5,3,0,24,0,1,1,9,1,5,59,2,17
256,1996,1,4,1,7,9,8,0,15,4,0,14,0,1,7,11,0,7,50,12,33
256,1996,2,1,0,10,5,11,0,11,5,0,12,0,0,2,7,2,1,36,3,28
256,1996,3,3,0,8,12,5,0,10,8,0,10,0,0,2,4,1,3,34,5,28
256,1996,4,1,0,9,12,10,0,7,5,0,15,3,2,0,8,1,4,49,3,21
256,1996,5,3,2,10,11,7,0,12,6,0,14,0,1,1,8,3,3,45,5,29
256,1996,6,1,0,5,13,11,0,19,3,1,14,0,0,3,9,2,6,53,5,30
256,1996,7,6,2,12,20,3,0,17,10,0,17,2,0,2,16,2,3,61,8,41
256,1996,8,2,2,10,12,11,0,9,7,0,23,0,0,6,12,1,2,62,8,32
256,1996,9,1,2,12,9,11,0,4,4,0,22,0,0,0,11,1,3,58,1,20
256,1996,10,0,0,10,6,16,0,16,5,1,17,0,3,2,6,1,3,48,6,33
256,1996,11,4,1,15,12,6,0,6,4,1,13,0,1,3,7,1,1,40,9,28
256,1996,12,0,1,10,3,3,0,12,6,0,12,0,0,6,17,0,4,40,6,34
256,1997,1,2,1,15,13,7,0,10,5,0,11,0,0,9,6,0,1,39,11,39
256,1997,2,2,2,6,5,8,0,9,5,0,14,0,0,5,4,1,4,37,7,25
256,1997,3,3,4,7,3,4,0,8,2,0,13,0,0,3,6,0,3,33,6,20
256,1997,4,2,1,8,10,8,0,9,4,0,16,0,2,4,7,0,1,43,8,25
256,1997,5,3,0,9,18,6,0,13,7,0,17,3,1,1,12,0,1,54,5,30
256,1997,6,2,3,7,8,4,0,11,6,0,21,0,1,2,8,0,0,44,5,26
256,1997,7,10,1,16,13,5,0,9,6,0,19,0,0,5,6,1,1,45,15,36
256,1997,8,2,2,6,9,5,0,13,2,0,16,1,2,2,8,0,5,45,6,23
256,1997,9,3,1,6,8,9,0,11,2,0,21,0,1,4,6,1,2,47,8,23
256,1997,10,3,2,11,12,21,0,12,4,0,13,0,0,6,9,1,3,60,9,33
256,1997,11,2,3,5,11,7,0,7,6,0,12,0,1,8,7,0,2,42,11,26
256,1997,12,3,1,7,8,6,0,11,10,0,16,0,1,11,3,1,2,36,15,39
256,1998,1,3,0,10,13,14,0,9,11,0,12,0,1,4,8,2,2,49,8,34
256,1998,2,0,1,9,8,1,0,6,8,1,11,0,0,2,3,0,0,24,3,25
256,1998,3,3,0,2,11,8,0,12,8,0,12,0,1,4,10,0,3,44,8,26
256,1998,4,3,1,8,14,10,0,8,6,0,10,0,1,1,5,0,5,45,5,23
256,1998,5,1,7,3,13,10,0,18,4,0,25,0,0,4,6,1,1,62,5,29
256,1998,6,2,4,11,10,8,0,13,6,0,21,0,1,4,7,0,2,52,7,34
256,1998,7,1,2,3,10,8,0,12,4,0,31,0,0,1,6,3,4,61,2,20
256,1998,8,1,0,7,12,12,0,9,2,0,15,0,0,1,7,0,1,47,2,19
256,1998,9,4,2,9,9,9,0,9,11,0,15,5,1,3,9,3,0,44,8,32
256,1998,10,5,1,9,6,10,0,12,12,1,14,1,0,0,5,0,3,39,6,33
256,1998,11,2,2,5,8,8,0,13,3,0,16,0,1,3,2,1,2,38,6,24
256,1998,12,3,0,8,17,3,0,6,6,0,16,2,0,0,6,0,0,42,3,20
256,1999,1,1,0,3,6,4,0,5,1,0,16,0,1,3,6,1,1,33,5,12
256,1999,2,1,1,4,13,2,0,7,5,0,5,0,1,0,4,0,0,25,2,16
256,1999,3,2,1,2,7,7,0,4,1,0,16,0,1,1,8,0,2,41,4,8
256,1999,4,0,2,2,12,13,0,7,5,0,12,0,0,2,5,1,3,47,2,16
256,1999,5,2,0,8,12,8,0,13,7,0,12,0,0,3,3,1,4,39,5,31
256,1999,6,3,1,2,6,16,0,4,5,0,11,0,0,3,9,1,4,47,6,14
256,1999,7,4,3,11,11,10,0,12,9,0,20,0,0,0,7,2,1,52,4,32
256,1999,8,4,4,11,12,8,0,14,3,0,21,2,0,1,8,0,5,58,5,29
256,1999,9,3,1,11,8,9,0,10,5,0,12,0,0,4,4,1,0,34,7,30
256,1999,10,1,0,3,11,14,0,10,13,0,7,0,0,3,5,0,0,37,4,29
256,1999,11,2,2,11,6,4,0,14,3,0,12,0,1,1,4,0,3,31,4,29
256,1999,12,2,0,8,7,3,0,5,1,0,7,0,0,4,5,1,0,22,6,18
256,2000,1,2,0,11,10,9,0,7,5,0,11,1,0,4,4,0,3,37,6,27
256,2000,2,2,0,5,7,3,0,7,4,1,10,0,1,1,1,0,0,21,5,17
256,2000,3,0,0,8,7,15,0,8,4,0,12,1,2,3,6,0,1,41,5,23
256,2000,4,2,2,3,16,9,0,20,5,0,13,0,0,1,4,2,2,46,3,29
256,2000,5,1,0,6,9,6,0,17,6,0,19,0,0,4,6,1,1,41,5,33
256,2000,6,2,2,9,14,7,0,12,2,0,8,0,0,2,16,0,4,51,4,25
256,2000,7,0,2,6,23,7,0,10,1,0,9,1,0,3,7,1,1,49,3,20
256,2000,8,1,2,7,10,10,0,16,8,0,23,0,0,2,6,1,1,52,3,33
256,2000,9,6,2,9,13,6,0,12,8,0,14,0,0,3,13,0,2,50,9,32
256,2000,10,1,1,11,8,5,0,15,4,0,18,0,0,6,4,1,0,36,7,36
256,2000,11,1,3,9,12,12,0,12,2,0,10,1,1,2,3,1,0,40,4,25
256,2000,12,0,0,4,6,12,0,11,5,0,8,2,1,2,4,1,4,34,3,22
256,2001,1,0,0,6,4,7,0,11,3,0,12,1,0,5,0,0,2,25,5,25
256,2001,2,0,0,6,10,0,0,6,1,0,5,0,0,0,5,0,2,22,0,13
256,2001,3,2,0,7,6,4,0,12,3,0,16,2,0,1,6,0,2,34,3,23
256,2001,4,2,2,5,10,5,0,3,3,0,10,0,0,2,3,0,0,30,4,13
256,2001,5,2,7,13,14,10,0,17,1,0,23,2,1,4,8,0,1,63,7,35
256,2001,6,1,0,7,11,5,0,11,1,1,24,0,2,2,6,1,2,48,6,21
256,2001,7,2,4,5,9,8,0,8,1,1,23,0,0,4,1,0,4,49,7,18
256,2001,8,3,0,5,15,9,0,18,2,0,9,0,0,2,4,0,2,39,5,27
256,2001,9,6,3,6,7,5,0,13,2,0,21,5,1,4,2,1,3,41,11,25
256,2001,10,3,0,11,18,2,0,10,3,0,19,0,1,3,2,1,0,41,7,27
256,2001,11,1,3,5,7,2,0,14,0,1,10,0,0,1,4,0,3,29,3,20
256,2001,12,2,1,6,15,1,0,12,1,0,12,0,0,2,4,0,4,37,4,21
257,1991,1,2,0,13,16,7,0,16,8,0,21,0,1,1,9,1,1,54,4,38
257,1991,2,0,2,12,19,11,0,17,6,2,17,0,0,3,7,0,0,56,5,38
257,1991,3,1,2,17,20,4,0,20,10,0,32,0,0,7,8,2,2,68,8,54
257,1991,4,0,0,15,25,7,0,23,7,0,18,0,0,2,10,2,0,60,2,47
257,1991,5,1,2,7,20,1,0,23,8,0,24,0,2,2,12,2,1,60,5,40
257,1991,6,9,0,8,16,2,0,25,2,1,20,1,1,5,19,0,1,58,16,40
257,1991,7,1,1,15,16,9,0,33,5,0,27,1,1,1,20,0,0,73,3,54
257,1991,8,6,1,12,26,4,0,30,4,0,21,0,1,5,17,4,1,70,12,51
257,1991,9,1,2,15,27,3,0,28,11,0,18,0,0,3,4,1,3,57,4,57
257,1991,10,6,2,13,43,2,0,27,7,1,26,0,0,7,11,3,2,86,14,54
257,1991,11,4,1,18,24,1,0,28,3,0,19,0,1,5,10,2,1,56,10,54
257,1991,12,3,1,15,15,4,0,30,5,0,10,1,0,3,2,1,0,32,6,53
257,1992,1,5,2,23,19,3,0,20,10,0,12,0,1,3,10,1,2,48,9,56
257,1992,2,2,2,13,25,2,0,15,6,0,15,0,0,2,7,0,0,51,4,36
257,1992,3,3,2,17,20,8,0,18,3,0,23,1,0,8,19,1,1,73,11,46
257,1992,4,2,1,22,24,7,0,17,6,0,17,0,1,6,10,1,1,60,9,51
257,1992,5,0,3,19,23,5,0,14,5,0,26,1,0,6,14,1,1,72,6,44
257,1992,6,3,3,17,19,1,0,33,8,0,20,0,1,2,14,0,2,59,6,60
257,1992,7,2,21,24,19,3,0,19,5,0,13,0,1,1,12,0,0,68,4,49
257,1992,8,3,1,17,26,6,0,24,8,0,11,0,1,4,9,1,0,53,8,53
257,1992,9,3,1,13,22,6,0,19,2,0,19,0,0,2,11,1,0,59,5,36
257,1992,10,1,1,22,33,17,0,17,5,0,23,0,0,6,10,1,1,85,7,50
257,1992,11,3,3,8,16,3,0,16,7,0,14,1,0,3,8,3,4,48,6,34
257,1992,12,2,0,16,13,11,0,19,5,0,18,0,3,11,13,3,2,57,16,51
257,1993,1,4,0,13,15,8,0,12,3,1,15,0,0,7,12,3,0,50,12,35
257,1993,2,2,0,13,8,4,0,19,2,0,16,0,0,4,8,0,2,38,6,38
257,1993,3,2,0,9,21,15,0,15,6,1,16,0,0,3,13,1,2,67,6,33
257,1993,4,4,2,21,17,5,0,26,9,0,24,0,1,9,9,1,4,61,14,65
257,1993,5,5,0,15,16,12,1,26,5,1,15,0,0,8,11,3,6,60,14,54
257,1993,6,2,2,5,14,13,0,12,4,0,15,0,1,4,13,1,2,59,7,25
257,1993,7,2,0,13,24,6,0,12,4,0,24,0,1,4,9,0,6,69,7,33
257,1993,8,5,1,18,10,8,0,23,4,1,17,0,2,3,10,1,4,50,11,48
257,1993,9,2,4,14,11,8,0,13,7,1,18,0,1,3,6,2,4,51,7,37
257,1993,10,5,0,24,11,6,0,19,3,0,18,0,0,4,11,1,3,49,9,50
257,1993,11,3,0,24,23,10,0,19,10,0,15,0,1,3,11,1,1,60,7,56
257,1993,12,2,0,12,13,6,0,15,4,0,17,1,0,4,8,1,5,49,6,35
257,1994,1,2,1,8,11,13,0,19,2,0,19,0,0,3,8,0,3,55,5,32
257,1994,2,3,0,11,8,3,0,5,3,1,8,0,0,3,6,1,2,27,7,22
257,1994,3,1,0,18,5,9,0,11,4,0,16,1,0,4,10,1,3,43,5,37
257,1994,4,3,1,15,10,10,0,11,8,2,14,2,0,5,8,1,1,44,10,39
257,1994,5,4,1,13,8,8,0,15,3,0,14,1,0,12,15,1,7,53,16,43
257,1994,6,5,2,8,10,12,0,14,6,0,11,0,0,4,6,1,0,41,9,32
257,1994,7,2,2,12,18,7,0,17,2,2,11,0,1,3,15,1,2,55,8,34
257,1994,8,5,3,7,19,14,0,23,5,0,19,0,0,4,21,0,8,84,9,39
257,1994,9,3,1,6,19,8,0,20,5,0,13,1,1,5,8,0,4,53,9,36
257,1994,10,1,1,12,7,11,0,10,1,1,19,1,0,7,4,0,2,44,9,30
257,1994,11,2,0,16,15,6,0,12,2,0,10,0,1,7,12,0,1,44,10,37
257,1994,12,1,1,15,10,7,0,18,3,0,5,0,0,11,6,0,0,29,12,47
257,1995,1,3,2,5,16,9,0,8,5,1,9,0,0,8,7,1,2,45,12,26
257,1995,2,4,0,7,9,5,0,10,2,0,10,0,0,2,6,0,1,31,6,21
257,1995,3,2,0,17,6,4,0,22,2,0,12,3,0,5,10,0,2,34,7,46
257,1995,4,2,1,10,17,7,0,19,4,0,21,1,0,4,14,0,2,62,6,37
257,1995,5,3,0,16,13,3,0,13,3,0,20,1,0,3,11,0,1,48,6,35
257,1995,6,3,1,12,19,9,0,15,6,0,13,0,0,5,13,0,1,56,8,38
257,1995,7,0,3,14,21,3,0,31,2,0,27,1,2,2,11,1,2,67,4,49
257,1995,8,2,3,16,17,1,0,20,3,0,16,0,0,4,19,0,5,61,6,43
257,1995,9,4,3,9,22,7,0,19,1,0,21,1,0,6,5,2,3,61,10,35
257,1995,10,2,0,14,13,10,0,18,3,0,25,0,2,4,9,0,1,58,8,39
257,1995,11,3,0,10,14,4,0,22,5,0,16,0,0,4,13,0,4,51,7,41
257,1995,12,2,0,9,8,9,0,28,8,0,17,0,0,4,15,2,4,53,6,49
257,1996,1,1,3,5,7,8,0,8,2,0,20,0,0,1,9,2,3,50,2,16
257,1996,2,2,0,9,12,7,0,16,4,0,24,0,0,0,7,0,3,53,2,29
257,1996,3,0,0,9,10,16,0,14,5,0,30,0,1,3,16,0,3,75,4,31
257,1996,4,1,2,11,17,18,0,13,11,1,16,0,1,8,15,1,4,72,11,43
257,1996,5,2,1,11,12,12,0,21,10,1,35,1,0,3,9,0,6,75,6,45
257,1996,6,2,2,17,14,16,0,23,3,0,20,1,1,8,15,1,1,68,11,51
257,1996,7,5,0,12,11,11,0,21,6,0,20,0,2,2,10,2,5,57,9,41
257,1996,8,5,0,5,19,15,0,21,8,0,16,0,0,1,6,1,4,60,6,35
257,1996,9,2,0,7,6,14,0,13,5,0,20,0,0,5,2,1,4,46,7,30
257,1996,10,4,2,12,12,13,0,14,5,0,21,0,1,2,8,0,4,60,7,33
257,1996,11,1,2,12,12,9,0,15,3,0,13,0,0,2,9,3,2,47,3,32
257,1996,12,3,2,16,10,5,0,10,4,0,11,0,2,6,3,0,3,34,11,36
257,1997,1,0,1,10,8,10,1,11,8,0,12,0,0,3,11,0,0,42,3,32
257,1997,2,3,2,15,9,18,0,6,4,0,17,0,0,7,5,1,4,55,10,32
257,1997,3,2,2,13,11,21,0,12,8,0,10,1,1,3,5,1,2,51,6,36
257,1997,4,2,1,8,13,11,0,13,3,0,11,0,1,3,4,2,1,41,6,27
257,1997,5,2,3,7,7,7,0,11,6,0,16,0,0,4,5,0,0,38,6,28
257,1997,6,1,0,10,11,7,0,16,4,1,27,0,3,1,14,0,5,64,6,31
257,1997,7,4,0,12,12,12,0,6,7,1,26,0,0,5,10,3,4,64,10,30
257,1997,8,1,1,7,13,15,0,14,3,0,18,0,0,2,6,0,8,61,3,26
257,1997,9,1,1,12,7,15,0,17,4,0,22,0,0,1,7,0,2,54,2,34
257,1997,10,0,1,2,7,12,1,13,5,0,10,0,0,5,6,0,1,37,5,25
257,1997,11,1,0,5,16,7,0,13,11,0,13,0,1,4,4,0,2,42,6,33
257,1997,12,3,0,5,14,6,0,12,8,2,14,0,1,2,4,1,0,38,8,27
257,1998,1,4,2,7,8,15,0,12,8,0,20,0,0,3,5,1,7,57,7,30
257,1998,2,0,2,9,6,7,0,10,4,0,6,0,1,2,6,1,4,31,3,25
257,1998,3,1,6,9,12,14,0,10,7,1,20,0,1,1,5,1,2,59,4,27
257,1998,4,0,2,12,12,19,0,20,15,0,26,0,0,2,6,0,1,66,2,49
257,1998,5,2,1,10,12,12,0,14,4,1,22,0,0,3,4,1,2,53,6,31
257,1998,6,2,3,4,2,16,0,7,2,0,21,0,1,3,9,1,6,57,6,16
257,1998,7,2,0,9,7,13,0,10,5,0,22,0,1,3,8,0,2,52,6,27
257,1998,8,2,1,10,14,25,0,17,0,0,25,0,0,5,6,0,2,73,7,32
257,1998,9,2,0,10,6,21,0,9,12,0,17,0,1,2,5,2,3,52,5,33
257,1998,10,2,3,5,4,12,0,18,6,0,19,1,0,5,7,0,8,53,7,34
257,1998,11,0,4,4,14,7,0,10,3,0,8,0,0,2,0,0,1,34,2,19
257,1998,12,2,1,5,8,11,0,4,2,0,12,0,0,1,10,0,2,44,3,12
257,1999,1,1,1,5,9,12,0,8,16,1,15,0,0,0,2,0,5,44,2,29
257,1999,2,1,0,6,2,12,0,9,5,0,8,0,0,0,5,2,3,30,1,20
257,1999,3,2,2,8,5,8,0,8,8,0,9,0,2,0,4,1,0,28,4,24
257,1999,4,1,0,3,8,23,0,12,5,0,15,0,0,4,2,1,1,49,5,24
257,1999,5,1,2,6,11,18,0,7,8,0,12,0,0,1,3,1,0,46,2,22
257,1999,6,0,3,5,17,18,0,8,5,0,17,0,0,2,5,2,0,60,2,20
257,1999,7,0,1,9,11,20,0,11,4,0,13,0,0,0,7,0,3,55,0,24
257,1999,8,3,1,6,8,12,0,14,5,0,16,0,1,3,3,0,2,42,7,28
257,1999,9,0,0,4,8,11,0,10,3,0,9,0,0,2,2,0,3,33,2,19
257,1999,10,3,0,7,8,10,0,11,5,0,4,0,0,1,2,0,2,26,4,24
257,1999,11,0,1,7,13,4,0,5,16,0,16,0,0,5,6,0,1,41,5,33
257,1999,12,1,4,5,7,7,0,15,0,0,13,0,1,2,4,0,1,36,4,22
257,2000,1,0,0,3,9,13,0,13,10,1,14,0,1,2,4,1,4,44,4,28
257,2000,2,1,0,2,11,10,0,10,8,1,11,0,0,3,5,1,3,40,5,23
257,2000,3,0,0,6,3,12,0,10,6,0,10,1,0,3,5,1,2,32,3,25
257,2000,4,1,0,7,7,24,0,11,2,0,11,0,0,2,5,0,0,47,3,22
257,2000,5,4,1,7,9,17,0,14,5,0,12,0,0,0,8,1,1,48,4,26
257,2000,6,3,0,6,6,11,0,11,6,1,17,0,0,2,7,0,3,44,6,25
257,2000,7,2,2,6,18,14,0,19,3,0,15,0,0,2,6,0,2,57,4,30
257,2000,8,0,0,7,18,15,0,11,6,0,20,0,1,3,6,1,4,63,4,27
257,2000,9,4,0,6,12,10,0,11,3,0,12,0,3,6,5,0,1,40,13,26
257,2000,10,4,0,4,11,12,0,16,6,0,13,0,0,7,7,1,3,46,11,33
257,2000,11,1,0,9,13,6,0,17,9,0,10,0,0,4,4,1,3,36,5,39
257,2000,12,1,0,6,6,7,0,13,2,0,13,0,2,3,3,2,0,29,6,24
257,2001,1,2,0,8,6,12,0,19,3,0,11,0,0,4,4,1,2,35,6,34
257,2001,2,1,2,3,8,9,0,8,2,0,9,0,1,2,0,0,2,30,4,15
257,2001,3,1,0,4,9,14,0,14,3,0,9,1,0,2,4,2,1,37,3,23
257,2001,4,1,4,11,20,20,0,15,2,0,11,0,3,0,7,0,4,66,4,28
257,2001,5,2,1,5,11,18,0,12,0,0,26,0,0,1,8,0,3,67,3,18
257,2001,6,3,1,9,12,7,0,15,3,1,16,0,0,2,8,2,2,46,6,29
257,2001,7,1,0,2,11,12,0,9,6,1,26,0,0,5,5,0,3,57,7,22
257,2001,8,3,0,4,17,15,0,15,2,0,27,0,0,0,11,1,2,72,3,21
257,2001,9,1,0,8,12,11,0,11,0,0,21,0,0,0,10,0,1,55,1,19
257,2001,10,0,0,8,15,1,0,15,2,0,15,0,0,4,3,0,9,43,4,29
257,2001,11,2,0,10,15,6,0,23,1,0,11,0,0,5,4,2,3,39,7,39
257,2001,12,1,0,3,6,9,0,15,2,0,11,0,0,3,5,0,1,32,4,23
259,1991,1,0,0,2,9,1,0,37,3,0,17,1,0,1,6,0,0,33,1,43
259,1991,2,0,0,4,11,0,0,38,5,0,24,1,1,4,5,1,0,40,5,51
259,1991,3,0,1,3,13,0,0,37,6,0,9,0,0,2,3,1,0,26,2,48
259,1991,4,0,0,5,17,0,0,37,3,0,10,0,0,2,4,1,0,31,2,47
259,1991,5,0,0,11,16,0,0,38,2,0,18,0,0,2,3,1,0,37,2,53
259,1991,6,0,0,3,15,0,0,42,3,0,22,0,0,1,6,3,1,44,1,49
259,1991,7,2,0,10,14,0,0,56,3,0,18,0,0,4,5,2,0,37,6,73
259,1991,8,0,0,12,14,0,0,54,5,0,18,1,1,6,8,4,0,40,7,77
259,1991,9,0,0,7,16,0,0,42,3,0,13,0,1,3,5,0,0,34,4,55
259,1991,10,1,0,7,17,0,0,43,1,0,19,0,0,4,5,3,0,41,5,55
259,1991,11,2,0,5,12,0,0,34,8,0,7,0,1,5,5,1,0,24,8,52
