PRECINCT,NAME,YEAR,MONTH,AGGASS,ARSON,BURGLARY,CMIS,DRUGS,GAMBLING,LARCENY,MENACING,MVTHEFT,MURDER_MANSLAUGHTER,DISCONDUCT,PROSTITUTION,RAPE,ROBBERY,SIMPASS,TRESPASS,WEAPONS,VCI,P1P,P1V
3,GENESEE,1993,3,9,10,56,51,21,0,80,3,36,0,89,0,1,25,50,12,15,236,197,35
3,GENESEE,1993,4,8,5,60,79,18,0,96,1,30,1,108,3,5,17,62,3,11,283,203,31
3,GENESEE,1993,5,14,3,48,93,20,0,94,2,37,1,110,8,4,15,61,8,26,313,194,34
3,GENESEE,1993,6,23,7,68,88,31,0,116,2,38,0,91,17,3,23,54,10,24,295,245,49
3,GENESEE,1993,7,20,17,100,82,19,0,129,4,53,6,127,4,7,26,68,10,27,340,308,59
3,GENESEE,1993,8,22,2,84,80,40,0,153,4,56,2,120,1,8,20,68,7,21,331,313,52
3,GENESEE,1993,9,8,2,117,98,27,0,91,1,47,1,97,0,4,12,39,8,25,288,267,25
3,GENESEE,1993,10,9,4,66,86,37,0,118,3,50,3,100,4,3,33,66,4,24,317,267,48
3,GENESEE,1993,11,13,2,66,75,21,0,118,0,39,0,84,0,0,32,45,10,12,239,255,45
3,GENESEE,1993,12,17,2,87,65,25,0,116,2,30,1,96,4,4,29,56,4,17,261,262,51
3,GENESEE,1994,1,9,0,69,60,18,0,87,3,31,2,88,1,4,20,37,3,17,220,207,35
3,GENESEE,1994,2,7,2,52,107,17,0,94,0,22,1,75,1,0,13,25,4,13,239,181,21
3,GENESEE,1994,3,11,5,78,72,20,0,97,1,22,1,106,0,3,17,60,14,19,282,214,32
3,GENESEE,1994,4,9,3,74,87,37,0,90,0,31,0,101,2,5,17,64,6,24,316,212,31
3,GENESEE,1994,5,13,0,67,70,30,0,126,0,26,1,112,8,6,19,43,8,27,282,238,39
3,GENESEE,1994,6,30,6,72,83,23,0,121,0,37,2,117,0,5,28,60,5,15,304,258,65
3,GENESEE,1994,7,19,4,87,74,18,0,142,2,30,1,110,2,3,34,54,6,34,294,293,57
3,GENESEE,1994,8,13,8,68,68,29,0,128,2,33,3,105,0,0,27,56,6,17,283,256,43
3,GENESEE,1994,9,9,8,56,56,29,0,134,0,16,1,110,6,3,24,55,6,14,272,230,37
3,GENESEE,1994,10,10,9,78,75,29,0,104,2,39,0,92,4,3,22,52,11,15,272,243,35
3,GENESEE,1994,11,12,6,49,63,22,0,125,1,29,3,101,0,1,27,37,6,21,250,230,43
3,GENESEE,1994,12,9,3,58,51,27,0,108,1,47,1,87,0,5,20,43,12,13,224,233,35
3,GENESEE,1995,1,6,0,46,55,23,0,100,1,18,1,83,0,3,29,45,7,19,225,193,39
3,GENESEE,1995,2,10,3,28,34,29,0,78,0,19,0,74,5,1,8,26,4,8,174,133,19
3,GENESEE,1995,3,6,3,36,50,27,0,98,0,21,0,89,1,2,10,38,7,19,226,165,18
3,GENESEE,1995,4,12,8,44,81,27,0,115,0,22,1,123,4,0,22,44,14,19,302,203,35
3,GENESEE,1995,5,14,6,44,68,23,0,114,1,18,2,105,1,4,23,55,5,17,274,199,43
3,GENESEE,1995,6,12,5,42,89,17,0,111,1,23,2,130,3,2,25,46,10,27,314,201,41
3,GENESEE,1995,7,17,1,79,79,30,0,109,0,33,0,125,1,3,19,63,6,12,310,240,39
3,GENESEE,1995,8,14,2,91,86,30,0,142,1,39,0,125,3,5,32,43,11,21,307,304,51
3,GENESEE,1995,9,9,2,67,71,26,0,102,0,20,0,109,0,6,33,50,4,19,277,222,48
3,GENESEE,1995,10,13,2,86,81,26,0,151,0,24,0,104,0,2,14,47,3,14,274,275,29
3,GENESEE,1995,11,12,2,68,85,29,0,112,2,38,1,123,1,3,16,33,11,21,293,234,32
3,GENESEE,1995,12,9,2,64,60,19,0,104,3,46,1,137,0,1,34,47,9,11,276,248,45
3,GENESEE,1996,1,6,1,62,60,19,0,102,2,43,0,124,0,3,23,41,10,19,264,230,32
3,GENESEE,1996,2,7,1,37,52,19,0,82,1,36,2,116,0,1,21,45,9,13,246,176,31
3,GENESEE,1996,3,3,1,41,49,20,0,69,2,36,1,117,3,1,15,39,9,7,233,161,20
3,GENESEE,1996,4,4,2,56,57,22,0,69,3,26,0,104,2,1,13,39,6,16,240,164,18
3,GENESEE,1996,5,6,4,60,71,21,0,98,1,33,1,116,0,2,18,52,7,13,277,209,27
3,GENESEE,1996,6,12,5,62,78,17,0,116,0,39,1,109,0,2,18,54,4,17,280,235,33
3,GENESEE,1996,7,15,5,60,92,39,0,119,1,28,0,120,3,1,19,50,8,13,319,226,35
3,GENESEE,1996,8,14,5,60,91,28,0,152,0,28,0,125,10,1,20,50,4,12,311,260,35
3,GENESEE,1996,9,13,8,60,58,16,0,111,0,25,0,102,2,4,17,42,6,13,239,213,34
3,GENESEE,1996,10,10,2,46,80,24,0,128,1,50,0,105,12,1,16,45,10,16,272,240,27
3,GENESEE,1996,11,10,5,38,62,19,0,91,1,52,3,85,2,0,14,27,6,15,213,195,27
3,GENESEE,1996,12,12,1,50,63,17,0,104,0,33,0,87,7,2,18,41,5,15,224,205,32
3,GENESEE,1997,1,4,5,43,48,24,0,94,0,33,0,91,1,6,30,38,5,16,222,200,40
3,GENESEE,1997,2,7,2,35,42,27,0,77,2,22,0,85,6,1,12,25,11,11,192,146,20
3,GENESEE,1997,3,10,7,40,59,22,0,78,1,26,2,95,1,3,11,40,9,9,232,155,26
3,GENESEE,1997,4,9,4,36,69,15,0,81,1,25,0,93,1,1,15,44,8,13,238,157,25
3,GENESEE,1997,5,14,5,41,77,19,0,86,1,25,0,125,1,4,25,46,6,22,294,177,43
3,GENESEE,1997,6,10,6,51,79,29,0,106,2,38,2,123,0,1,16,38,4,24,299,211,29
3,GENESEE,1997,7,18,8,44,84,18,0,125,1,44,1,120,1,1,24,29,6,16,275,237,44
3,GENESEE,1997,8,20,8,59,94,36,0,134,1,33,2,119,2,2,28,36,4,12,305,254,52
3,GENESEE,1997,9,7,2,34,62,20,1,114,1,36,0,107,3,2,23,25,13,10,226,207,32
3,GENESEE,1997,10,14,2,32,61,22,1,97,1,51,1,120,0,0,17,31,8,18,254,197,32
3,GENESEE,1997,11,8,3,31,62,4,0,107,1,39,1,108,0,3,27,28,4,15,220,204,39
3,GENESEE,1997,12,5,3,43,69,19,0,137,0,32,1,96,5,2,33,18,8,15,220,245,41
3,GENESEE,1998,1,11,1,37,48,14,0,79,0,33,0,128,0,4,18,31,8,16,238,167,33
3,GENESEE,1998,2,6,4,35,51,20,0,59,2,27,4,87,11,1,10,22,7,9,193,131,21
3,GENESEE,1998,3,9,4,35,65,28,0,89,0,29,1,101,3,2,4,30,5,12,240,157,16
3,GENESEE,1998,4,8,4,36,67,46,0,82,0,29,1,106,0,4,16,27,7,10,260,163,29
3,GENESEE,1998,5,10,2,57,107,22,0,119,2,30,2,110,7,1,12,35,8,12,288,218,25
3,GENESEE,1998,6,8,5,43,68,29,0,92,0,32,2,114,6,1,18,37,8,23,276,185,29
3,GENESEE,1998,7,7,4,52,100,49,0,114,0,43,1,129,1,3,9,28,9,14,324,218,20
3,GENESEE,1998,8,7,1,44,83,35,0,120,0,41,0,101,0,2,13,43,10,23,286,218,22
3,GENESEE,1998,9,7,3,46,75,34,0,106,0,37,1,122,19,1,9,35,7,10,279,198,18
3,GENESEE,1998,10,6,2,37,77,38,0,114,0,47,2,91,21,4,12,35,7,6,249,210,24
3,GENESEE,1998,11,7,6,56,63,31,0,90,0,41,0,73,1,0,12,20,5,10,203,199,19
3,GENESEE,1998,12,10,2,26,67,31,0,107,0,30,1,85,1,1,8,20,5,16,221,171,20
3,GENESEE,1999,1,2,1,28,43,40,0,54,0,30,0,93,1,1,7,17,3,15,209,119,10
3,GENESEE,1999,2,3,0,36,50,32,0,77,1,17,0,72,1,1,9,22,4,8,184,139,13
3,GENESEE,1999,3,11,0,29,45,46,0,77,0,39,0,99,16,5,7,22,9,6,218,152,23
3,GENESEE,1999,4,12,2,32,55,55,0,94,0,36,0,81,9,3,12,29,14,9,231,174,27
3,GENESEE,1999,5,5,1,25,62,43,0,76,1,27,0,127,0,3,2,46,3,6,285,130,10
3,GENESEE,1999,6,7,4,53,61,46,0,92,0,21,0,108,10,2,4,37,5,12,268,170,13
3,GENESEE,1999,7,10,2,45,75,37,0,96,0,34,0,126,0,3,7,24,7,16,280,182,20
3,GENESEE,1999,8,12,1,46,59,62,0,102,2,21,1,89,3,3,5,23,6,13,247,174,21
3,GENESEE,1999,9,6,8,54,78,40,0,88,1,36,0,74,0,3,11,34,5,13,247,189,20
3,GENESEE,1999,10,12,2,43,75,48,0,84,0,30,1,94,4,0,12,22,3,11,252,169,25
3,GENESEE,1999,11,7,5,32,61,23,0,71,0,20,0,88,0,2,18,14,4,8,199,141,27
3,GENESEE,1999,12,4,1,21,65,34,0,72,0,18,0,96,6,4,11,17,8,12,225,122,19
3,GENESEE,2000,1,7,2,25,61,28,0,63,0,28,1,102,15,2,9,18,7,14,225,125,19
3,GENESEE,2000,2,6,1,17,67,34,0,71,0,21,0,93,0,1,8,27,5,6,228,117,15
3,GENESEE,2000,3,6,1,31,61,49,0,57,0,17,0,106,0,4,3,21,12,4,242,108,13
3,GENESEE,2000,4,11,4,24,76,45,0,75,0,20,2,79,7,1,11,30,2,6,240,130,25
3,GENESEE,2000,5,9,9,22,85,34,0,72,0,20,0,125,0,1,10,37,7,14,304,124,20
3,GENESEE,2000,6,8,4,30,75,44,0,87,0,28,0,112,5,1,14,24,5,15,274,159,23
3,GENESEE,2000,7,4,8,38,83,42,0,93,0,24,0,107,0,2,6,35,7,10,285,161,12
3,GENESEE,2000,8,6,2,41,98,38,0,92,0,26,0,95,0,1,11,33,7,10,276,170,18
3,GENESEE,2000,9,13,6,30,96,33,0,87,0,56,0,92,0,1,13,24,4,15,266,186,27
3,GENESEE,2000,10,14,3,35,80,38,0,128,0,95,1,87,0,0,17,25,3,8,241,275,32
3,GENESEE,2000,11,8,1,14,53,30,0,87,1,49,1,78,1,1,26,27,5,8,197,176,36
3,GENESEE,2000,12,4,2,21,67,23,0,80,0,27,0,72,0,0,17,19,4,3,186,145,21
3,GENESEE,2001,1,6,3,11,53,28,0,51,0,16,0,67,0,1,10,11,1,15,177,88,17
3,GENESEE,2001,2,5,0,14,71,15,0,68,0,15,1,73,0,3,6,19,7,12,190,103,15
3,GENESEE,2001,3,11,1,16,59,33,0,72,0,13,1,89,0,0,9,20,4,13,215,110,21
3,GENESEE,2001,4,10,7,23,79,30,0,91,0,13,1,94,0,3,15,29,9,13,252,142,29
3,GENESEE,2001,5,15,6,18,75,30,0,91,0,11,0,104,0,2,10,39,2,9,263,130,27
3,GENESEE,2001,6,7,3,23,74,27,0,116,1,14,1,101,0,0,10,25,10,16,246,163,18
3,GENESEE,2001,7,6,2,23,76,36,0,135,1,14,0,90,0,2,14,34,6,15,253,186,22
3,GENESEE,2001,8,10,4,32,77,33,0,157,0,10,2,102,0,2,9,20,8,9,245,208,23
3,GENESEE,2001,9,6,4,27,65,43,0,115,0,9,1,123,1,1,9,27,1,14,276,160,17
3,GENESEE,2001,10,6,3,21,88,31,0,112,1,13,2,121,0,1,7,24,4,11,278,153,16
3,GENESEE,2001,11,6,3,16,79,21,0,101,0,14,2,71,0,2,13,21,5,10,205,144,23
3,GENESEE,2001,12,11,3,17,69,22,0,128,0,16,1,93,0,0,18,17,7,8,212,179,30
4,GOODMAN,1991,1,9,6,88,94,18,0,129,8,32,1,101,2,1,14,74,5,3,296,263,25
4,GOODMAN,1991,2,8,1,69,115,17,0,146,11,38,2,118,1,2,13,61,6,4,316,266,25
4,GOODMAN,1991,3,10,8,106,114,19,0,147,4,39,3,123,1,4,16,62,7,5,331,308,33
4,GOODMAN,1991,4,10,4,78,125,25,0,149,13,32,0,123,1,0,18,79,9,6,362,277,28
4,GOODMAN,1991,5,7,10,75,158,25,1,180,17,49,1,162,6,4,14,96,14,8,459,318,26
4,GOODMAN,1991,6,12,3,59,147,20,0,162,16,33,1,154,8,3,16,93,9,6,423,270,32
4,GOODMAN,1991,7,16,7,95,149,15,0,151,16,30,0,170,7,2,8,88,11,4,433,284,26
4,GOODMAN,1991,8,16,18,87,117,18,0,216,19,31,0,118,0,5,17,88,14,8,367,351,38
4,GOODMAN,1991,9,14,6,97,128,13,0,184,7,34,0,124,0,6,23,79,9,11,361,338,43
4,GOODMAN,1991,10,18,5,102,131,20,0,195,11,36,4,108,1,4,23,64,8,7,335,356,49
4,GOODMAN,1991,11,8,11,98,116,14,0,185,15,44,2,86,3,6,22,38,5,10,275,349,38
4,GOODMAN,1991,12,8,6,113,125,16,0,162,15,43,0,91,1,2,34,55,12,8,301,352,44
4,GOODMAN,1992,1,9,5,106,96,15,0,197,9,51,0,88,9,4,20,52,8,7,263,374,33
4,GOODMAN,1992,2,14,3,68,114,19,0,156,9,52,0,80,44,0,21,44,10,7,267,297,35
4,GOODMAN,1992,3,6,9,60,125,11,0,120,9,35,0,101,9,3,16,58,8,4,308,231,25
4,GOODMAN,1992,4,11,2,96,145,12,0,139,21,39,0,112,17,3,14,63,5,8,342,288,28
4,GOODMAN,1992,5,17,10,93,145,11,0,152,15,38,2,133,8,5,18,85,10,10,394,301,42
4,GOODMAN,1992,6,15,5,93,128,21,0,192,15,48,0,94,8,0,9,78,8,9,335,342,24
4,GOODMAN,1992,7,15,2,89,144,22,0,181,8,37,0,118,24,3,18,88,8,3,377,325,36
4,GOODMAN,1992,8,18,7,80,104,18,0,174,20,47,0,113,5,5,20,91,6,10,343,321,43
4,GOODMAN,1992,9,11,4,84,95,13,0,153,9,44,2,114,10,6,27,57,10,11,294,308,46
4,GOODMAN,1992,10,5,3,90,110,24,0,140,13,58,1,108,4,3,26,56,11,7,308,314,35
4,GOODMAN,1992,11,10,4,97,109,28,0,173,3,52,0,99,4,7,24,58,12,21,319,346,41
4,GOODMAN,1992,12,14,6,107,89,14,0,194,4,52,0,85,10,4,38,55,7,27,276,391,56
4,GOODMAN,1993,1,12,3,96,83,14,0,154,1,51,2,68,2,2,28,52,8,15,235,329,44
4,GOODMAN,1993,2,8,2,66,61,11,0,117,1,39,0,62,0,1,15,47,9,14,197,237,24
4,GOODMAN,1993,3,12,6,61,90,7,0,150,5,48,0,74,5,4,21,68,12,18,263,280,37
4,GOODMAN,1993,4,6,5,88,87,10,0,142,3,44,3,103,7,0,16,45,7,18,268,290,25
4,GOODMAN,1993,5,21,3,82,90,14,0,149,2,42,0,117,9,3,13,71,7,28,323,286,37
4,GOODMAN,1993,6,26,9,74,88,21,0,157,2,24,1,123,12,3,11,78,8,21,340,266,41
4,GOODMAN,1993,7,12,6,81,100,20,0,161,3,47,2,127,5,3,17,73,7,19,345,306,34
4,GOODMAN,1993,8,14,4,90,81,12,0,179,1,33,4,98,0,1,21,82,9,19,296,323,40
4,GOODMAN,1993,9,13,6,95,92,19,0,133,2,35,1,107,7,5,20,68,7,19,311,283,39
4,GOODMAN,1993,10,13,12,80,95,20,0,121,2,42,1,101,3,2,30,56,4,19,303,273,46
4,GOODMAN,1993,11,10,9,62,95,16,0,117,0,23,1,78,3,3,23,67,6,11,276,225,37
4,GOODMAN,1993,12,6,6,68,59,14,0,129,1,26,0,109,10,2,19,51,5,14,253,242,27
4,GOODMAN,1994,1,8,4,47,49,21,0,91,2,32,0,74,2,2,20,48,7,12,208,190,30
4,GOODMAN,1994,2,6,3,32,51,10,0,86,3,31,0,97,6,1,10,50,4,15,226,159,17
4,GOODMAN,1994,3,7,5,65,65,12,0,122,1,27,0,96,0,2,19,70,15,16,264,233,28
4,GOODMAN,1994,4,12,3,50,74,17,0,129,0,26,2,92,2,2,15,65,11,21,272,220,31
4,GOODMAN,1994,5,13,10,60,79,19,1,137,1,30,1,92,8,2,13,62,11,26,288,240,29
4,GOODMAN,1994,6,18,8,67,90,22,0,122,0,32,0,125,0,4,15,74,12,27,346,236,37
4,GOODMAN,1994,7,17,6,107,102,33,0,140,2,27,2,103,3,4,16,63,8,43,350,290,39
4,GOODMAN,1994,8,15,2,74,91,39,0,140,5,26,4,114,1,2,29,71,7,23,340,269,50
4,GOODMAN,1994,9,19,5,78,85,33,0,135,2,30,0,87,7,2,25,58,11,22,290,268,46
4,GOODMAN,1994,10,10,9,60,79,25,0,116,1,15,0,78,0,3,21,60,5,24,275,212,34
4,GOODMAN,1994,11,12,6,68,78,30,0,103,1,22,0,97,1,1,37,62,5,23,296,230,50
4,GOODMAN,1994,12,12,6,79,80,11,0,110,0,19,0,73,0,1,37,65,5,19,254,245,50
4,GOODMAN,1995,1,11,8,68,60,18,0,129,0,38,0,73,3,5,17,46,5,25,230,252,33
4,GOODMAN,1995,2,9,3,41,57,12,0,81,1,26,1,74,6,5,21,45,6,6,197,169,36
4,GOODMAN,1995,3,11,4,77,82,21,1,97,0,20,1,112,2,0,13,68,11,13,300,207,25
4,GOODMAN,1995,4,14,10,68,86,35,0,95,1,35,0,108,2,3,3,47,9,18,304,201,20
4,GOODMAN,1995,5,16,15,82,81,19,0,102,1,19,1,101,4,1,16,77,11,25,318,219,34
4,GOODMAN,1995,6,9,16,62,68,38,0,126,2,37,3,122,0,3,17,76,10,22,342,242,32
4,GOODMAN,1995,7,15,7,77,79,34,0,142,5,28,0,130,0,6,16,56,6,28,334,263,37
4,GOODMAN,1995,8,13,3,79,80,51,0,130,0,32,1,118,4,5,14,84,10,20,356,255,33
4,GOODMAN,1995,9,13,2,70,79,69,0,152,2,33,0,107,1,2,18,48,6,13,318,273,33
4,GOODMAN,1995,10,4,4,80,72,46,0,157,0,26,0,95,0,4,27,51,10,20,288,290,35
4,GOODMAN,1995,11,3,7,71,96,44,0,133,4,29,2,87,2,1,18,46,7,21,301,251,24
4,GOODMAN,1995,12,5,5,56,57,38,0,105,1,39,0,107,0,4,18,61,6,25,293,218,27
4,GOODMAN,1996,1,8,1,58,48,23,0,96,2,36,1,88,0,3,18,49,4,22,231,208,30
4,GOODMAN,1996,2,8,0,57,45,33,0,95,1,40,1,96,0,0,17,51,9,14,239,209,26
4,GOODMAN,1996,3,10,2,53,55,36,0,79,2,39,0,90,1,1,12,44,10,15,242,183,23
4,GOODMAN,1996,4,6,0,45,69,41,0,76,0,41,0,122,7,2,12,57,3,17,306,174,20
4,GOODMAN,1996,5,12,6,55,75,28,0,122,0,25,0,119,0,3,14,71,14,16,315,216,29
4,GOODMAN,1996,6,14,5,67,88,30,0,133,1,27,1,110,1,3,21,79,7,14,326,248,39
4,GOODMAN,1996,7,16,9,66,96,25,0,117,5,44,2,113,2,4,16,72,12,13,328,243,38
4,GOODMAN,1996,8,11,4,70,74,34,0,95,0,35,0,125,0,1,17,65,4,13,315,217,29
4,GOODMAN,1996,9,13,4,74,64,25,0,87,0,36,0,96,0,3,17,56,5,15,260,214,33
4,GOODMAN,1996,10,7,2,67,55,36,0,106,1,30,2,91,1,8,21,50,8,13,247,224,38
4,GOODMAN,1996,11,10,5,60,60,26,0,66,1,35,1,70,0,3,18,37,6,14,212,179,32
4,GOODMAN,1996,12,6,9,59,53,25,0,108,1,40,2,77,0,3,27,49,7,14,227,234,38
4,GOODMAN,1997,1,10,6,61,71,23,0,106,0,47,0,78,0,1,30,39,3,10,227,244,41
4,GOODMAN,1997,2,7,5,32,42,24,0,74,0,33,0,86,0,2,19,28,7,9,194,158,28
4,GOODMAN,1997,3,12,8,45,62,18,0,80,2,35,0,94,0,2,13,48,7,15,245,173,27
4,GOODMAN,1997,4,5,8,50,69,30,0,90,0,40,0,109,2,5,17,46,7,10,272,197,27
4,GOODMAN,1997,5,12,8,59,97,39,0,102,1,32,2,118,8,3,17,45,2,10,317,210,34
4,GOODMAN,1997,6,6,8,51,68,27,0,105,2,24,1,117,0,4,12,41,7,14,275,192,23
4,GOODMAN,1997,7,20,3,74,80,32,0,111,3,39,1,102,0,0,18,38,9,8,263,242,39
4,GOODMAN,1997,8,8,6,57,66,29,0,98,0,23,0,113,2,2,14,46,7,22,282,192,24
4,GOODMAN,1997,9,10,6,58,66,35,0,111,0,35,0,100,0,6,22,41,8,10,258,226,38
4,GOODMAN,1997,10,14,7,68,86,41,0,118,0,37,1,117,0,4,42,42,12,19,312,265,61
4,GOODMAN,1997,11,14,5,44,64,30,0,91,0,49,0,102,3,5,24,44,8,7,252,208,43
4,GOODMAN,1997,12,9,2,67,79,21,0,84,0,68,2,106,0,3,33,28,7,14,250,252,47
4,GOODMAN,1998,1,9,7,47,61,46,0,76,0,56,1,92,4,2,21,33,10,18,257,200,33
4,GOODMAN,1998,2,6,5,49,51,34,0,61,1,35,1,73,3,5,30,28,7,11,202,175,42
4,GOODMAN,1998,3,10,1,37,73,30,0,84,0,30,0,112,3,2,18,48,9,23,287,169,30
4,GOODMAN,1998,4,7,5,45,72,33,0,101,3,40,1,115,2,2,13,46,8,16,287,199,23
4,GOODMAN,1998,5,11,7,41,87,44,0,101,1,34,0,134,2,3,11,51,13,14,337,187,25
4,GOODMAN,1998,6,7,8,59,77,26,0,88,0,27,0,110,2,1,8,34,10,15,270,182,16
4,GOODMAN,1998,7,8,2,40,69,33,0,116,0,27,0,121,0,2,10,38,10,15,278,193,20
4,GOODMAN,1998,8,12,4,41,72,45,0,127,1,30,0,133,0,2,14,44,4,17,315,212,28
4,GOODMAN,1998,9,10,3,39,70,32,0,82,1,57,2,101,10,1,12,37,12,13,256,190,25
4,GOODMAN,1998,10,16,6,38,49,31,0,85,1,46,1,94,2,3,9,43,10,12,235,178,29
4,GOODMAN,1998,11,8,3,34,63,35,0,91,1,31,0,90,0,6,12,31,6,5,227,168,26
4,GOODMAN,1998,12,11,5,30,64,32,0,72,0,31,0,105,3,1,14,29,13,15,250,147,26
4,GOODMAN,1999,1,10,1,17,37,21,0,70,1,27,0,85,0,5,10,40,8,8,192,124,25
4,GOODMAN,1999,2,4,5,46,50,17,0,63,0,23,0,76,0,2,8,19,4,8,175,140,14
4,GOODMAN,1999,3,7,4,22,39,34,0,92,0,17,0,75,0,4,3,24,6,7,183,134,14
4,GOODMAN,1999,4,6,6,26,56,51,0,60,0,23,0,74,0,1,14,34,4,7,228,123,21
4,GOODMAN,1999,5,14,4,35,74,45,0,87,0,30,1,114,0,1,12,39,4,14,290,164,28
4,GOODMAN,1999,6,6,2,44,61,57,0,73,2,29,2,99,0,3,12,46,4,10,275,158,23
4,GOODMAN,1999,7,9,10,52,75,36,0,90,1,34,1,120,0,4,4,44,5,9,294,180,18
4,GOODMAN,1999,8,16,7,34,78,32,0,92,0,26,0,119,2,4,13,44,5,15,295,165,33
4,GOODMAN,1999,9,12,6,44,78,41,0,89,1,32,0,78,1,2,8,33,6,10,246,173,22
4,GOODMAN,1999,10,4,1,35,75,38,0,111,1,37,0,86,0,1,14,21,3,6,227,197,19
4,GOODMAN,1999,11,4,7,42,72,24,0,116,0,28,0,88,1,4,11,20,10,18,229,197,19
4,GOODMAN,1999,12,6,1,44,48,23,0,80,0,27,0,73,0,1,16,24,5,7,176,167,23
4,GOODMAN,2000,1,6,0,46,53,38,0,64,0,39,0,82,1,0,14,25,3,7,205,163,20
4,GOODMAN,2000,2,8,3,17,54,36,0,73,1,43,1,87,0,1,4,22,3,8,210,137,14
4,GOODMAN,2000,3,2,0,32,57,41,0,89,1,25,0,125,5,5,8,45,7,11,279,154,15
4,GOODMAN,2000,4,5,5,29,112,45,0,90,0,36,0,106,0,2,6,28,8,7,303,161,13
4,GOODMAN,2000,5,6,10,42,69,39,0,102,1,29,1,117,0,0,9,33,4,7,275,182,16
4,GOODMAN,2000,6,11,7,40,82,30,0,106,1,36,0,110,1,1,12,50,8,14,293,194,24
4,GOODMAN,2000,7,5,9,51,88,34,0,126,0,23,1,90,1,7,15,37,7,9,267,215,28
4,GOODMAN,2000,8,7,7,46,88,42,0,109,0,36,1,106,0,2,7,30,4,8,281,198,17
4,GOODMAN,2000,9,9,3,33,71,40,0,106,1,36,0,98,0,0,6,40,5,11,263,181,15
4,GOODMAN,2000,10,5,1,47,66,32,0,106,0,29,1,91,1,1,16,34,3,8,232,198,23
4,GOODMAN,2000,11,8,6,36,58,31,0,102,0,39,0,76,2,3,11,26,5,5,202,188,22
4,GOODMAN,2000,12,4,0,32,43,26,0,90,0,34,0,60,2,4,22,23,7,13,165,178,30
4,GOODMAN,2001,1,3,3,31,57,29,0,89,1,13,0,81,1,0,14,24,1,9,203,147,17
4,GOODMAN,2001,2,7,1,29,49,13,0,75,0,13,0,50,1,1,5,16,2,9,138,122,13
4,GOODMAN,2001,3,8,3,29,58,25,0,90,0,11,0,103,4,1,12,24,4,9,222,142,21
4,GOODMAN,2001,4,6,4,25,76,39,0,92,1,10,0,96,1,2,12,18,3,6,239,139,20
4,GOODMAN,2001,5,10,16,38,70,37,0,110,1,11,0,105,3,2,17,26,4,7,261,176,29
4,GOODMAN,2001,6,11,4,40,83,31,0,148,1,6,2,112,0,4,7,33,6,15,278,201,24
4,GOODMAN,2001,7,14,5,40,63,33,0,153,0,12,1,147,0,1,16,18,11,13,279,221,32
4,GOODMAN,2001,8,12,1,42,76,44,0,144,0,11,0,112,0,1,11,36,7,12,281,208,24
4,GOODMAN,2001,9,12,8,34,58,38,0,114,1,11,0,110,11,6,10,23,4,9,246,169,28
4,GOODMAN,2001,10,8,3,57,72,22,0,155,1,11,0,96,0,2,17,28,5,6,227,240,27
4,GOODMAN,2001,11,5,4,37,69,32,0,136,0,9,1,88,1,1,8,24,8,11,228,190,15
4,GOODMAN,2001,12,7,2,23,84,14,0,129,0,6,1,84,0,2,13,25,2,8,217,171,23
5,HIGHLAND,1991,1,3,1,84,96,3,0,278,7,45,0,147,4,4,19,57,10,5,309,426,26
5,HIGHLAND,1991,2,7,1,63,109,2,0,302,7,47,0,136,1,1,13,53,9,5,306,425,21
5,HIGHLAND,1991,3,3,1,88,128,7,0,320,12,35,0,131,0,1,21,58,15,3,328,464,25
5,HIGHLAND,1991,4,3,5,98,152,3,0,272,9,34,0,161,7,2,19,53,15,6,380,423,24
5,HIGHLAND,1991,5,3,3,120,129,8,0,319,4,44,1,149,0,3,16,67,14,0,356,499,23
5,HIGHLAND,1991,6,6,5,98,140,8,0,366,9,31,1,163,2,4,24,51,18,2,369,519,35
5,HIGHLAND,1991,7,6,3,171,170,7,0,436,11,40,0,158,1,3,17,63,22,3,404,664,26
5,HIGHLAND,1991,8,8,0,163,153,14,0,416,18,44,1,151,3,1,24,64,24,5,387,647,34
5,HIGHLAND,1991,9,6,3,131,125,19,0,344,5,41,1,145,3,3,29,57,26,4,353,545,39
5,HIGHLAND,1991,10,7,1,138,145,5,0,359,7,49,2,137,2,1,20,49,16,4,341,566,30
5,HIGHLAND,1991,11,6,2,97,136,7,0,303,7,35,0,150,0,4,24,44,15,3,342,459,34
5,HIGHLAND,1991,12,5,2,110,117,5,0,273,11,41,1,91,0,4,27,43,21,1,259,451,37
5,HIGHLAND,1992,1,0,4,104,125,19,0,291,9,39,1,126,2,1,14,51,16,6,331,448,16
5,HIGHLAND,1992,2,4,6,86,113,6,0,232,7,33,0,112,2,2,12,63,23,7,307,363,18
5,HIGHLAND,1992,3,9,3,70,98,20,0,264,8,31,1,139,3,5,13,47,21,5,312,378,28
5,HIGHLAND,1992,4,3,5,77,125,6,0,253,7,33,1,128,2,3,15,51,18,2,317,378,22
5,HIGHLAND,1992,5,5,3,109,155,11,0,329,7,48,0,122,1,1,16,62,21,1,354,502,22
5,HIGHLAND,1992,6,8,3,107,125,9,0,325,4,49,1,127,3,1,10,35,21,2,301,491,20
5,HIGHLAND,1992,7,10,3,114,139,11,0,345,10,42,1,139,3,1,25,53,17,6,351,526,37
