TRACT,YEAR,MONTH,C_DRUGS,C_SHOTS,AGGASS,ARSON,ASSAULT_BY_PRISONER,ASSAULT_OFFICER_NO_INJURY,BURGLARY,CMIS,DISCONDUCT,DRUGS,DRUNKEN_DRIVING,EMBEZZLEMENT,FAMILY_VIOLENCE,FORGERY,FRAUD,GAMBLING,LARCENY,LIQUOR_LAW_VIOLATIONS,MVTHEFT,MURDER_MANSLAUGHTER,NEGLIGENT_MANSLAUGHTER,PROSTITUTION,PUBLIC_DRUNKENNESS,RAPE,ROBBERY,RUNAWAY,SEXOFF,SIMPASS,STOLEN_PROPERTY,TRESPASS,VAGRANCY,VANDALISM,WEAPONS,VCI,P1P,P1V
1803,1990,8,4,0,0,0,0,0,1,3,1,0,0,0,0,0,4,0,4,0,2,0,0,0,0,0,2,0,0,12,0,1,0,0,0,20,9,2
1803,1990,9,5,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,2,5,0,0,0,0,0,14,7,1
1803,1990,10,3,0,0,1,0,0,3,5,1,2,0,0,0,0,1,0,5,0,3,0,0,0,1,0,2,0,2,11,0,0,0,0,0,21,13,2
1803,1990,11,0,0,2,0,0,0,1,3,1,0,0,0,1,0,2,0,4,0,8,0,0,0,1,0,2,0,0,9,0,0,0,0,0,13,15,4
1803,1990,12,0,0,4,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,5,0,0,0,2,0,2,0,0,4,0,0,0,0,0,8,9,6
1803,1991,1,2,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,5,0,0,0,2,0,4,0,1,2,0,1,0,0,0,6,15,5
1803,1991,2,1,1,0,1,0,0,3,5,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,1,2,0,0,6,0,0,0,0,0,17,13,3
1803,1991,3,2,0,0,0,0,0,2,4,2,0,0,0,0,0,1,1,3,0,5,0,0,0,0,0,1,0,0,4,1,0,0,0,0,12,11,1
1803,1991,4,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,8,8,1
1803,1991,5,2,2,0,0,0,0,1,4,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,5,0,0,0,0,0,13,5,1
1803,1991,6,8,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,2,0,0,6,0,0,0,0,0,20,12,3
1803,1991,7,4,0,1,0,0,0,2,4,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,1,0,0,10,0,1,0,0,0,19,9,2
1803,1991,8,3,2,0,0,0,0,3,4,0,0,0,0,0,0,1,0,8,0,8,0,0,0,0,0,2,0,0,14,0,0,0,0,0,23,21,2
1803,1991,9,3,0,0,0,0,0,2,9,0,0,0,0,0,1,0,0,5,0,3,0,0,0,0,0,4,0,0,7,0,0,0,0,0,19,14,4
1803,1991,10,1,1,0,1,0,0,5,3,1,0,0,0,0,0,0,0,7,0,3,0,0,0,0,1,0,0,0,11,0,1,0,0,0,18,15,1
1803,1991,11,0,2,0,0,0,0,4,10,2,0,0,0,1,0,0,0,6,0,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,18,13,0
1803,1991,12,1,0,0,1,0,0,1,10,1,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,3,0,0,5,0,0,1,0,0,18,15,3
1803,1992,1,2,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,6,0
1803,1992,2,2,2,1,0,0,0,2,3,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,2,0,0,6,0,0,0,0,0,13,10,3
1803,1992,3,4,0,0,0,0,0,2,9,2,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,2,0,0,3,0,0,0,0,0,18,13,2
1803,1992,4,2,2,0,0,0,0,2,6,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,6,0,0,0,0,0,16,8,1
1803,1992,5,0,2,1,1,0,0,2,8,1,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,21,10,1
1803,1992,6,2,0,0,0,0,0,4,6,0,0,0,0,0,1,1,0,4,0,5,0,0,0,0,0,3,0,1,9,0,0,0,0,0,17,16,3
1803,1992,7,9,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,19,17,0
1803,1992,8,5,1,0,0,0,0,2,6,1,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,1,0,1,7,0,1,0,0,0,20,11,1
1803,1992,9,5,0,3,0,0,0,1,3,2,0,0,0,0,0,1,0,4,0,9,0,0,0,1,0,2,0,0,11,0,0,0,0,0,21,16,5
1803,1992,10,19,2,1,0,0,0,3,10,1,0,0,0,0,1,0,0,7,0,18,0,0,0,0,0,6,0,0,2,1,2,0,0,0,34,34,7
1803,1992,11,7,0,1,1,0,0,2,4,3,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,4,0,0,7,0,0,0,0,0,22,24,5
1803,1992,12,6,6,0,0,0,0,2,15,3,0,0,0,0,0,0,0,8,1,3,0,0,0,0,0,3,0,1,5,0,0,0,0,0,35,16,3
1803,1993,1,4,0,0,0,0,0,7,17,0,0,0,0,1,0,1,0,15,0,10,0,0,0,0,0,2,0,0,4,0,0,0,0,0,25,34,2
1803,1993,2,3,4,1,0,0,0,2,4,3,0,0,0,0,0,0,0,3,1,6,0,0,0,0,0,2,0,0,17,0,0,0,0,0,31,13,3
1803,1993,3,1,1,0,1,0,0,5,10,1,1,0,0,0,0,0,0,6,0,5,0,0,0,0,0,7,0,0,13,1,2,0,0,0,27,23,7
1803,1993,4,4,2,0,0,0,0,3,9,5,0,0,0,1,0,0,0,2,0,8,0,0,0,0,0,3,0,0,14,0,0,1,0,0,34,16,3
1803,1993,5,0,2,0,1,0,0,3,5,5,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,2,0,0,8,0,0,0,0,0,21,13,2
1803,1993,6,2,10,1,0,0,1,1,7,5,4,1,1,0,0,0,0,9,0,6,0,0,0,0,0,2,0,1,10,0,0,0,0,0,34,18,3
1803,1993,7,4,3,1,0,0,0,4,11,1,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,2,0,0,14,0,0,0,0,0,33,15,3
1803,1993,8,6,5,1,1,0,0,4,11,2,0,0,0,0,0,0,0,7,0,6,0,0,0,0,1,1,0,1,10,0,3,0,0,0,35,18,3
1803,1993,9,1,1,0,0,0,0,5,5,3,0,0,1,0,0,0,0,8,0,4,0,0,0,0,0,3,0,0,12,0,1,0,0,0,22,20,3
1803,1993,10,2,2,0,1,0,0,1,8,1,0,0,0,1,1,1,0,8,0,4,0,0,0,0,0,1,0,0,5,0,2,0,0,0,19,14,1
1803,1993,11,2,5,0,0,0,0,1,5,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,17,6,0
1803,1993,12,1,5,1,0,0,0,2,4,1,0,1,0,0,0,1,0,4,1,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,19,8,1
1803,1994,1,0,5,0,0,0,0,5,5,2,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,19,9,1
1803,1994,2,1,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,5,1,0,0,0,0,11,9,1
1803,1994,3,5,2,0,0,0,0,2,3,2,0,0,0,0,0,1,0,5,0,3,0,0,0,0,0,1,0,0,5,0,2,0,0,0,17,11,1
1803,1994,4,2,4,0,0,0,0,0,5,3,1,0,0,0,0,0,0,1,0,5,0,0,0,0,1,1,0,2,6,0,2,0,0,0,20,7,2
1803,1994,5,5,6,0,0,0,0,5,8,1,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,1,0,0,5,0,0,0,0,0,25,14,1
1803,1994,6,4,2,1,0,0,0,2,4,1,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,2,0,0,6,1,0,0,0,0,17,18,3
1803,1994,7,3,5,1,0,0,0,4,3,1,0,0,0,0,0,2,0,4,1,7,0,0,0,0,0,3,0,0,3,1,1,0,0,0,15,18,4
1803,1994,8,3,6,2,0,0,0,2,3,1,0,0,0,1,0,0,0,3,0,4,0,0,0,0,0,0,0,1,8,1,0,0,0,0,21,9,2
1803,1994,9,3,4,0,0,0,0,1,4,0,1,0,0,0,0,0,0,6,0,2,0,0,0,0,0,1,0,1,5,0,1,0,0,0,16,10,1
1803,1994,10,6,1,0,0,0,0,1,9,1,0,0,0,1,0,0,0,2,0,6,0,0,0,0,0,4,0,0,5,0,0,0,0,0,22,13,4
1803,1994,11,3,9,0,0,0,0,0,4,2,0,0,0,0,0,1,0,1,0,6,0,0,0,0,1,2,0,2,1,0,0,0,0,0,19,9,3
1803,1994,12,2,2,0,0,0,0,1,7,1,1,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,6,0
1803,1995,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,8,0
1803,1995,2,1,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,2,0,0,4,0,1,0,0,0,9,7,2
1803,1995,3,5,1,1,0,0,0,1,12,4,3,0,0,1,0,0,0,4,0,4,0,0,0,0,0,1,0,0,4,0,0,1,0,0,26,10,2
1803,1995,4,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,3,0
1803,1995,5,4,0,0,0,0,0,2,5,2,0,0,0,0,0,1,0,4,0,4,0,0,0,0,0,1,0,0,3,0,0,0,0,0,14,11,1
1803,1995,6,3,2,0,0,0,0,2,2,1,0,0,0,1,0,2,0,7,0,5,0,0,0,0,0,0,0,1,5,0,0,0,0,0,13,14,0
1803,1995,7,2,1,0,0,0,0,0,4,3,1,0,0,0,0,0,0,3,0,4,0,0,0,0,0,2,0,2,11,0,0,0,0,0,21,9,2
1803,1995,8,5,1,0,1,0,0,1,2,3,2,0,0,1,0,1,0,7,0,4,0,0,0,0,1,1,0,0,6,1,1,0,0,0,18,13,2
1803,1995,9,0,3,0,2,0,0,1,4,2,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,1,0,0,5,0,2,0,0,0,16,6,1
1803,1995,10,1,1,0,0,0,0,2,5,1,0,1,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,2,6,1,0,0,0,0,14,11,2
1803,1995,11,2,3,1,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,8,0,0,0,0,0,17,4,2
1803,1995,12,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,4,0,1,0,0,0,11,7,4
1803,1996,1,3,2,1,0,0,0,1,5,0,0,0,0,1,0,0,0,5,0,4,0,0,0,0,0,2,0,0,7,1,0,0,0,0,17,12,3
1803,1996,2,1,1,0,0,0,0,2,7,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,4,0,0,1,0,0,14,4,0
1803,1996,3,2,1,1,0,0,0,1,12,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,30,11,1
1803,1996,4,0,1,0,0,0,0,2,10,0,0,0,0,1,0,0,0,7,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,11,0
1803,1996,5,9,2,1,2,0,0,2,7,3,1,0,0,1,0,0,1,11,0,5,0,0,0,0,0,0,0,0,7,1,0,0,0,0,30,18,1
1803,1996,6,5,2,0,0,0,0,1,5,1,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,2,0,0,11,0,0,0,0,0,24,14,2
1803,1996,7,3,1,0,0,0,0,7,5,1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,12,17,1
1803,1996,8,1,4,0,0,0,0,0,4,3,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,17,7,0
1803,1996,9,2,3,0,1,0,0,1,3,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,16,6,0
1803,1996,10,2,0,0,0,0,0,2,5,0,0,0,0,1,1,4,0,2,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,10,6,1
1803,1996,11,2,4,0,0,0,0,0,8,2,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,20,7,0
1803,1996,12,0,5,0,0,0,0,1,5,1,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,1,0,0,4,0,1,0,0,0,15,9,1
1803,1997,1,1,0,0,0,0,0,5,6,4,0,0,0,0,0,1,0,9,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,13,16,0
1803,1997,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,7,0
1803,1997,3,3,3,0,0,0,0,1,7,5,0,0,0,2,0,0,0,3,0,5,0,0,0,0,0,2,0,1,7,0,0,0,0,0,25,11,2
1803,1997,4,1,1,0,1,0,0,1,8,5,0,0,0,0,0,1,0,5,0,5,0,0,0,0,0,0,0,1,5,0,0,0,0,0,21,11,0
1803,1997,5,1,4,0,1,0,0,0,2,4,0,0,0,0,1,0,0,7,1,4,0,0,0,0,0,1,0,0,6,1,0,0,0,0,18,12,1
1803,1997,6,4,2,0,0,0,0,3,7,5,0,0,0,2,0,0,0,4,0,2,0,0,0,0,0,2,0,0,12,0,0,0,0,0,30,11,2
1803,1997,7,1,3,1,0,0,0,1,8,5,0,0,0,0,0,0,0,9,0,4,0,0,0,0,1,0,0,2,22,0,1,0,0,0,39,14,2
1803,1997,8,2,3,0,0,0,0,5,6,2,0,0,0,2,0,0,0,4,1,1,0,0,0,0,0,1,0,1,10,0,0,0,0,1,23,11,1
1803,1997,9,4,1,0,0,0,0,2,3,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,1,1,0,0,0,22,4,1
1803,1997,10,0,1,1,0,0,0,1,4,2,0,0,0,0,0,1,0,7,0,4,0,0,0,0,0,1,0,0,13,0,1,0,0,0,20,13,2
1803,1997,11,1,2,0,1,0,0,1,9,1,0,0,0,1,2,2,0,10,0,2,0,0,0,0,0,0,0,2,8,0,1,0,0,0,22,13,0
1803,1997,12,2,2,0,1,0,0,3,5,2,0,1,0,1,0,2,0,5,2,4,0,0,0,0,0,1,0,0,4,0,0,0,0,0,16,13,1
1803,1998,1,1,1,0,0,0,0,1,8,1,2,0,0,2,0,0,0,12,0,3,0,0,0,0,3,3,0,1,5,0,1,0,0,0,16,19,6
1803,1998,2,1,4,0,0,0,0,1,12,0,0,0,0,1,2,1,0,3,0,4,0,0,0,0,0,1,0,0,5,0,1,0,0,0,22,9,1
1803,1998,3,3,0,0,0,0,0,2,6,2,2,0,0,0,0,1,0,4,0,1,0,0,0,0,0,6,0,1,7,0,2,0,0,0,18,13,6
1803,1998,4,2,2,1,1,0,0,3,17,2,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,1,0,0,12,0,0,0,0,0,36,16,2
1803,1998,5,2,3,1,0,0,0,2,12,2,0,0,0,0,1,1,0,10,0,5,0,0,0,0,0,0,0,0,9,1,0,0,0,0,28,17,1
1803,1998,6,3,3,1,0,0,0,1,10,2,1,0,0,0,0,1,0,12,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,21,20,1
1803,1998,7,2,5,3,0,0,0,1,7,1,1,0,0,0,0,0,0,6,0,3,0,0,0,0,0,1,0,0,6,0,2,0,0,0,21,11,4
1803,1998,8,4,1,0,0,0,0,6,5,4,0,0,0,1,0,3,0,8,0,3,0,0,0,0,1,0,0,0,4,0,1,0,0,0,18,17,1
1803,1998,9,4,1,1,1,0,0,4,3,2,0,0,0,0,1,1,0,4,0,3,0,0,0,0,0,1,0,0,3,0,1,0,0,0,14,12,2
1803,1998,10,1,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,4,0,2,0,0,0,0,2,1,0,2,3,0,0,0,0,0,8,7,3
1803,1998,11,1,1,0,0,0,0,2,1,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,1,1,0,0,0,9,8,0
1803,1998,12,3,6,1,0,0,0,5,5,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,2,6,1,0,1,0,2,22,11,2
1803,1999,1,0,7,0,0,0,0,2,15,3,0,0,0,2,1,0,0,10,0,3,0,0,0,0,0,1,0,0,8,0,0,1,0,0,33,16,1
1803,1999,2,1,6,0,0,0,0,3,6,1,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,17,12,0
1803,1999,3,0,6,2,0,0,0,1,7,5,8,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,5,0,0,0,0,1,23,6,2
1803,1999,4,7,1,1,0,0,0,1,3,0,2,0,0,0,2,0,0,4,0,4,0,0,0,0,0,1,0,0,9,0,0,0,1,0,20,10,2
1803,1999,5,2,6,0,0,0,0,1,3,2,0,0,0,0,0,1,0,5,0,1,0,0,1,1,0,0,0,0,8,0,0,0,0,0,21,7,0
1803,1999,6,2,1,1,0,0,0,0,3,2,2,1,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,1,10,1,0,0,0,0,18,16,1
1803,1999,7,4,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,6,0,3,0,0,0,0,1,1,0,0,5,0,1,0,0,0,14,10,2
1803,1999,8,4,1,1,0,0,0,1,4,1,4,0,0,1,1,0,0,6,0,6,0,0,0,0,0,1,0,2,4,1,1,0,0,0,14,14,2
1803,1999,9,4,1,0,0,0,0,3,3,3,1,0,0,0,0,0,0,9,0,6,0,0,0,0,0,2,0,0,5,0,0,0,0,0,16,20,2
1803,1999,10,2,1,0,0,0,0,2,3,0,0,0,0,1,0,0,0,12,0,4,0,0,1,0,0,2,0,1,1,0,0,1,0,0,7,20,2
1803,1999,11,2,1,0,0,0,0,6,5,0,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13.01421436,12,0
1803,1999,12,2,1,0,0,0,0,2,6,0,0,0,0,1,0,0,0,5,0,5,0,0,0,0,0,1,0,0,5,0,2,0,1,0,14.30074146,13,1
1803,2000,1,3,6,0,0,0,0,1,2,1,2,0,0,0,0,0,0,4,0,3,0,0,0,0,0,2,0,1,8,0,1,0,0,0,20,10,2
1803,2000,2,1,1,0,0,0,0,3,4,1,1,1,0,1,2,0,0,6,0,1,0,0,0,0,0,4,0,1,17,0,1,0,0,0,24,14,4
1803,2000,3,1,0,2,0,0,0,2,3,1,5,0,0,2,0,0,0,3,0,3,0,0,0,0,0,2,0,0,11,0,0,0,0,0,16,10,4
1803,2000,4,6,2,1,0,0,0,5,9,2,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,1,4,0,0,2,0,0,23,10,2
1803,2000,5,5,5,1,0,0,0,1,7,2,1,0,0,0,1,3,0,2,0,2,0,0,1,0,0,2,0,0,9,2,1,0,0,0,28,7,3
1803,2000,6,7,2,0,0,0,0,1,7,0,4,0,0,2,0,0,0,7,0,1,0,0,1,1,0,0,0,1,10,1,1,1,0,0,26,9,0
1803,2000,7,3,3,0,0,0,0,5,7,5,2,0,0,2,0,0,0,7,0,5,0,0,1,1,0,1,0,0,13,1,2,1,0,1,31,18,1
1803,2000,8,11,4,0,0,0,0,2,3,0,4,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,21,10,1
1803,2000,9,13,6,1,0,0,0,2,7,0,3,0,0,0,0,0,0,6,0,3,0,0,0,0,0,2,0,1,3,0,0,1,0,0,29,13,3
1803,2000,10,15,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,32,5,4
1803,2000,11,6,1,0,0,0,0,1,6,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,23,8,3
1803,2000,12,2,1,0,0,0,0,2,6,2,0,0,0,0,1,0,0,2,0,3,0,0,0,0,1,0,0,0,11,1,0,0,0,0,22,7,1
1803,2001,1,3,1,2,0,0,0,2,11,1,4,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,6,0,1,1,0,0,22,4,3
1803,2001,2,3,0,0,0,0,0,1,16,3,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,5,1,0,0,0,1,27,3,0
1803,2001,3,1,1,0,0,0,0,1,6,5,0,0,0,0,0,1,0,4,0,2,0,0,0,1,0,1,0,0,10,0,0,0,0,0,23,8,1
1803,2001,4,2,2,0,0,0,0,4,5,2,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,26,8,0
1803,2001,5,3,1,0,0,0,0,5,6,2,4,0,0,0,0,0,0,8,0,1,0,0,0,3,0,0,0,1,11,1,2,0,0,0,23,14,0
1803,2001,6,1,2,3,0,0,0,2,9,1,2,0,0,0,0,3,0,8,0,0,0,0,0,1,0,0,0,0,14,0,1,0,0,2,27,10,3
1803,2001,7,4,4,1,0,0,0,5,4,4,2,0,0,0,2,1,0,4,0,7,0,0,0,0,0,3,0,0,13,0,0,0,0,0,29,19,4
1803,2001,8,2,3,2,0,0,0,3,7,1,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,2,15,0,0,0,0,1,28,10,2
1803,2001,9,5,1,0,0,0,0,1,6,1,0,0,0,0,1,2,1,5,0,1,0,0,0,0,1,1,0,0,9,0,1,0,0,0,22,8,2
1803,2001,10,5,2,0,0,0,0,3,7,2,1,0,0,0,0,1,0,3,0,7,0,0,0,0,0,2,0,0,9,0,0,0,0,0,25,15,2
1803,2001,11,1,3,1,0,0,0,0,6,4,0,0,0,2,0,2,0,8,0,1,0,0,0,1,0,0,0,0,16,0,0,0,1,0,30,9,1
1803,2001,12,2,1,3,0,0,0,3,10,3,0,0,0,0,0,0,0,1,0,7,0,0,0,1,0,2,0,0,7,0,1,0,0,0,23,13,5
1805,1990,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1805,1990,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
1805,1990,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
1805,1990,4,3,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,1
1805,1990,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,3,0
1805,1990,6,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0
1805,1990,7,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,0
1805,1990,8,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0
1805,1990,9,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,6,1
1805,1990,10,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,0
1805,1990,11,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,8,0
1805,1990,12,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1
1805,1991,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1
1805,1991,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,2,0
1805,1991,3,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,3,0
1805,1991,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,1,0,0,2,0,0,7,6,1
1805,1991,5,11,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,14,7,1
1805,1991,6,5,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,11,1,2
1805,1991,7,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,4,0,0,0,0,0,8,4,1
1805,1991,8,2,2,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,5,0
1805,1991,9,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,1
1805,1991,10,3,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,5,1
1805,1991,11,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,6,1,2
1805,1991,12,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0
1805,1992,1,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,11,0
1805,1992,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,3,0
1805,1992,3,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,6,0
1805,1992,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,12,0
1805,1992,5,3,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,5,0
1805,1992,6,1,7,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,5,1
1805,1992,7,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,1,0,0,2,0,0,0,0,0,6,10,1
1805,1992,8,1,1,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,4,0
1805,1992,9,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,2,0
