TRACT,YEAR,MONTH,C_DRUGS,C_SHOTS,AGGASS,ARSON,ASSAULT_BY_PRISONER,ASSAULT_OFFICER_NO_INJURY,BURGLARY,CMIS,DISCONDUCT,DRUGS,DRUNKEN_DRIVING,EMBEZZLEMENT,FAMILY_VIOLENCE,FORGERY,FRAUD,GAMBLING,LARCENY,LIQUOR_LAW_VIOLATIONS,MVTHEFT,MURDER_MANSLAUGHTER,NEGLIGENT_MANSLAUGHTER,PROSTITUTION,PUBLIC_DRUNKENNESS,RAPE,ROBBERY,RUNAWAY,SEXOFF,SIMPASS,STOLEN_PROPERTY,TRESPASS,VAGRANCY,VANDALISM,WEAPONS,VCI,P1P,P1V
810,2001,11,2,1,0,0,0,0,4,6,1,1,1,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,12,9,0
810,2001,12,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0,6,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,11,0
818,1990,1,1,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,1,0,0,0,0,7,10,1
818,1990,2,0,0,0,0,0,0,5,4,1,0,0,0,0,0,1,0,7,0,8,0,0,0,0,0,1,0,0,2,0,0,0,0,0,7,21,1
818,1990,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,6,5,0
818,1990,4,0,0,0,0,0,0,5,3,0,0,0,0,0,0,2,0,2,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,13,0
818,1990,5,1,1,1,0,0,0,2,1,0,0,0,0,0,0,1,0,2,0,5,0,0,0,0,0,1,0,0,2,0,0,0,0,0,5,10,2
818,1990,6,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0
818,1990,7,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,9,9,4
818,1990,8,5,0,0,0,0,0,6,3,1,0,0,0,0,0,1,0,8,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,20,0
818,1990,9,0,0,1,0,0,0,8,2,0,0,0,0,0,0,1,0,4,0,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,17,2
818,1990,10,2,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,1,0,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,16,1
818,1990,11,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,4,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,6,10,1
818,1990,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,9,3
818,1991,1,2,0,0,0,0,0,8,0,1,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,12,0
818,1991,2,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,5,9,2
818,1991,3,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,11,0
818,1991,4,4,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11,11,1
818,1991,5,4,1,0,0,0,0,5,2,0,0,0,0,0,0,2,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,12,1
818,1991,6,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,15,0
818,1991,7,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,16,1
818,1991,8,6,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,3,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,10,0
818,1991,9,17,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0
818,1991,10,10,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,12,7,1
818,1991,11,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,1,0,0,4,0,0,0,0,0,6,12,1
818,1991,12,4,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,4,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9,9,1
818,1992,1,6,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,5,0
818,1992,2,1,0,0,0,0,0,3,5,1,0,0,0,1,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0
818,1992,3,5,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,7,2
818,1992,4,7,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,13,8,1
818,1992,5,4,2,0,0,0,0,5,0,3,0,0,0,1,0,0,0,5,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,16,3
818,1992,6,3,1,0,0,0,0,6,2,3,0,0,1,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,11,0
818,1992,7,10,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,3,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,10,1
818,1992,8,8,0,0,0,0,0,1,5,1,0,0,0,0,0,3,0,6,0,1,0,0,0,0,0,1,0,0,8,0,0,0,0,0,22,9,1
818,1992,9,8,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,1,0
818,1992,10,6,0,0,0,0,0,2,1,2,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,11,7,0
818,1992,11,0,0,0,0,0,0,1,3,5,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,1,0,0,4,0,0,0,0,0,12,6,1
818,1992,12,4,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,13,9,0
818,1993,1,0,0,0,0,0,0,4,2,1,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,8,0
818,1993,2,5,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,1,5,0,2,0,0,0,14,10,0
818,1993,3,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,0,5,0,5,0,0,0,0,0,1,0,0,3,0,0,0,0,0,8,11,1
818,1993,4,0,0,0,0,0,0,2,5,0,2,0,0,0,0,0,0,3,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,11,1
818,1993,5,0,0,0,2,0,0,2,3,4,0,0,0,0,0,1,0,8,0,5,0,0,0,0,0,0,0,0,3,1,0,0,0,1,12,15,0
818,1993,6,2,0,0,0,0,0,2,5,4,0,0,1,0,0,0,0,7,0,5,0,0,0,0,0,1,0,0,3,0,0,0,0,0,14,15,1
818,1993,7,1,0,0,0,0,0,5,4,2,0,0,0,1,0,0,0,3,0,6,0,0,0,0,0,3,0,1,1,0,0,0,0,0,8,17,3
818,1993,8,1,3,0,0,0,0,3,5,1,0,0,0,0,0,1,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0
818,1993,9,1,1,1,0,0,0,2,5,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,2,0,1,0,0,0,9,8,1
818,1993,10,0,3,0,0,0,0,2,2,2,0,0,0,0,0,1,0,4,0,5,0,0,0,0,0,2,0,0,4,0,0,0,0,0,11,13,2
818,1993,11,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,6,8,0
818,1993,12,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,6,6,0
818,1994,1,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,6,1
818,1994,2,0,2,0,1,0,0,1,3,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,4,1,0,0,0,0,12,7,1
818,1994,3,1,1,0,0,0,0,3,3,2,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,9,12,1
818,1994,4,1,2,0,0,0,0,3,5,1,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1,2,0,0,4,0,1,0,0,0,13,8,3
818,1994,5,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,6,5,0
818,1994,6,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,6,1
818,1994,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0
818,1994,8,1,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,10,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,8,15,1
818,1994,9,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,12,3,1
818,1994,10,2,1,0,2,0,0,1,2,3,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,9,0
818,1994,11,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,8,1
818,1994,12,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,10,1
818,1995,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,2,2,0,0,1,0,3,6,1
818,1995,2,1,1,1,0,0,0,2,2,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,5,1
818,1995,3,1,1,0,0,0,0,1,4,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0
818,1995,4,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,6,1
818,1995,5,1,0,0,0,0,0,2,2,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0
818,1995,6,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,0
818,1995,7,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,9,6,4
818,1995,8,0,1,0,0,0,0,1,2,2,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,9,7,1
818,1995,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
818,1995,10,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,8,0
818,1995,11,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,7,6,1
818,1995,12,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,4,2
818,1996,1,0,2,0,0,0,0,1,4,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0
818,1996,2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,3,0,6,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,12,1
818,1996,3,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,8,1
818,1996,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,1
818,1996,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,0,3,8,2
818,1996,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,10,1
818,1996,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,5,1
818,1996,8,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,5,5,1
818,1996,9,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,8,1
818,1996,10,2,0,0,0,0,0,1,3,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,4,0
818,1996,11,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,4,0
818,1996,12,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,7,0
818,1997,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0
818,1997,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,5,0
818,1997,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,6,0
818,1997,4,2,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,6,10,1
818,1997,5,0,2,0,0,0,0,0,5,2,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,11,7,0
818,1997,6,1,1,0,1,0,0,0,8,1,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,1,0,0,4,0,0,0,0,0,16,16,1
818,1997,7,0,1,0,0,0,0,2,7,0,0,0,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,0
818,1997,8,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,7,5,1
818,1997,9,1,0,0,0,0,0,4,0,0,0,0,1,0,1,2,0,3,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,9,0
818,1997,10,1,0,0,0,0,0,0,5,2,0,0,0,0,0,2,0,3,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,7,0
818,1997,11,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,2,1
818,1997,12,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,2,0,0,3,0,0,0,0,0,6,16,3
818,1998,1,9,0,0,0,0,0,3,8,1,0,0,0,0,2,1,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,10,1
818,1998,2,8,0,0,0,0,0,2,3,2,2,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,7,0
818,1998,3,7,0,1,0,0,0,0,2,4,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,18,4,2
818,1998,4,19,0,0,0,0,0,3,2,1,0,0,0,1,1,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,10,0
818,1998,5,9,2,0,0,0,0,4,6,1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,19,13,0
818,1998,6,5,0,1,0,0,0,2,1,1,0,0,0,0,1,2,0,4,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,9,8,2
818,1998,7,6,0,0,0,0,0,10,4,1,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,18,0
818,1998,8,9,3,0,0,0,0,2,2,0,0,0,1,0,1,1,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,8,0
818,1998,9,7,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,10,1
818,1998,10,3,0,1,0,0,0,3,2,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,1,1,0,1,2,0,0,0,0,1,7,9,3
818,1998,11,2,2,0,0,0,0,3,2,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,8,9,1
818,1998,12,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,5,6,1
818,1999,1,5,1,0,0,0,0,4,3,1,0,0,0,1,0,0,0,5,0,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,11,14,1
818,1999,2,14,1,0,0,0,0,4,2,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,8,0
818,1999,3,12,1,1,0,0,0,5,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,21,7,2
818,1999,4,11,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,21,3,0
818,1999,5,10,3,0,0,0,0,2,0,0,0,0,1,0,0,1,0,4,0,6,0,0,0,0,0,1,0,0,4,0,0,0,0,0,17,13,1
818,1999,6,9,5,0,0,0,0,2,0,1,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,18,12,1
818,1999,7,17,0,0,0,0,0,3,2,1,1,0,0,0,0,1,0,5,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,23,10,0
818,1999,8,13,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,11,0
818,1999,9,2,2,0,0,0,0,2,4,0,0,0,0,1,0,0,0,10,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,16,0
818,1999,10,4,1,0,0,0,0,1,6,1,2,0,0,0,1,0,1,16,0,2,0,0,0,0,1,3,0,0,5,0,0,0,0,0,17,22,4
818,1999,11,3,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,7,0,2,0,0,0,0,1,0,0,0,4,0,0,0,0,0,9.263542408,11,1
818,1999,12,4,1,0,0,0,0,1,7,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,13.55888086,5,1
818,2000,1,4,1,2,0,0,0,1,5,1,3,0,0,0,1,1,0,5,4,2,0,0,0,0,0,1,0,0,10,0,0,0,0,0,21,9,3
818,2000,2,3,0,3,0,0,0,0,2,2,6,1,0,0,0,0,0,4,2,1,0,0,0,0,0,2,0,0,6,0,0,0,0,0,13,7,5
818,2000,3,8,0,0,0,0,0,3,3,1,4,0,0,1,1,1,0,5,0,1,0,0,0,0,1,0,0,1,6,1,1,0,0,3,18,9,1
818,2000,4,6,0,1,0,0,0,2,4,5,0,0,0,0,1,1,0,1,2,2,0,0,0,0,0,0,0,1,8,0,1,1,0,0,23,5,1
818,2000,5,3,2,0,0,0,0,1,3,5,1,1,0,0,1,1,0,5,5,1,0,0,0,0,2,1,0,2,6,0,1,0,0,0,19,8,3
818,2000,6,0,3,0,0,0,0,4,1,3,1,1,0,0,0,0,0,8,1,4,0,0,0,0,4,1,0,1,8,1,0,0,0,1,15,17,5
818,2000,7,3,0,2,0,0,0,1,8,2,0,2,0,0,1,0,0,5,5,2,0,0,0,0,0,3,0,0,3,0,0,0,0,0,16,11,5
818,2000,8,4,1,0,0,0,0,2,3,2,0,0,0,1,5,6,0,1,0,1,0,0,0,0,0,1,0,0,7,5,1,1,0,2,17,5,1
818,2000,9,2,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,11,6,1
818,2000,10,5,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,5,8,1
818,2000,11,6,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,6,1
818,2000,12,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,4,0
818,2001,1,5,0,0,0,0,0,3,6,0,6,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,14,10,0
818,2001,2,5,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,12,5,1
818,2001,3,13,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,21,10,1
818,2001,4,2,1,1,0,0,0,0,5,0,7,0,0,0,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1
818,2001,5,5,3,1,0,0,0,3,5,2,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,1,23,13,2
818,2001,6,9,1,0,0,0,0,0,1,2,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,1,5,0,1,0,0,0,18,4,1
818,2001,7,5,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,9,0
818,2001,8,5,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,5,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,8,6,0
818,2001,9,7,2,0,0,0,0,2,1,1,0,0,0,0,1,4,0,5,0,3,0,0,0,0,0,1,0,0,4,0,0,0,0,0,15,11,1
818,2001,10,4,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,3,0
818,2001,11,1,1,0,0,0,0,0,2,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,6,3,1
818,2001,12,5,2,1,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,1,5,0,0,2,0,0,12,5,2
901,1990,1,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,8,0
901,1990,2,2,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,17,9,0
901,1990,3,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,1,0,0,8,6,0
901,1990,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,1
901,1990,5,0,0,0,0,0,0,2,10,6,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,1,9,0,1,0,0,0,25,8,1
901,1990,6,2,0,3,0,0,0,1,7,5,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,5,3
901,1990,7,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,6,0
901,1990,8,0,0,0,0,0,0,0,7,2,1,0,0,0,2,0,0,2,0,9,0,0,0,0,0,1,0,0,4,0,0,0,0,0,13,12,1
901,1990,9,2,0,0,0,0,0,2,1,2,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,10,5,0
901,1990,10,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,4,13,1
901,1990,11,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,3,0,0,0,1,0,0,0,0,3,0,1,0,0,0,6,9,0
901,1990,12,0,0,0,2,0,0,4,1,0,0,0,0,0,0,1,0,3,0,7,0,0,0,0,0,1,0,0,5,0,0,0,0,0,8,15,1
901,1991,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,11,1
901,1991,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,10,0
901,1991,3,0,0,0,0,0,0,1,8,2,2,0,0,0,0,1,0,5,0,8,0,0,0,1,1,0,0,0,4,0,0,0,0,0,14,14,1
901,1991,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0
901,1991,5,0,0,0,0,0,0,5,3,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6,7,0
901,1991,6,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,1,7,0,1,0,0,0,9,10,0
901,1991,7,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,1,0,0,5,0,0,0,0,0,10,9,1
901,1991,8,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,13,0
901,1991,9,1,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,14,5,0
901,1991,10,1,0,0,1,0,0,2,7,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,9,0,1,0,0,0,21,9,0
901,1991,11,1,1,0,1,0,0,0,5,2,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11,9,1
901,1991,12,0,0,0,0,0,0,4,2,2,0,1,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,11,0
901,1992,1,0,0,0,0,0,0,3,2,2,0,0,0,0,0,1,0,7,0,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,21,0
901,1992,2,3,0,0,0,0,0,2,7,3,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,2,0,0,7,0,0,0,0,0,20,8,2
