BEATPLUS,YEAR,MONTH,C_DRUGS,C_SHOTS,AGGASS,ARSON,ASSAULT_BY_PRISONER,ASSAULT_OFFICER_NO_INJURY,BURGLARY,CMIS,DISOCNDUCT,DRUGS,DRUNKEN_DRIVING,EMBEZZLEMENT,FAMILY_VIOLENCE,FORGERY,FRAUD,GAMBLING,LARCENY,LIQUOR_LAW_VIOLATIONS,MVTHEFT,MURDER_MANSLAUGHTER,NEGLIGENT_MANSLAUGHTER,PROSTITUION,PUBLIC_DRUNKENNESS,RAPE,ROBBERY,RUNAWAY,SEXOFF,SIMPASS,STOLEN_PROPERTY,TRESPASS,VAGRANCY,VANDALISM,WEAPONS,VCI,P1P,P1V
11,1990,1,6,1,4,0,0,0,17,25,12,0,0,0,1,2,2,0,14,3,27,1,1,0,0,1,9,0,1,19,3,1,0,0,1,63,67,16
11,1990,2,1,0,2,2,0,0,9,33,11,2,0,0,1,0,0,0,28,1,25,0,0,1,0,0,2,0,0,17,1,6,0,0,0,64,64,4
11,1990,3,3,2,3,1,0,0,18,37,19,0,0,0,3,0,2,0,17,2,33,0,0,0,3,0,3,1,0,30,3,3,1,0,0,92,71,6
11,1990,4,2,0,5,1,0,0,7,16,8,0,1,0,3,0,3,0,19,1,18,0,0,0,5,0,9,0,0,32,5,1,1,0,0,59,53,14
11,1990,5,4,1,5,4,0,0,13,35,18,7,0,0,0,0,2,0,20,2,24,0,0,0,4,1,8,0,1,37,0,2,0,1,0,99,65,14
11,1990,6,2,4,2,1,0,0,16,31,11,0,0,0,1,0,4,0,20,0,35,0,0,0,7,0,4,0,4,26,0,2,0,0,0,75,75,6
11,1990,7,4,2,1,3,0,0,23,37,14,1,0,0,1,0,2,,35,0,20,0,0,0,1,0,1,0,1,38,3,2,0,0,0,98,79,2
11,1990,8,9,5,5,2,0,0,12,26,8,0,1,0,0,0,1,0,20,0,33,0,0,0,0,2,9,0,2,26,0,1,0,0,1,76,74,16
11,1990,9,5,0,6,2,0,0,5,24,7,0,0,0,1,0,0,0,16,0,32,0,0,0,0,1,5,0,1,23,0,0,0,0,0,61,58,12
11,1990,10,5,1,5,1,0,0,18,23,9,1,1,1,1,0,5,0,24,0,31,0,0,0,1,0,11,0,3,38,0,1,0,0,0,77,84,16
11,1990,11,5,5,6,1,0,0,15,24,7,2,1,0,2,0,2,0,18,2,25,0,0,0,2,1,10,0,1,33,2,0,0,0,0,75,68,17
11,1990,12,2,7,4,1,0,0,17,22,7,3,1,0,3,0,2,0,21,0,34,0,0,0,5,0,4,0,0,24,0,1,0,0,0,63,76,8
11,1991,1,1,3,4,2,0,0,7,18,11,0,0,0,1,0,3,0,17,0,17,1,0,0,5,0,8,0,0,30,0,0,0,0,0,65,49,13
11,1991,2,7,2,1,0,0,0,16,19,6,4,1,0,3,0,3,0,13,1,13,0,0,0,1,2,3,0,2,24,0,1,0,0,0,58,45,6
11,1991,3,2,1,0,4,0,0,24,17,8,0,0,0,0,0,0,0,25,0,14,0,0,0,2,1,5,0,1,28,0,0,0,0,0,60,68,6
11,1991,4,9,0,3,1,0,0,6,22,6,1,0,1,1,1,0,0,30,0,27,0,0,0,0,0,4,0,1,23,0,1,0,0,0,61,67,7
11,1991,5,6,3,2,1,0,0,12,19,10,0,0,0,4,2,3,0,17,1,17,0,0,0,0,0,2,0,1,37,0,0,0,0,0,76,48,4
11,1991,6,3,9,3,1,0,0,12,21,6,2,0,1,0,2,1,0,14,0,14,0,0,0,0,0,4,0,1,41,0,0,0,0,0,81,44,7
11,1991,7,6,2,7,2,0,0,20,22,11,2,0,0,0,1,2,0,25,0,23,0,0,0,0,1,6,0,4,49,0,1,1,0,0,92,74,14
11,1991,8,7,2,2,0,0,0,22,26,15,0,0,0,0,3,2,0,24,0,21,0,0,0,0,0,8,0,2,39,0,0,0,0,0,89,75,10
11,1991,9,10,3,4,0,0,0,15,18,5,0,0,0,1,0,1,0,31,0,17,0,0,0,0,0,10,0,1,27,0,0,0,0,0,63,73,14
11,1991,10,6,2,1,2,0,0,16,23,13,0,0,1,2,1,5,0,17,0,26,0,0,0,0,0,6,0,1,36,0,2,0,0,0,82,65,7
11,1991,11,1,1,2,4,0,0,8,28,3,0,0,0,2,0,2,0,19,0,14,0,0,0,0,1,10,0,0,25,0,0,0,0,0,62,51,13
11,1991,12,4,3,1,0,0,0,8,17,5,0,1,0,1,0,1,0,22,0,14,0,0,0,0,0,4,0,0,27,1,0,1,0,0,56,48,5
11,1992,1,6,1,0,1,0,0,22,23,5,0,0,0,2,0,1,0,9,0,29,0,0,0,0,0,8,0,0,29,0,1,0,0,0,65,68,8
11,1992,2,10,1,3,2,0,0,14,19,7,0,1,0,2,0,1,0,12,0,18,0,0,0,0,2,9,1,0,16,0,0,0,0,0,55,53,14
11,1992,3,5,9,2,1,0,0,10,30,7,0,0,0,1,0,2,0,17,0,28,0,0,0,0,0,9,0,1,25,0,0,0,0,0,77,64,11
11,1992,4,1,1,2,2,0,0,10,29,15,2,0,1,2,0,2,0,27,0,12,0,0,0,0,0,7,0,1,32,0,2,0,1,0,80,56,9
11,1992,5,4,2,3,3,0,0,8,24,14,0,0,0,1,0,1,0,17,0,19,0,0,0,0,0,9,0,1,35,0,2,0,1,0,82,53,12
11,1992,6,3,5,4,0,0,0,12,21,10,0,0,0,2,0,1,0,34,0,21,0,0,0,0,0,8,0,0,33,0,1,0,0,0,72,75,12
11,1992,7,3,4,1,1,0,0,16,23,10,0,0,0,1,1,2,0,15,0,28,0,0,0,0,2,8,0,0,37,0,2,0,0,0,78,67,11
11,1992,8,3,8,3,1,0,0,13,26,16,3,0,0,1,1,3,0,28,0,21,0,0,0,4,0,4,0,2,39,0,2,0,0,0,93,66,7
11,1992,9,4,0,2,3,0,0,17,28,12,2,0,0,0,1,2,0,18,0,19,0,0,0,3,1,11,0,1,38,1,1,0,0,0,85,65,14
11,1992,10,6,2,5,1,0,0,11,54,19,1,1,0,5,0,3,0,27,0,50,0,0,0,1,0,5,0,2,44,2,3,0,0,1,126,93,10
11,1992,11,2,4,3,1,0,0,10,55,21,0,0,1,2,1,2,0,31,0,38,0,0,0,0,1,4,0,1,52,3,0,0,0,0,135,83,8
11,1992,12,3,8,3,2,0,0,27,52,12,1,0,0,4,1,3,0,13,0,36,0,0,0,0,0,11,0,0,33,0,0,1,0,0,110,87,14
11,1993,1,7,6,3,2,0,0,20,67,13,0,0,0,1,2,1,0,41,0,48,0,0,0,0,0,6,0,2,61,3,0,0,0,0,156,115,9
11,1993,2,7,14,5,1,0,0,15,34,9,0,0,0,0,0,3,0,21,0,16,0,0,0,0,0,2,0,1,32,1,2,0,0,2,97,54,7
11,1993,3,11,16,5,2,0,0,17,51,19,0,0,0,5,1,4,0,27,0,31,0,0,0,0,0,10,0,3,52,0,2,0,0,1,151,85,15
11,1993,4,4,21,6,2,0,0,19,64,7,0,1,0,1,0,2,0,36,0,58,0,0,0,0,0,6,0,3,35,3,1,1,0,0,133,119,12
11,1993,5,8,25,3,1,0,0,17,55,10,2,0,0,2,1,4,0,31,0,32,0,0,0,0,1,9,0,1,47,1,2,0,0,1,146,89,13
11,1993,6,8,19,3,1,0,0,13,39,19,1,1,0,2,0,6,0,22,0,36,1,0,0,0,0,11,0,5,37,2,2,0,0,0,123,82,15
11,1993,7,14,23,5,0,0,0,12,32,11,0,1,0,2,1,2,0,19,0,19,0,0,0,0,0,7,0,5,52,1,2,0,0,0,132,57,12
11,1993,8,12,20,0,1,0,0,10,43,3,3,0,0,1,0,3,0,38,0,34,0,0,0,0,1,6,0,1,48,0,3,1,0,0,127,88,7
11,1993,9,11,19,4,2,0,0,13,54,4,0,0,0,1,2,2,0,30,0,24,0,0,0,0,1,9,0,1,31,1,1,0,0,1,121,76,14
11,1993,10,10,37,3,1,0,0,14,48,9,0,0,0,3,1,3,0,39,0,26,0,0,0,0,2,6,0,3,45,0,3,0,0,0,150,85,11
11,1993,11,10,23,2,1,0,0,14,34,9,0,1,0,2,0,0,0,28,0,15,0,0,0,0,1,3,0,1,33,0,2,0,0,1,110,60,6
11,1993,12,8,30,4,1,0,0,10,50,11,0,0,0,1,0,3,0,28,0,21,1,0,0,0,0,4,0,2,37,1,1,0,0,0,137,63,9
11,1994,1,4,10,1,4,0,0,19,40,7,3,0,0,0,1,3,0,27,0,30,0,0,0,0,0,1,0,0,32,2,2,1,0,0,97,77,2
11,1994,2,12,11,1,2,0,0,13,25,8,0,0,0,1,1,2,0,20,0,7,0,0,0,0,2,7,0,1,40,1,3,0,0,0,98,47,10
11,1994,3,8,10,3,1,0,0,8,43,22,0,0,0,3,0,3,0,31,0,17,0,0,0,0,0,9,0,0,38,0,3,1,0,0,122,65,12
11,1994,4,12,9,3,1,0,0,14,43,9,1,0,0,2,0,0,0,33,1,25,0,0,0,0,2,1,0,3,31,1,2,0,0,0,105,73,6
11,1994,5,8,9,1,0,0,0,14,26,14,0,0,1,1,0,5,0,22,1,23,0,0,0,0,1,9,0,2,29,4,2,0,1,1,86,68,11
11,1994,6,7,7,7,0,0,0,11,32,7,1,0,1,1,1,1,0,25,0,22,0,0,0,0,1,6,0,5,42,0,4,0,0,0,95,64,14
11,1994,7,11,20,3,1,0,0,12,30,13,0,0,0,4,1,1,0,34,0,22,0,0,0,0,1,3,0,1,41,1,5,0,0,0,116,71,7
11,1994,8,16,34,9,3,0,0,12,45,10,4,0,0,1,0,2,0,38,0,40,1,0,0,0,0,7,0,1,37,2,3,0,0,0,145,97,17
11,1994,9,18,53,4,0,0,0,13,38,9,0,0,1,3,0,1,0,32,0,21,1,0,0,0,1,7,0,4,38,0,2,0,0,2,156,73,13
11,1994,10,24,17,2,1,0,0,11,47,11,0,1,0,2,0,2,0,32,0,25,0,0,0,0,0,4,0,1,38,2,1,0,0,0,138,72,6
11,1994,11,14,27,5,1,0,0,24,49,7,0,0,0,2,0,0,0,27,1,30,0,0,0,0,0,4,0,0,24,2,3,0,0,1,122,85,9
11,1994,12,11,16,1,0,0,0,14,46,9,2,0,0,1,1,1,0,40,0,13,0,0,0,0,0,8,0,1,26,1,1,0,0,1,108,75,9
11,1995,1,9,8,0,1,0,0,24,23,4,1,0,0,1,1,3,0,13,0,15,0,0,0,0,0,7,0,4,24,0,1,1,0,0,69,59,7
11,1995,2,6,14,0,3,0,0,16,20,6,2,2,0,0,0,2,0,20,0,10,0,0,0,0,0,10,0,1,22,1,2,0,0,0,71,56,10
11,1995,3,6,16,2,0,0,1,9,35,7,4,2,0,1,3,7,0,29,0,10,0,0,0,0,0,6,0,3,34,2,3,0,0,0,98,54,8
11,1995,4,7,25,5,0,0,0,12,34,6,0,0,1,2,1,3,0,29,0,22,0,0,0,0,0,3,0,2,26,1,4,0,0,0,98,66,8
11,1995,5,9,20,5,0,0,0,14,32,7,0,0,0,1,1,2,,32,1,17,0,0,0,0,0,6,0,4,37,1,4,0,0,0,105,69,11
11,1995,6,13,15,1,2,0,0,6,31,13,2,1,0,1,0,0,0,40,0,10,1,0,0,0,0,3,0,0,28,0,1,0,0,0,102,59,5
11,1995,7,1,20,3,0,0,0,9,31,11,0,0,0,1,0,0,0,39,0,13,0,0,0,0,0,8,0,2,32,2,3,0,3,1,95,69,11
11,1995,8,8,13,6,1,0,0,12,20,8,0,1,0,2,0,0,0,20,0,14,0,0,0,1,1,4,0,1,40,1,0,1,0,0,90,50,11
11,1995,9,10,13,2,1,0,0,8,43,9,0,0,0,1,1,2,0,42,0,9,0,0,0,0,0,4,0,1,32,0,1,0,0,0,108,63,6
11,1995,10,12,14,1,2,0,0,16,46,8,1,0,0,5,1,0,0,23,0,20,0,0,0,0,0,2,0,4,23,2,1,0,0,0,105,61,3
11,1995,11,5,5,2,0,0,0,15,21,6,0,0,0,4,0,2,0,17,0,7,0,0,0,0,1,7,0,5,22,0,3,0,0,0,59,46,10
11,1995,12,9,9,1,2,0,0,9,18,4,0,0,0,2,0,2,0,21,0,19,0,0,0,0,0,7,0,1,17,1,2,0,0,2,59,56,8
11,1996,1,7,8,2,0,0,0,9,18,2,0,0,0,2,0,4,0,30,0,16,0,0,0,0,0,6,0,1,27,2,4,0,0,0,62,61,8
11,1996,2,5,7,0,1,0,0,11,25,6,0,1,0,7,1,5,0,27,0,16,0,0,0,0,2,5,0,4,29,0,3,0,0,0,73,59,7
11,1996,3,6,15,1,0,0,0,10,24,12,3,0,1,2,0,2,0,27,0,5,0,0,0,0,0,3,0,0,31,0,3,1,0,0,88,45,4
11,1996,4,9,12,5,3,0,0,16,35,3,1,0,0,0,0,3,0,27,0,14,0,0,0,0,0,2,0,1,26,1,5,0,0,1,88,59,7
11,1996,5,15,23,3,2,0,0,15,45,4,0,0,0,1,1,4,0,35,0,9,0,0,0,0,1,4,0,2,32,0,3,1,0,0,121,63,8
11,1996,6,11,13,2,3,0,0,12,27,4,1,0,0,2,0,2,0,29,0,16,0,0,0,0,0,2,0,1,25,0,4,0,0,0,83,59,4
11,1996,7,12,13,2,0,0,0,9,28,6,1,0,1,2,0,3,0,29,0,13,1,0,0,0,0,3,0,0,20,1,4,0,0,0,79,54,6
11,1996,8,14,8,1,0,0,0,10,26,6,2,3,2,3,1,4,0,30,0,6,0,0,0,0,0,9,0,1,35,1,0,0,0,1,89,55,10
11,1996,9,6,4,1,0,0,0,8,12,5,3,0,0,0,0,1,0,24,0,3,0,0,0,0,0,4,0,2,22,0,4,0,0,0,49,39,5
11,1996,10,7,4,2,1,0,0,11,22,7,1,0,0,0,1,5,0,25,0,8,0,0,0,0,2,6,0,4,26,1,5,0,0,0,67,50,10
11,1996,11,3,10,3,1,0,0,14,29,8,0,0,0,4,0,5,0,29,1,9,0,0,0,0,0,4,0,0,28,0,3,0,0,1,79,56,7
11,1996,12,6,8,1,0,0,0,21,38,8,1,0,0,2,1,2,0,32,0,6,0,0,0,0,0,6,0,1,15,0,0,0,0,0,75,65,7
11,1997,1,6,10,0,2,0,0,18,24,8,0,0,0,3,1,1,0,33,0,14,0,0,0,0,2,2,0,3,16,2,5,0,1,0,66,67,4
11,1997,2,10,7,0,4,0,0,13,38,2,1,0,0,2,0,3,0,33,0,7,0,0,0,0,2,1,0,1,15,0,1,0,0,0,76,54,3
11,1997,3,19,7,0,1,0,0,8,26,9,2,0,1,3,0,8,0,29,0,14,0,0,0,1,0,5,0,0,24,0,7,0,1,0,86,56,5
11,1997,4,11,6,2,2,0,0,14,37,7,1,0,0,2,0,5,0,42,0,12,0,0,0,0,1,3,0,1,19,0,5,0,0,0,82,71,6
11,1997,5,11,1,1,0,0,0,10,39,6,0,0,0,1,1,4,0,37,1,11,0,0,1,0,0,0,0,5,30,1,3,0,1,0,87,58,1
11,1997,6,8,7,3,2,0,0,10,33,11,0,0,0,3,1,2,0,33,0,16,0,0,0,0,2,2,0,4,23,0,3,1,0,0,84,61,7
11,1997,7,12,6,2,1,0,0,19,41,16,0,0,0,2,1,3,0,40,0,15,0,0,0,0,0,1,0,2,32,1,10,0,0,0,108,75,3
11,1997,8,7,5,2,0,0,1,15,62,10,3,0,0,5,1,5,0,49,1,22,0,0,0,0,1,5,1,2,27,1,1,0,1,0,111,91,8
11,1997,9,13,10,1,1,0,0,16,32,3,0,0,0,0,0,2,0,31,0,14,0,0,0,0,1,4,0,0,19,5,2,0,0,0,78,65,6
11,1997,10,13,4,3,1,0,0,11,49,14,0,0,0,1,2,4,,42,0,22,0,0,0,0,1,3,0,0,29,2,4,0,0,0,110,78,7
11,1997,11,10,5,1,1,0,0,18,43,7,2,0,0,1,0,4,0,30,0,8,0,0,0,0,1,4,0,1,17,5,0,0,0,0,83,60,6
11,1997,12,6,6,0,0,0,0,8,36,6,1,0,0,5,2,7,0,33,0,10,0,0,0,0,0,3,0,0,23,0,1,0,0,0,77,54,3
11,1998,1,6,7,3,1,0,0,22,43,13,0,0,1,1,0,3,0,52,0,14,0,0,0,0,0,6,0,0,27,4,3,0,0,0,97,94,9
11,1998,2,12,3,0,0,0,0,4,17,5,2,0,0,0,1,2,0,23,0,9,0,0,0,0,0,2,0,1,12,0,3,1,1,0,49,38,2
11,1998,3,11,3,4,0,0,0,10,27,12,2,3,0,1,3,2,0,28,1,15,0,0,0,0,0,3,0,0,31,1,2,0,0,0,84,56,7
11,1998,4,7,3,2,3,0,0,14,35,10,0,1,0,4,6,6,0,23,0,12,0,0,0,0,0,2,0,3,33,2,1,0,0,0,91,51,4
11,1998,5,6,5,0,0,0,0,12,15,10,0,1,0,1,1,2,0,25,1,12,0,0,1,0,1,5,0,2,35,0,8,1,0,0,71,54,6
11,1998,6,12,11,3,0,0,0,15,23,11,1,0,0,3,1,2,0,29,0,14,0,0,0,0,0,5,1,0,34,0,4,0,0,0,91,63,8
11,1998,7,16,6,4,1,0,0,14,26,8,0,0,0,2,1,2,0,37,1,12,0,0,0,0,0,4,1,1,29,1,1,0,0,0,86,67,8
11,1998,8,28,5,1,1,0,0,14,32,6,1,1,1,3,1,3,0,48,0,12,0,0,0,0,0,6,0,2,22,1,4,0,0,0,94,80,7
11,1998,9,17,7,3,0,0,0,16,25,14,0,0,0,4,2,6,0,33,1,16,0,0,0,0,1,4,0,1,28,1,4,0,0,0,91,69,8
11,1998,10,12,7,5,0,0,0,10,38,4,0,0,0,2,4,13,0,33,0,20,0,0,0,0,1,4,0,4,23,0,1,0,0,1,84,67,10
11,1998,11,7,3,1,2,0,0,12,18,11,1,0,1,2,1,2,0,24,0,10,0,0,0,0,1,6,0,2,27,2,3,0,1,0,68,52,8
11,1998,12,10,4,2,0,0,0,13,24,10,0,0,2,1,0,2,0,24,0,14,0,0,0,0,1,10,0,6,20,2,2,0,0,0,68,61,13
11,1999,1,7,4,1,1,0,0,14,20,10,6,2,0,4,0,2,0,16,0,13,0,0,0,0,0,6,0,3,27,3,3,0,0,0,69,49,7
11,1999,2,5,11,1,0,0,0,8,31,8,3,2,0,5,2,6,0,37,0,22,0,0,2,2,0,3,0,2,17,1,4,0,0,0,72,70,4
11,1999,3,16,5,5,2,0,0,10,35,4,4,0,0,3,2,3,0,23,0,14,0,0,0,0,0,3,0,2,26,3,2,0,0,0,88,50,8
11,1999,4,5,4,0,0,0,1,8,23,7,2,0,0,7,1,1,0,23,0,11,0,0,1,0,0,1,0,2,22,0,4,0,0,0,61,43,1
11,1999,5,11,5,2,2,0,0,10,12,4,1,0,0,0,1,1,0,32,0,19,0,0,0,0,2,2,0,2,24,2,1,0,0,0,58,63,6
11,1999,6,14,15,6,1,0,1,7,22,13,0,2,0,2,0,2,0,40,3,25,0,0,1,0,0,8,0,1,28,1,3,0,0,0,93,80,14
11,1999,7,9,10,0,0,0,0,9,17,11,1,0,0,0,1,4,0,24,0,10,0,0,0,1,0,3,0,2,20,1,0,0,0,0,67,46,3
11,1999,8,18,7,1,0,0,0,10,13,6,4,1,1,1,1,2,0,26,1,16,0,0,0,1,0,2,0,0,26,2,1,0,0,0,70,54,3
11,1999,9,23,15,5,0,0,0,12,15,5,3,0,1,1,2,6,0,36,0,22,0,0,1,0,0,4,0,2,22,7,2,0,0,0,80,74,9
11,1999,10,20,10,1,1,0,0,13,24,3,2,1,1,1,1,4,0,35,0,19,0,0,1,0,0,5,0,0,17,0,1,0,0,0,75,72,6
11,1999,11,7,10,3,1,0,0,12,22,5,1,0,0,5,1,3,0,25,3,12,0,0,0,0,0,1,0,0,16,2,0,0,0,0,61,50,4
11,1999,12,8,10,2,1,0,1,14,19,16,2,0,1,4,1,2,,24,0,15,0,0,0,2,1,8,0,0,33,0,6,1,0,1,87,61,11
11,2000,1,8,11,6,3,0,1,8,33,4,22,2,0,6,2,0,0,21,1,14,2,0,0,0,0,6,0,6,62,1,3,0,0,1,121,49,14
11,2000,2,6,9,5,0,0,0,7,26,12,10,2,0,3,0,5,0,23,0,6,0,0,5,2,1,1,0,1,50,1,2,0,0,1,103,37,7
11,2000,3,11,2,4,0,0,0,7,34,10,12,4,0,6,3,3,,32,0,13,0,0,1,1,2,3,0,3,53,0,7,0,0,0,110,55,9
11,2000,4,18,11,2,1,0,1,7,43,9,4,2,0,2,2,4,,29,0,9,0,0,1,5,1,6,0,3,43,4,6,0,0,0,125,51,9
11,2000,5,14,9,8,0,,0,11,38,9,4,1,0,5,2,4,0,40,1,22,0,0,3,0,0,5,0,3,56,4,1,0,0,0,126,78,13
11,2000,6,8,13,8,2,0,0,21,38,11,6,3,0,4,2,2,0,40,1,10,0,0,0,1,0,2,0,2,70,8,7,2,0,2,142,73,10
11,2000,7,10,4,3,3,0,0,11,23,13,14,1,0,4,0,2,0,49,5,14,0,0,1,1,2,7,0,2,36,2,5,1,0,0,89,81,12
11,2000,8,12,13,5,3,0,0,7,47,14,11,5,0,1,1,3,0,38,3,14,0,0,1,2,0,1,0,4,50,2,3,0,1,2,139,60,6
11,2000,9,4,6,2,0,0,0,11,21,15,24,1,1,4,1,1,0,24,0,10,0,0,0,6,2,2,0,2,40,3,4,1,0,1,86,47,6
11,2000,10,13,5,3,1,0,0,11,30,16,11,1,0,3,1,2,0,34,0,19,0,1,0,4,2,2,0,6,48,2,5,1,0,1,113,66,8
11,2000,11,4,10,1,0,0,0,7,26,6,12,0,0,0,1,2,0,24,1,11,0,0,3,0,0,2,0,0,24,1,0,0,0,1,70,44,3
11,2000,12,2,7,3,0,0,0,6,15,14,6,1,0,0,1,0,,16,0,10,0,0,0,2,0,4,0,3,31,1,1,0,0,1,69,36,7
11,2001,1,8,14,3,0,0,0,19,23,13,9,2,1,6,6,7,0,32,2,6,0,0,1,2,0,2,0,2,32,5,4,2,0,2,90,59,5
11,2001,2,7,4,6,0,0,0,7,21,16,9,0,0,3,1,4,0,20,0,9,0,0,0,3,0,3,0,1,40,1,6,2,0,1,88,39,9
11,2001,3,9,11,8,0,0,0,6,27,14,29,0,1,2,3,5,0,24,1,14,0,0,0,2,0,4,0,1,54,1,5,1,0,1,115,48,12
11,2001,4,10,8,8,0,0,1,9,35,5,8,1,0,1,3,4,0,23,0,11,0,0,3,0,0,2,0,2,36,1,6,0,0,1,94,45,10
11,2001,5,24,9,1,0,0,0,15,39,12,12,0,0,2,4,7,0,28,1,17,0,0,4,1,1,4,0,3,34,3,5,0,0,4,118,64,6
11,2001,6,16,9,3,0,0,0,9,44,11,12,1,0,2,4,3,0,26,0,7,0,0,0,2,1,3,0,0,42,1,5,0,0,3,122,45,7
11,2001,7,10,9,3,0,0,0,17,38,11,4,0,0,3,2,5,0,29,0,13,0,0,3,1,3,2,0,1,41,0,8,1,0,1,109,61,8
11,2001,8,24,28,2,1,0,0,18,48,4,11,2,0,3,1,2,0,31,0,14,0,0,0,0,2,4,0,1,61,1,3,0,0,2,166,67,8
11,2001,9,18,13,4,0,0,2,14,33,10,20,3,0,2,2,2,0,24,1,12,0,0,0,3,0,2,0,0,39,0,4,0,0,2,113,52,6
11,2001,10,11,19,10,0,0,0,18,38,9,29,1,0,4,2,7,0,33,1,7,0,0,2,1,1,0,0,4,60,1,9,1,0,2,137,58,11
11,2001,11,10,8,4,0,0,0,13,38,10,33,0,0,2,3,3,0,28,2,18,0,0,2,4,0,5,0,3,37,3,1,0,0,2,103,64,9
11,2001,12,16,13,6,0,0,1,13,20,13,16,1,0,0,1,2,0,15,1,11,0,0,1,2,0,3,0,1,35,2,6,0,0,1,97,42,9
12,1990,1,20,3,8,2,0,0,44,35,22,4,0,0,5,0,2,0,65,4,44,0,0,0,4,1,18,0,9,51,4,5,1,0,0,133,171,27
12,1990,2,25,7,6,5,0,0,33,60,20,1,0,2,3,0,4,0,63,2,54,0,0,0,6,0,12,0,0,48,3,3,2,0,0,165,162,18
12,1990,3,13,6,3,8,0,0,25,57,26,0,0,0,4,0,2,0,56,4,64,0,0,0,6,5,17,0,7,58,1,9,0,0,0,168,162,25
12,1990,4,34,6,5,1,0,0,26,35,24,3,1,0,2,0,0,0,59,11,45,0,0,0,15,1,18,0,5,55,1,1,0,0,1,155,148,24
12,1990,5,27,4,6,2,0,0,23,57,34,2,0,0,1,0,0,0,53,6,61,0,0,0,5,0,9,0,0,62,1,3,0,0,3,186,146,15
12,1990,6,22,15,5,1,0,0,27,69,34,1,0,0,0,0,1,0,62,6,57,0,0,0,22,0,9,0,2,81,0,3,0,0,0,222,155,14
12,1990,7,20,13,3,1,0,0,31,51,27,0,0,0,2,1,3,0,57,2,74,0,0,0,33,1,15,0,1,48,2,0,0,0,0,160,177,19
12,1990,8,30,12,4,3,0,0,33,61,17,2,0,0,1,0,3,0,62,0,61,0,0,0,3,1,16,0,4,48,4,2,0,0,0,171,172,21
12,1990,9,21,16,7,3,0,0,39,53,12,1,0,0,7,2,3,0,56,0,82,0,0,0,3,1,16,1,4,55,1,0,1,0,0,160,193,24
12,1990,10,36,16,14,2,0,0,40,60,15,1,2,1,1,1,5,0,79,5,101,0,0,0,6,1,20,0,2,43,1,3,2,0,0,172,240,35
12,1990,11,18,9,2,1,0,0,36,30,11,0,0,0,1,0,4,0,50,1,87,1,0,0,5,2,14,0,3,49,0,0,0,0,0,118,187,19
12,1990,12,19,4,5,1,0,0,30,29,11,3,1,2,2,1,5,0,46,0,75,0,0,0,8,1,23,1,1,38,3,1,0,0,1,102,174,29
12,1991,1,40,8,3,5,0,0,51,28,13,1,0,1,3,0,5,0,35,1,37,0,0,0,17,0,16,0,1,39,0,2,0,0,0,133,139,19
12,1991,2,22,8,2,1,0,0,34,20,17,10,0,0,1,0,3,0,45,3,43,0,0,0,18,0,19,0,1,31,0,0,1,0,0,99,141,21
12,1991,3,44,2,2,1,0,0,39,28,14,1,2,0,7,0,4,0,39,2,45,0,0,0,13,1,11,0,4,38,0,0,0,0,0,127,134,14
12,1991,4,41,5,4,5,0,0,32,36,7,0,1,0,4,2,2,0,54,0,32,0,0,0,0,2,16,0,2,61,0,1,1,0,0,155,134,22
12,1991,5,54,9,8,2,0,0,32,22,10,0,0,0,1,0,0,0,72,0,54,0,0,0,0,4,9,0,0,54,0,3,0,0,0,151,167,21
12,1991,6,58,7,3,2,0,0,44,33,8,3,0,0,1,0,1,0,68,0,80,0,0,0,0,3,16,0,3,48,0,5,0,0,0,156,208,22
12,1991,7,94,9,8,4,0,0,91,48,18,2,0,0,1,2,8,0,79,0,72,0,0,0,0,6,17,0,1,59,0,0,0,0,0,232,259,31
12,1991,8,69,9,3,8,0,0,63,40,13,1,0,1,1,1,4,0,68,0,65,0,0,0,1,2,18,0,2,72,1,4,0,0,0,211,214,23
12,1991,9,75,11,4,4,0,1,44,39,9,0,0,1,1,0,2,0,66,0,48,0,0,0,0,1,17,0,2,55,0,4,0,0,0,193,175,22
12,1991,10,61,7,4,4,0,0,36,41,14,0,0,3,0,0,4,0,64,0,84,0,0,0,0,2,32,0,1,75,1,4,1,0,0,202,216,38
12,1991,11,48,11,3,1,0,0,26,29,7,4,1,1,0,0,4,0,42,0,47,0,0,0,0,1,21,0,5,44,1,2,0,0,0,140,136,25
12,1991,12,62,10,5,5,0,0,29,46,10,7,1,0,0,0,2,0,60,0,50,0,0,0,0,2,19,0,1,32,0,0,0,0,0,165,158,26
12,1992,1,44,5,0,2,0,0,41,29,14,2,0,0,2,1,4,0,56,0,53,0,0,0,0,1,11,0,6,42,0,4,0,0,0,136,161,12
12,1992,2,76,13,5,2,0,0,34,40,23,6,1,0,1,2,2,0,38,0,50,0,0,0,0,2,9,0,1,42,0,2,2,0,0,196,131,16
12,1992,3,81,14,3,4,0,0,19,30,12,8,0,1,2,1,2,0,48,0,49,0,0,0,0,1,13,0,7,45,0,3,0,0,0,186,129,17
12,1992,4,69,18,6,3,0,0,21,29,15,6,0,1,1,0,3,0,48,0,58,1,0,0,0,0,12,0,4,60,0,1,0,0,0,194,139,19
